Station Name;Reference Station;Longitude;Latitude;Timezone;Hmin (High Tide Time Add);Hmpy (High Tide Level Multiply);Hoff (High Tide Level Add);Lmin (Low Tide Time Add);Lmpy (Low Tide Level Multiply);Loff (Low Tide Level Add);HW1_Zeit;HW1_Stand;HW2_Zeit;HW2_Stand;NW1_Zeit;NW1_Stand;NW2_Zeit;NW2_Stand
Horton Bluff, Avon River, Nova Scotia;Saint John, New Brunswick;-64,2167;45,1;0:0;58;1,75;0;62;1,37;0;08:31;12,56;20:59;12,16;02:20;2,37;14:53;2,29
Houhora Harbour (Pukenui Wharf), New Zealand;Whangarei, New Zealand;173,1333;-34,8167;0:0;22;0,86;0;25;0,86;0;04:33;2,28;16:55;2,37;10:23;0,91;22:58;0,82
Houhora Harbour (Pukenui Wharf), New Zealand(2);Whangarei, New Zealand;173,1333;-34,8167;0:0;22;0,86;0;25;0,86;0;04:33;2,28;16:55;2,37;10:23;0,91;22:58;0,82
Houhora River Entrance, New Zealand;Whangarei, New Zealand;173,15;-34,8333;0:0;19;0,78;0;22;0,78;0;04:30;2,07;16:52;2,15;10:20;0,83;22:55;0,74
Houhora River Entrance, New Zealand(2);Whangarei, New Zealand;173,15;-34,8333;0:0;19;0,78;0;22;0,78;0;04:30;2,07;16:52;2,15;10:20;0,83;22:55;0,74
Igloolik, Nunavut (2);Harrington Harbour, Québec;-81,6167;69,35;0:0;612;1;0,1;612;1;0;17:17;1,67;05:21;1,51;10:39;0,72;23:36;0,83
Indian Harbour, Labrador;Halifax, Nova Scotia;-57,2;54,45;0:0;-67;1;-0,1;-123;1;0;02:31;1,51;15:09;1,34;08:26;0,46;20:27;0,57
Ingnerit, Umanak Fjord, Greenland;Harrington Harbour, Québec;-51;71;0:0;-60;1;-0,1;-60;1;-0,1;06:05;1,47;18:09;1,31;23:27;0,62;12:24;0,73
Ingonish Island, Nova Scotia;Pictou, Nova Scotia;-60,3833;46,6667;0:0;-100;1;-0,1;-93;1;0;03:56;1,32;15:53;1,56;09:33;0,94;;
Iqaluit S Farthest, Nunavut (2);Saint John, New Brunswick;-68,0333;63,4833;0:0;-253;1;0,5;-255;1;0,3;03:20;7,68;15:48;7,45;21:03;2,03;09:36;1,97
Isaac's Harbour, Nova Scotia (2);Halifax, Nova Scotia;-61,6667;45,1833;0:0;-3;1;0;4;1;0;03:35;1,61;16:13;1,44;10:33;0,46;22:34;0,57
Island Point, New Zealand;Port Taranaki, New Zealand;174,1;-36,25;0:0;46;1,06;0;46;1,06;0;06:55;2,84;19:22;2,92;13:10;1,20;;
Ivigtut, Arsuk Fjord, Greenland;Argentia, Newfoundland;-48,1833;61,2;0:0;-139;1;0;-114;1;0;01:51;1,86;14:15;1,73;08:38;0,83;20:25;0,88
Jackson Bay, New Zealand;Westport, New Zealand;168,6167;-43,9833;0:0;40;0,62;0;40;0,62;0;07:54;1,59;20:22;1,64;01:40;0,61;14:07;0,65
Jeddore Harbour, Nova Scotia;Halifax, Nova Scotia;-63,0167;44,75;0:0;6;1;0;3;1;0;03:44;1,61;16:22;1,44;10:32;0,46;22:33;0,57
Joggins Wharf, Nova Scotia (2);Saint John, New Brunswick;-64,4667;45,6833;0:0;14;1;1,4;26;1;0,1;07:47;8,58;20:15;8,35;01:44;1,83;14:17;1,77
Julianehåb, Greenland (2);Argentia, Newfoundland;-46,0167;60,7167;0:0;-159;1;0;-136;1;0;01:31;1,86;13:55;1,73;08:16;0,83;20:03;0,88
Kahikatea (East Bay), New Zealand;Picton, New Zealand;174,1333;-41,2333;0:0;12;0,93;0;19;0,93;0;04:51;0,87;17:08;0,95;10:32;0,29;23:20;0,27
Kaikoura, New Zealand;Lyttelton, New Zealand;173,7;-42,4167;0:0;5;0,82;0;7;0,82;0;00:59;1,77;13:24;1,76;07:13;0,56;19:42;0,51
Kaikoura, New Zealand(2);Lyttelton, New Zealand;173,7;-42,4167;0:0;5;0,82;0;7;0,82;0;00:59;1,77;13:24;1,76;07:13;0,56;19:42;0,51
Kangalaksiorvik Fiord, Labrador;Halifax, Nova Scotia;-63,7833;59,3833;0:0;30;1;-0,2;12;1;-0,1;04:08;1,41;16:46;1,24;10:41;0,36;22:42;0,47
Kap Farvel, Greenland;Argentia, Newfoundland;-43,8833;59,75;0:0;-171;1;0;-143;1;0;01:19;1,86;13:43;1,73;08:09;0,83;19:56;0,88
Kawhia, New Zealand;Port Taranaki, New Zealand;174,8167;-38,0667;0:0;18;0,96;0;18;0,96;0;06:27;2,57;18:54;2,64;12:42;1,08;;
Kegaska, Québec (2);Harrington Harbour, Québec;-61,2333;50,2;0:0;40;1;0;40;1;0;07:45;1,57;19:49;1,41;01:07;0,72;14:04;0,83
Kivitoo, Baffin Island, Nunavut (2);Pictou, Nova Scotia;-64,9333;67,9333;0:0;-317;0,5;0;-310;0,43;0;00:19;0,71;12:16;0,83;05:56;0,40;;
Kohukohu, New Zealand;Port Taranaki, New Zealand;173,5333;-35,3667;0:0;15;0,96;0;15;0,96;0;06:24;2,57;18:51;2,64;12:39;1,08;;
Koksoak River entrance, Québec;Saint John, New Brunswick;-68,1833;58,5333;0:0;-170;1,47;0;-173;2;0;04:43;10,55;17:11;10,22;22:25;3,46;10:58;3,34
L' Etang Harbour, New Brunswick;Saint John, New Brunswick;-66,8167;45,0333;0:0;1;1;-0,3;5;1;0;07:34;6,88;20:02;6,65;01:23;1,73;13:56;1,67
LPG Terminal, New Zealand;Onehunga, New Zealand;174,8333;-37,0333;0:0;-5;1,02;0;4;1,02;0;06:46;3,29;19:13;3,40;00:41;1,26;13:04;1,37
La Poile Bay, Newfoundland;Argentia, Newfoundland;-58,4;47,6667;0:0;75;0,62;0;75;0,62;0;05:25;1,15;17:49;1,07;11:47;0,51;23:34;0,55
Leaf Bay, Ungava Bay, Québec;Saint John, New Brunswick;-69;58,9167;0:0;-180;1,49;0;-180;2,25;0;04:33;10,70;17:01;10,36;22:18;3,89;10:51;3,76
Leaf Lake, Ungava Bay, Québec;Saint John, New Brunswick;-69,6667;58,75;0:0;-120;1,53;0,5;-120;1,53;0,5;05:33;11,49;18:01;11,13;23:18;3,15;11:51;3,06
Leith Harbor, South Georgia;Pictou, Nova Scotia;-36,6833;-54,1333;0:0;555;0,63;0;575;0,64;0;14:51;0,89;02:48;1,05;20:41;0,60;;
Lepreau Harbour, New Brunswick;Saint John, New Brunswick;-66,4833;45,1167;0:0;-1;1;-0,2;3;1;0;07:32;6,98;20:00;6,75;01:21;1,73;13:54;1,67
Lille Pendulum, Greenland;Harrington Harbour, Québec;-18,4833;74,6167;0:0;-760;0,8;0;-759;0,81;0;18:25;1,26;06:29;1,13;11:48;0,58;00:45;0,67
Liscomb Harbour, Nova Scotia (2);Halifax, Nova Scotia;-62,0333;45;0:0;11;1;0;5;1;0;03:49;1,61;16:27;1,44;10:34;0,46;22:35;0,57
Liverpool Bay, Nova Scotia;Halifax, Nova Scotia;-64,6833;44,0333;0:0;14;1;0;4;1;0;03:52;1,61;16:30;1,44;10:33;0,46;22:34;0,57
Lockeport, Nova Scotia (2);Halifax, Nova Scotia;-65,0833;43,7333;0:0;27;1;0;2;1;0;04:05;1,61;16:43;1,44;10:31;0,46;22:32;0,57
Long Island, New Zealand;Picton, New Zealand;174,2833;-41,1167;0:0;4;1;0;3;1;0;04:43;0,94;17:00;1,02;10:16;0,31;23:04;0,29
Louisburg Harbour, Nova Scotia;Halifax, Nova Scotia;-59,9833;45,9;0:0;8;1;-0,1;14;1;0;03:46;1,51;16:24;1,34;10:43;0,46;22:44;0,57
Lower East Pubnico, Nova Scotia (2);Saint John, New Brunswick;-65,7667;43,6333;0:0;-112;0,43;0;-127;0,47;0;05:41;3,09;18:09;2,99;23:11;0,81;11:44;0,78
Lower Savage Islands, Nunavut;Saint John, New Brunswick;-65,85;61,7667;0:0;-226;1;-0,1;-235;1;0,2;03:47;7,08;16:15;6,85;21:23;1,93;09:56;1,87
Lucky Bay, New Zealand;Lyttelton, New Zealand;174,2833;-41,2667;0:0;150;0,52;0;150;0,52;0;03:24;1,12;15:49;1,12;09:36;0,35;22:05;0,32
Lucky Bay, New Zealand(2);Lyttelton, New Zealand;174,2833;-41,2667;0:0;150;0,52;0;150;0,52;0;03:24;1,12;15:49;1,12;09:36;0,35;22:05;0,32
Lunenburg, Nova Scotia (3);Halifax, Nova Scotia;-64,3167;44,3667;0:0;7;1;0;7;1;0;03:45;1,61;16:23;1,44;10:36;0,46;22:37;0,57
Mabou River entrance, Nova Scotia;Pictou, Nova Scotia;-61,4667;46,1;0:0;53;0,66;0;-64;0,61;0;06:29;0,94;18:26;1,10;10:02;0,57;;
Mahone Harbour, Mahone Bay, Nova Scotia;Halifax, Nova Scotia;-64,3667;44,45;0:0;-3;1;0;1;1;0;03:35;1,61;16:13;1,44;10:30;0,46;22:31;0,57
Makara Bay, New Zealand;Port Taranaki, New Zealand;174,7;-41,2167;0:0;40;0,32;0;40;0,32;0;06:49;0,86;19:16;0,88;13:04;0,36;;
Malpeque Bay, Prince Edward Island;Pictou, Nova Scotia;-63,6667;46,5833;0:0;-209;1;-0,2;-193;1;0;02:07;1,22;14:04;1,46;07:53;0,94;;
Man O' War Bay, New Zealand;Auckland, New Zealand;175,15;-36,7833;0:0;21;1;0;3;1;0;03:57;2,81;16:17;2,90;09:41;0,95;22:10;0,86
Manawatu River Entrance, New Zealand;Port Taranaki, New Zealand;175,2167;-40,4667;0:0;-20;0,7;0;20;0,7;0;05:49;1,88;18:16;1,92;12:44;0,79;;
Mangonui, New Zealand;Whangarei, New Zealand;173,5333;-34,9833;0:0;22;0,91;0;19;0,91;0;04:33;2,41;16:55;2,51;10:17;0,96;22:52;0,86
Mangonui, New Zealand(2);Whangarei, New Zealand;173,5333;-34,9833;0:0;22;0,91;0;19;0,91;0;04:33;2,41;16:55;2,51;10:17;0,96;22:52;0,86
Mansion House Bay, New Zealand;Auckland, New Zealand;174,8167;-36,4333;0:0;22;0,77;0;1;0,77;0;03:58;2,16;16:18;2,23;09:39;0,73;22:08;0,66
Many Islands, New Zealand;Westport, New Zealand;166,5167;-45,7667;0:0;49;0,72;0;50;0,72;0;08:03;1,84;20:31;1,90;01:50;0,71;14:17;0,76
Mapua, New Zealand;Nelson, New Zealand;173,1;-41,25;0:0;17;0,94;0;7;0,94;0;06:11;3,15;18:50;3,21;12:20;1,38;;
Mapua, New Zealand(2);Nelson, New Zealand;173,1;-41,25;0:0;17;0,94;0;7;0,94;0;06:11;3,15;18:50;3,21;12:20;1,38;;
Matakana River, New Zealand;Auckland, New Zealand;174,7333;-36,4;0:0;5;0,81;0;5;0,81;0;03:41;2,28;16:01;2,35;09:43;0,77;22:12;0,70
Matane, Québec (2);Harrington Harbour, Québec;-67,5333;48,85;0:0;258;1;0,4;262;1;0;11:23;1,97;23:27;1,81;04:49;0,72;17:46;0,83
Matiatia Bay, New Zealand;Auckland, New Zealand;174,9833;-36,7833;0:0;-14;0,92;0;6;0,92;0;03:22;2,59;15:42;2,67;09:44;0,87;22:13;0,79
Merigomish Harbour, Nova Scotia (2);Pictou, Nova Scotia;-62,45;45,65;0:0;13;1;0;1;1;0;05:49;1,42;17:46;1,66;11:07;0,94;;
Metis-sur-Mer, Québec;Harrington Harbour, Québec;-68,0333;48,6833;0:0;264;1;0,5;268;1;0,1;11:29;2,07;23:33;1,91;04:55;0,82;17:52;0,93
Midjik Bluff, Passamaquoddy Bay, New Brunswick;Saint John, New Brunswick;-66,9;45,1167;0:0;12;1;-0,2;17;1;0;07:45;6,98;20:13;6,75;01:35;1,73;14:08;1,67
Mingan, Québec (2);Harrington Harbour, Québec;-64,05;50,3;0:0;155;1;0;160;1;0;09:40;1,57;21:44;1,41;03:07;0,72;16:04;0,83
Miscou Harbour, New Brunswick (2);Pictou, Nova Scotia;-64,5833;47,9;0:0;345;1;0;357;1;-0,1;11:21;1,42;23:18;1,66;17:03;0,84;;
Mistanoque Harbour, Québec;Harrington Harbour, Québec;-58,2;51,2667;0:0;15;1;0;15;1;0;07:20;1,57;19:24;1,41;00:42;0,72;13:39;0,83
Moisie Bay, Québec;Harrington Harbour, Québec;-66,0833;50,2;0:0;223;1;0,2;229;1;0;10:48;1,77;22:52;1,61;04:16;0,72;17:13;0,83
Mokohinau Island, New Zealand;Auckland, New Zealand;175,1167;-35,9;0:0;-22;0,74;0;32;0,74;0;03:14;2,08;15:34;2,15;10:10;0,70;22:39;0,64
Mortier Bay, Newfoundland;Argentia, Newfoundland;-55,15;47,1667;0:0;15;1;-0,1;26;1;0;04:25;1,76;16:49;1,63;10:58;0,83;22:45;0,88
Motueka, New Zealand;Nelson, New Zealand;173,0167;-41,1333;0:0;6;0,88;0;12;0,88;0;06:00;2,95;18:39;3,01;12:25;1,29;;
Motueka, New Zealand(2);Nelson, New Zealand;173,0167;-41,1333;0:0;6;0,88;0;12;0,88;0;06:00;2,95;18:39;3,01;12:25;1,29;;
Motupipi Inlet, New Zealand;Nelson, New Zealand;172,85;-40,8333;0:0;25;1,25;0;25;1,25;0;06:19;4,19;18:58;4,28;12:38;1,84;;
Motupipi Inlet, New Zealand(2);Nelson, New Zealand;172,85;-40,8333;0:0;25;1,25;0;25;1,25;0;06:19;4,19;18:58;4,28;12:38;1,84;;
Moutohora (Whale) Island, New Zealand;Tauranga, New Zealand;176,9833;-37,8667;0:0;29;1,06;0;24;1,06;0;04:06;1,65;16:27;1,72;10:00;0,48;22:34;0,39
Murrays Bay, New Zealand;Auckland, New Zealand;174,75;-36,7333;0:0;25;0,88;0;3;0,88;0;04:01;2,47;16:21;2,55;09:41;0,84;22:10;0,76
Myggbukta, Foster Bay, Greenland;Harrington Harbour, Québec;-21,55;73,4667;0:0;-777;1;0;-780;1;0;18:08;1,57;06:12;1,41;11:27;0,72;00:24;0,83
Nachvak Bay, Labrador;Halifax, Nova Scotia;-63,5833;59,05;0:0;26;1;-0,1;50;1;-0,1;04:04;1,51;16:42;1,34;11:19;0,36;23:20;0,47
Nagle Cove, New Zealand;Auckland, New Zealand;175,3167;-36,15;0:0;24;0,74;0;11;0,74;0;04:00;2,08;16:20;2,15;09:49;0,70;22:18;0,64
Nain, Labrador (2);Halifax, Nova Scotia;-61,6833;56,55;0:0;-62;1;0;-84;1;0;02:36;1,61;15:14;1,44;09:05;0,46;21:06;0,57
Nanortalik, Greenland;Argentia, Newfoundland;-45,25;60,1167;0:0;-193;1;0;-166;1;0;00:57;1,86;13:21;1,73;07:46;0,83;19:33;0,88
Narsarssuaq, Greenland;Argentia, Newfoundland;-45,4167;61,1333;0:0;-165;1;0,1;-136;1;0;01:25;1,96;13:49;1,83;08:16;0,83;20:03;0,88
Natashquan, Québec (2);Harrington Harbour, Québec;-61,8333;50,2;0:0;60;1;0;70;1;0;08:05;1,57;20:09;1,41;01:37;0,72;14:34;0,83
Naufrage, Prince Edward Island (2);Pictou, Nova Scotia;-62,4167;46,4667;0:0;-189;1;-0,2;-207;1;0;02:27;1,22;14:24;1,46;07:39;0,94;;
Neil Harbour, Nova Scotia;Pictou, Nova Scotia;-60,3333;46,8;0:0;-104;0,68;0;-105;0,64;0;03:52;0,97;15:49;1,13;09:21;0,60;;
New River Entrance, New Zealand;Bluff, New Zealand;168,25;-46,5333;0:0;22;1,14;0;22;1,14;0;11:18;2,79;23:44;2,83;04:58;1,19;17:28;1,24
New River Entrance, New Zealand(2);Bluff, New Zealand;168,25;-46,5333;0:0;22;1,14;0;22;1,14;0;11:18;2,79;23:44;2,83;04:58;1,19;17:28;1,24
Newcastle, Miramichi River, New Brunswick (2);Pictou, Nova Scotia;-65,5667;47;0:0;-233;1;0;-193;1;0;01:43;1,42;13:40;1,66;07:53;0,94;;
Norris Cove, Bonne Bay, Newfoundland (2);Harrington Harbour, Québec;-57,8667;49,5167;0:0;20;1;0;20;1;0;07:25;1,57;19:29;1,41;00:47;0,72;13:44;0,83
North Head, New Brunswick (2);Saint John, New Brunswick;-66,75;44,7667;0:0;5;1;-0,4;5;1;0;07:38;6,78;20:06;6,55;01:23;1,73;13:56;1,67
North Rustico, Prince Edward Island (2);Pictou, Nova Scotia;-63,2833;46,4667;0:0;-250;1;-0,2;-244;1;-0,1;01:26;1,22;13:23;1,46;07:02;0,84;;
North Star Bay, Wolstenholme Fjord, Greenland (2);Harrington Harbour, Québec;-68,8333;76,5333;0:0;30;1,33;0;32;1,12;0;07:35;2,09;19:39;1,88;00:59;0,81;13:56;0,93
North Sydney, Nova Scotia (2);Pictou, Nova Scotia;-60,25;46,2167;0:0;-114;0,73;0;-109;0,61;0;03:42;1,04;15:39;1,21;09:17;0,57;;
Nugget Point, New Zealand;Bluff, New Zealand;169,8167;-46,45;0:0;60;0,8;0;60;0,8;0;11:56;1,96;00:22;1,98;05:36;0,83;18:06;0,87
Nugget Point, New Zealand(2);Bluff, New Zealand;169,8167;-46,45;0:0;60;0,8;0;60;0,8;0;11:56;1,96;00:22;1,98;05:36;0,83;18:06;0,87
Nunarssuaq, Kronprinsens Ejlanden, Greenland;Harrington Harbour, Québec;-53,35;68,9833;0:0;-108;1;0;-112;1;0;05:17;1,57;17:21;1,41;22:35;0,72;11:32;0,83
Oamaru, New Zealand;Dunedin, New Zealand;170,9833;-45,1167;0:0;-82;0,88;0;-106;0,88;0;23:12;1,67;11:33;1,65;05:28;0,33;17:57;0,26
Oban, New Zealand;Bluff, New Zealand;168,1333;-46,9;0:0;5;0,76;0;2;0,76;0;11:01;1,86;23:27;1,88;04:38;0,79;17:08;0,83
Oban, New Zealand(2);Bluff, New Zealand;168,1333;-46,9;0:0;5;0,76;0;2;0,76;0;11:01;1,86;23:27;1,88;04:38;0,79;17:08;0,83
Ohiwa, New Zealand;Tauranga, New Zealand;177,1167;-37,9833;0:0;-23;0,93;0;0;0,93;0;03:14;1,45;15:35;1,51;09:36;0,42;22:10;0,34
Ohope Wharf, New Zealand;Tauranga, New Zealand;177,1;-37,9833;0:0;-14;1,06;0;11;1,06;0;03:23;1,65;15:44;1,72;09:47;0,48;22:21;0,39
Okarito, New Zealand;Westport, New Zealand;170,1833;-43,2167;0:0;15;0,72;0;15;0,72;0;07:29;1,84;19:57;1,90;01:15;0,71;13:42;0,76
Okiwa Bay, New Zealand;Picton, New Zealand;173,9167;-41,2833;0:0;3;1;0;6;1;0;04:42;0,94;16:59;1,02;10:19;0,31;23:07;0,29
Okukari Bay, South Island, New Zealand (2);Picton, New Zealand;174,3167;-41,2;0:0;30;0,6;0;30;0,6;0;05:09;0,56;17:26;0,61;10:43;0,19;23:31;0,17
Old Tracadie Gully entrance, New Brunswick (2);Pictou, Nova Scotia;-64,8667;47,5167;0:0;385;1;-0,1;396;1;-0,1;12:01;1,32;23:58;1,56;17:42;0,84;;
Omaia Island, New Zealand;Whangarei, New Zealand;173,2667;-35;0:0;58;0,91;0;38;0,91;0;05:09;2,41;17:31;2,51;10:36;0,96;23:11;0,86
Omaia Island, New Zealand(2);Whangarei, New Zealand;173,2667;-35;0:0;58;0,91;0;38;0,91;0;05:09;2,41;17:31;2,51;10:36;0,96;23:11;0,86
Omaio Bay (Motunui Island), New Zealand;Tauranga, New Zealand;177,65;-37,7833;0:0;33;1;0;25;1;0;04:10;1,56;16:31;1,62;10:01;0,45;22:35;0,37
Onetaunga Bay, New Zealand;Auckland, New Zealand;174,7;-36,8167;0:0;-4;1,07;0;7;1,07;0;03:32;3,01;15:52;3,10;09:45;1,02;22:14;0,92
Opononi, New Zealand;Port Taranaki, New Zealand;173,4;-35,5;0:0;9;0,83;0;9;0,83;0;06:18;2,22;18:45;2,28;12:33;0,94;;
Opua, New Zealand;Whangarei, New Zealand;174,1167;-35,3167;0:0;-16;0,86;0;42;0,86;0;03:55;2,28;16:17;2,37;10:40;0,91;23:15;0,82
Opua, New Zealand(2);Whangarei, New Zealand;174,1167;-35,3167;0:0;-16;0,86;0;42;0,86;0;03:55;2,28;16:17;2,37;10:40;0,91;23:15;0,82
Opunake Bay, New Zealand;Port Taranaki, New Zealand;173,85;-39,4667;0:0;5;0,96;0;5;0,96;0;06:14;2,57;18:41;2,64;12:29;1,08;;
Otago Harbour Entrance, New Zealand;Dunedin, New Zealand;170,7333;-45,7833;0:0;-93;0,94;0;-99;0,94;0;23:01;1,79;11:22;1,77;05:35;0,35;18:04;0,28
Oteranga Bay, New Zealand;Wellington, New Zealand;174,6167;-41,3;0:0;67;0,6;0;73;0,6;0;02:21;0,95;14:44;0,95;08:44;0,38;21:02;0,39
Oteranga Bay, New Zealand(2);Wellington, New Zealand;174,6167;-41,3;0:0;67;0,6;0;73;0,6;0;02:21;0,95;14:44;0,95;08:44;0,38;21:02;0,39
Outer Wood Island, New Brunswick (2);Saint John, New Brunswick;-66,8;44,6;0:0;25;1;-0,7;27;1;0;07:58;6,48;20:26;6,25;01:45;1,73;14:18;1,67
Paratutae Island, New Zealand;Onehunga, New Zealand;174,5167;-37,05;0:0;31;0,79;0;20;0,79;0;07:22;2,55;19:49;2,63;00:57;0,98;13:20;1,06
Paspebiac, Québec (2);Pictou, Nova Scotia;-65,2333;48,0167;0:0;322;1;0;334;1;-0,1;10:58;1,42;22:55;1,66;16:40;0,84;;
Patea, New Zealand;Port Taranaki, New Zealand;174,4833;-39,7833;0:0;10;0,74;0;10;0,74;0;06:19;1,98;18:46;2,04;12:34;0,84;;
Paterson Inlet, New Zealand;Bluff, New Zealand;168,1167;-46,9;0:0;30;0,95;0;30;0,95;0;11:26;2,33;23:52;2,36;05:06;0,99;17:36;1,04
Paterson Inlet, New Zealand(2);Bluff, New Zealand;168,1167;-46,9;0:0;30;0,95;0;30;0,95;0;11:26;2,33;23:52;2,36;05:06;0,99;17:36;1,04
Payer Harbour, Cape Sabine, Ellesmere Island, Nunavut;Halifax, Nova Scotia;-74,4167;78,7167;0:0;216;1;0,1;210;1;0;07:14;1,71;19:52;1,54;13:59;0,46;02:00;0,57
Pelorus Sound Entrance, New Zealand;Nelson, New Zealand;173,9833;-40,9167;0:0;-60;0,65;0;-80;0,65;0;04:54;2,18;17:33;2,22;10:53;0,96;;
Pelorus Sound Entrance, New Zealand(2);Nelson, New Zealand;173,9833;-40,9167;0:0;-60;0,65;0;-80;0,65;0;04:54;2,18;17:33;2,22;10:53;0,96;;
Penny Strait, Nunavut;Harrington Harbour, Québec;-97;76,8667;0:0;173;0,38;0;183;0,37;0;09:58;0,60;22:02;0,54;03:30;0,27;16:27;0,31
Pikyulik Island, Payne River, Québec (2);Saint John, New Brunswick;-69,9167;60;0:0;-135;1;0,3;-114;1;0,3;05:18;7,48;17:46;7,25;23:24;2,03;11:57;1,97
Pistolet Bay, Newfoundland;Halifax, Nova Scotia;-55,7333;51,5;0:0;44;0,46;0;58;0,28;0;04:22;0,74;17:00;0,66;11:27;0,13;23:28;0,16
Pointe Saint-Pierre, Québec (2);Pictou, Nova Scotia;-64,1667;48,6333;0:0;299;0,67;0;311;0,51;0;10:35;0,95;22:32;1,11;16:17;0,48;;
Pointe des Monts, Québec;Harrington Harbour, Québec;-67,3667;49,3333;0:0;250;1;0,4;256;1;0;11:15;1,97;23:19;1,81;04:43;0,72;17:40;0,83
Porirua Harbour (Plimmerton), New Zealand;Port Taranaki, New Zealand;174,85;-41,0667;0:0;20;0,38;0;20;0,38;0;06:29;1,02;18:56;1,04;12:44;0,43;;
Port Aux Basques, Newfoundland (2);Harrington Harbour, Québec;-59,15;47,5833;0:0;-114;0,8;0;-118;0,75;0;05:11;1,26;17:15;1,13;22:29;0,54;11:26;0,62
Port Bowen, Prince Regent Inlet, Nunavut;Harrington Harbour, Québec;-88,9167;73,2333;0:0;121;1;0;126;1;0,1;09:06;1,57;21:10;1,41;02:33;0,82;15:30;0,93
Port Burwell, Labrador (2);Saint John, New Brunswick;-64,8667;60,4167;0:0;-193;1;-0,6;-193;1;0;04:20;6,58;16:48;6,35;22:05;1,73;10:38;1,67
Port Daniel, Québec (2);Pictou, Nova Scotia;-64,95;48,1667;0:0;327;1;0;342;1;0;11:03;1,42;23:00;1,66;16:48;0,94;;
Port De Boucherville, Nunavut (2);Saint John, New Brunswick;-77,4667;63,2;0:0;-67;1;-1,1;-62;1;-0,1;06:26;6,08;18:54;5,85;00:16;1,63;12:49;1,57
Port Foster, Deception Island, South Shetlands;Pictou, Nova Scotia;-60,5667;-62,9666;0:0;446;1;0;458;1;0;13:02;1,42;00:59;1,66;18:44;0,94;;
Port Foulke, Greenland;Harrington Harbour, Québec;-72,75;78,3;0:0;28;2,07;0;26;2,07;0;07:33;3,25;19:37;2,92;00:53;1,49;13:50;1,72
Port George, Nova Scotia;Saint John, New Brunswick;-65,1667;45,0167;0:0;6;1;0,6;6;1;0;07:39;7,78;20:07;7,55;01:24;1,73;13:57;1,67
Port Hastings, Strait of Canso, Nova Scotia (2);Halifax, Nova Scotia;-61,4;45,65;0:0;16;1;0;12;1;0;03:54;1,61;16:32;1,44;10:41;0,46;22:42;0,57
Port Hood, Nova Scotia (2);Pictou, Nova Scotia;-61,5333;46,0167;0:0;46;1;-0,1;45;1;0;06:22;1,32;18:19;1,56;11:51;0,94;;
Port Jackson, New Zealand;Auckland, New Zealand;175,3333;-36,4833;0:0;30;0,81;0;12;0,81;0;04:06;2,28;16:26;2,35;09:50;0,77;22:19;0,70
Port Kennedy, Bellot Strait, Nunavut;Harrington Harbour, Québec;-94,2;72,0167;0:0;155;1;0;164;1;0;09:40;1,57;21:44;1,41;03:11;0,72;16:08;0,83
Port Leopold, Prince Regent Inlet, Nunavut;Harrington Harbour, Québec;-90,25;73,8;0:0;110;1;0;105;1;0;08:55;1,57;20:59;1,41;02:12;0,72;15:09;0,83
Port Louis (Berkeley Sound), Falkland Islands;Pictou, Nova Scotia;-58,15;-51,55;0:0;470;1;0;467;1;-0,1;13:26;1,42;01:23;1,66;18:53;0,84;;
Port Manvers, Labrador;Halifax, Nova Scotia;-61,4167;56,95;0:0;-85;1;-0,2;-85;1;-0,1;02:13;1,41;14:51;1,24;09:04;0,36;21:05;0,47
Port Marnham, Labrador (2);Halifax, Nova Scotia;-55,7333;52,3833;0:0;-73;1;-0,2;-104;1;-0,1;02:25;1,41;15:03;1,24;08:45;0,36;20:46;0,47
Port Saunders, Newfoundland (2);Harrington Harbour, Québec;-57,3;50,65;0:0;23;1;0;27;1;0;07:28;1,57;19:32;1,41;00:54;0,72;13:51;0,83
Port Underwood, New Zealand;Lyttelton, New Zealand;174,1;-41,3333;0:0;106;0,7;0;106;0,7;0;02:40;1,51;15:05;1,50;08:52;0,48;21:21;0,43
Port Underwood, New Zealand(2);Lyttelton, New Zealand;174,1;-41,3333;0:0;106;0,7;0;106;0,7;0;02:40;1,51;15:05;1,50;08:52;0,48;21:21;0,43
Port Union, Newfoundland (2);Halifax, Nova Scotia;-53,0833;48,5;0:0;-83;0,49;0;-105;0,47;0;02:15;0,79;14:53;0,71;08:44;0,22;20:45;0,27
Port-au-Port, Newfoundland;Harrington Harbour, Québec;-58,75;48,55;0:0;25;1;-0,1;20;1;-0,1;07:30;1,47;19:34;1,31;00:47;0,62;13:44;0,73
Portage Island, Miramichi Bay, New Brunswick;Pictou, Nova Scotia;-65,05;47,15;0:0;-311;1;-0,1;-299;1;0;00:25;1,32;12:22;1,56;06:07;0,94;;
Portage, New Zealand;Nelson, New Zealand;174,0333;-41,2;0:0;40;0,77;0;-75;0,77;0;06:34;2,58;19:13;2,63;10:58;1,13;;
Portage, New Zealand(2);Nelson, New Zealand;174,0333;-41,2;0:0;40;0,77;0;-75;0,77;0;06:34;2,58;19:13;2,63;10:58;1,13;;
Portland Cove, Newfoundland;Harrington Harbour, Québec;-57,6;50,1833;0:0;11;1;0;11;1;0;07:16;1,57;19:20;1,41;00:38;0,72;13:35;0,83
