Station Name;Reference Station;Longitude;Latitude;Timezone;Hmin (High Tide Time Add);Hmpy (High Tide Level Multiply);Hoff (High Tide Level Add);Lmin (Low Tide Time Add);Lmpy (Low Tide Level Multiply);Loff (Low Tide Level Add);HW1_Zeit;HW1_Stand;HW2_Zeit;HW2_Stand;NW1_Zeit;NW1_Stand;NW2_Zeit;NW2_Stand
Low Wooded Isle;Townsville, Australia;145,4;-15,0833;10:0;-12;0,72;1;-12;0,72;1;06:25;2,92;17:51;2,93;23:58;1,72;12:12;2,12
Cooktown;Townsville, Australia;145,25;-15,4667;10:0;10;0,72;0,4;10;0,72;0,4;06:47;2,32;18:13;2,33;00:20;1,12;12:34;1,52
Low Isles;Townsville, Australia;145,5667;-16,3833;10:0;0;0,7;1,1;0;0,7;1,1;06:37;2,97;18:03;2,98;00:10;1,80;12:24;2,19
Cairns;Townsville, Australia;145,7833;-16,9167;10:0;-2;0,76;0,6;-2;0,76;0,6;06:35;2,63;18:01;2,64;00:08;1,36;12:22;1,78
Green Island;Townsville, Australia;145,9667;-16,7667;10:0;-18;0,72;0,7;-18;0,72;0,7;06:19;2,62;17:45;2,63;23:52;1,42;12:06;1,82
High Island;Townsville, Australia;146,0167;-17,1667;10:0;-6;0,72;0,7;-6;0,72;0,7;06:31;2,62;17:57;2,63;00:04;1,42;12:18;1,82
North Barnard Island;Townsville, Australia;146,1833;-17,6833;10:0;-4;0,76;0,9;-4;0,76;0,9;06:33;2,93;17:59;2,94;00:06;1,66;12:20;2,08
Dunk Island;Townsville, Australia;146,15;-17,9333;10:0;-6;0,81;2,3;-6;0,81;2,3;06:31;4,46;17:57;4,47;00:04;3,11;12:18;3,56
Dungeness (Lucinda);Townsville, Australia;146,3167;-18,5167;10:0;15;1;0,3;15;1;0;06:52;2,97;18:18;2,98;00:25;1,00;12:39;1,55
Bowen;Townsville, Australia;148,25;-20,0167;10:0;52;1;-0,2;52;1;0;07:29;2,47;18:55;2,48;01:02;1,00;13:16;1,55
Hook Island;Brisbane Bar, Australia;148,9333;-20,0667;10:0;70;1;1,9;65;1;1;06:34;3,49;18:33;3,49;12:30;1,59;00:54;1,25
Molle Island;Brisbane Bar, Australia;148,8333;-20,25;10:0;83;1,36;0;78;1,43;0;06:47;2,16;18:46;2,16;12:43;0,84;01:07;0,36
East Repulse Island;Brisbane Bar, Australia;148,8833;-20,5833;10:0;99;1,82;2;94;1,82;2;07:03;4,89;19:02;4,89;12:59;3,07;01:23;2,46
Carlisle Island;Brisbane Bar, Australia;149,3;-20,7833;10:0;86;1,88;2;81;1,88;2;06:50;4,99;18:49;4,99;12:46;3,11;01:10;2,47
St. Bees Island;Brisbane Bar, Australia;149,45;-20,9;10:0;91;2,1;1,7;86;2,1;1,7;06:55;5,04;18:54;5,04;12:51;2,94;01:15;2,23
Refuge Bay, Scawfell Isl;Brisbane Bar, Australia;149,6167;-20,8667;10:0;86;1,96;2,5;81;1,96;2,5;06:50;5,62;18:49;5,62;12:46;3,66;01:10;2,99
MacKay, Queensland;Brisbane Bar, Australia;149,2333;-21,1167;10:0;95;2,44;0,3;90;2,44;0,3;06:59;4,18;18:58;4,18;12:55;1,74;01:19;0,91
Sarina Inlet;Brisbane Bar, Australia;149,3333;-21,4;10:0;103;2,58;1,1;98;2,58;1,1;07:07;5,20;19:06;5,20;13:03;2,62;01:27;1,75
Dove Point, Shoalwater Bay;Brisbane Bar, Australia;150,4667;-22,2333;10:0;58;2,58;0,8;53;2,58;0,8;06:22;4,90;18:21;4,90;12:18;2,32;00:42;1,45
High Peak Island;Brisbane Bar, Australia;150,6833;-21,95;10:0;40;2;0,8;35;2;0,8;06:04;3,98;18:03;3,98;12:00;1,98;00:24;1,30
Port Clinton, Coral Sea;Brisbane Bar, Australia;150,75;-22,5333;10:0;15;1,84;0;10;1,64;0;05:39;2,93;17:38;2,93;11:35;0,97;23:59;0,41
Tryon Island;Brisbane Bar, Australia;151,7833;-23,25;10:0;-38;1;1,9;-43;1;1,1;04:46;3,49;16:45;3,49;10:42;1,69;23:06;1,35
Port Alma, Fitzroy Rvr;Brisbane Bar, Australia;150,8667;-23,5667;10:0;-10;1,88;1,2;-15;1,88;1,2;05:14;4,19;17:13;4,19;11:10;2,31;23:34;1,67
Gladstone, Port Curtis;Brisbane Bar, Australia;151,25;-23,8333;10:0;-10;1;4,2;-15;1;1,4;05:14;5,79;17:13;5,79;11:10;1,99;23:34;1,65
Lady Musgrave Island;Brisbane Bar, Australia;152,3833;-23,9;10:0;-85;1;0;-85;1;0,6;03:59;1,59;15:58;1,59;10:00;1,19;22:24;0,85
Pancake Creek;Brisbane Bar, Australia;151,75;-24,0167;10:0;-56;1;2,3;-62;1;1,1;04:28;3,89;16:27;3,89;10:23;1,69;22:47;1,35
Lady Elliot Island;Brisbane Bar, Australia;152,7167;-24,1167;10:0;-79;1;0;-79;1;0,8;04:05;1,59;16:04;1,59;10:06;1,39;22:30;1,05
Burnett Heads;Brisbane Bar, Australia;152,3833;-24,7667;10:0;-41;1;1,1;-41;1;0,9;04:43;2,69;16:42;2,69;10:44;1,49;23:08;1,15
Urangan Jetty;Brisbane Bar, Australia;152,9167;-25,2833;10:0;-48;1;3,5;-48;1;0,7;04:36;5,09;16:35;5,09;10:37;1,29;23:01;0,95
Mary River (Middle Bank);Brisbane Bar, Australia;152,8667;-25,5;10:0;20;1;3,2;60;1;0,1;05:44;4,79;17:43;4,79;12:25;0,69;00:49;0,35
Ballina;Brisbane Bar, Australia;153,5833;-28,8667;10:0;-59;0,46;0,7;-58;0,46;0,7;04:25;1,43;16:24;1,43;10:27;0,97;22:51;0,81
Iluka;Brisbane Bar, Australia;153,3667;-29,4167;10:0;-75;0,56;0,8;-75;0,56;0,8;04:09;1,69;16:08;1,69;10:10;1,13;22:34;0,94
Port Macquerie Bar;Sydney, Australia;152,9333;-31,4333;10:0;12;1;-0,3;11;1;-0,1;05:22;1,02;17:19;0,86;11:36;0,51;23:27;0,38
Nelson's Bay;Sydney, Australia;152,15;-32,7167;10:0;16;1;0,1;17;1;0,3;05:26;1,42;17:23;1,26;11:42;0,91;23:33;0,78
Newcastle;Sydney, Australia;151,7833;-32,9333;10:0;-4;1;0;-9;1;0,2;05:06;1,32;17:03;1,16;11:16;0,81;23:07;0,68
Port Kembla;Sydney, Australia;150,9167;-34,4833;10:0;0;1;-0,4;0;1;-0,2;05:10;0,92;17:07;0,76;11:25;0,41;23:16;0,28
Moruya River Bar;Sydney, Australia;150,1333;-35,9;10:0;10;1;-0,4;10;1;0,1;05:20;0,92;17:17;0,76;11:35;0,71;23:26;0,58
Eden;Sydney, Australia;149,9;-37,0667;10:0;0;1;-0,8;0;1;-0,1;05:10;0,52;17:07;0,36;11:25;0,51;23:16;0,38
Gabo Island;Sydney, Australia;149,9167;-37,5667;10:0;-10;1;0,2;-1;1;1,2;05:00;1,52;16:57;1,36;11:24;1,81;23:15;1,68
Stack Island;Port Phillip Heads, Australia;144,7833;-40,6;10:0;46;1,81;-1,1;92;1,81;-1,1;07:55;1,33;20:46;1,02;02:23;-0,18;15:11;-0,38
Davonport;Port Phillip Heads, Australia;146,3833;-41,15;10:0;-14;1;4,8;32;1;0,1;06:55;6,14;19:46;5,97;01:23;0,61;14:11;0,50
Port Dalrymple Entr;Port Phillip Heads, Australia;146,8;-41,0667;10:0;-34;2,26;-1,1;12;2,26;-1,1;06:35;1,93;19:26;1,54;01:03;0,05;13:51;-0,20
Launceston, Tamar Rvr;Port Phillip Heads, Australia;147,1333;-41,4333;10:0;86;3,13;-0,9;197;3,13;-0,9;08:35;3,29;21:26;2,76;04:08;0,70;16:56;0,35
Bramble Cove, Port Davey;Adelaide Inner Harbour, Australia;146;-43,3167;10:0;-220;0,19;1,4;-220;0,19;1,4;06:41;1,69;;;01:15;1,63;13:24;1,58
Rabbit Island;Port Phillip Heads, Australia;146,5167;-38,9167;10:0;1;1,47;0;47;1;0;07:10;1,97;20:01;1,72;01:38;0,51;14:26;0,40
Winter Cove, Kent Isls;Port Phillip Heads, Australia;147,35;-39,4667;10:0;-34;1,67;0;12;1,07;0;06:35;2,24;19:26;1,95;01:03;0,55;13:51;0,43
Great Glennie Island;Port Phillip Heads, Australia;146,2333;-39,0833;10:0;-24;1,67;0;22;1,07;0;06:45;2,24;19:36;1,95;01:13;0,55;14:01;0,43
Venus Bay;Port Phillip Heads, Australia;145,7333;-38,6667;10:0;0;1;2,3;1111;1;111,1;07:09;3,64;20:00;3,47;19:22;111,61;08:10;111,50
Mussel Rock, Westernport;Port Phillip Heads, Australia;145,25;-38,45;10:0;25;1,94;0;-10;1,94;0;07:34;2,60;20:25;2,27;00:41;0,99;13:29;0,78
Queenscliff, Port Phillip;Port Phillip Heads, Australia;144,6667;-38,3167;10:0;24;0,61;0;24;0,61;0;07:33;0,82;20:24;0,71;01:15;0,31;14:03;0,24
Melbourne (Williamstown);Port Phillip Heads, Australia;144,9167;-37,8667;10:0;178;0,55;0,2;221;0,55;0,2;10:07;0,94;22:58;0,84;04:32;0,48;17:20;0,42
Geelong, Port Phillip;Port Phillip Heads, Australia;144,4167;-38,1167;10:0;202;0,6;0;202;0,6;0;10:31;0,80;23:22;0,70;04:13;0,31;17:01;0,24
Port Campbell;Port Phillip Heads, Australia;143;-38,6333;10:0;-78;0,45;0,4;-53;0,45;0,4;05:51;1,00;18:42;0,93;23:58;0,63;12:46;0,58
Warrnambool;Port Phillip Heads, Australia;142,4833;-38,4;10:0;20;0,52;0,7;20;0,52;0,7;07:29;1,40;20:20;1,31;01:11;0,97;13:59;0,91
Portland;Adelaide Inner Harbour, Australia;141,6167;-38,35;10:0;-287;0,28;0,7;-288;0,28;0,7;05:34;1,13;;;00:07;1,03;12:16;0,96
Port MacDonnell;Adelaide Inner Harbour, Australia;140,7;-38,0667;9:30;-316;0,62;0;-314;0,62;0;05:05;0,94;;;23:41;0,74;11:50;0,58
Kingston;Adelaide Inner Harbour, Australia;139,85;-36,8333;9:30;-239;0,47;0,9;-255;0,47;0,9;06:22;1,61;;;00:40;1,46;12:49;1,34
Second Valley;Adelaide Inner Harbour, Australia;138,2167;-35,5167;9:30;-25;0,63;0;-26;0,67;0;09:56;0,96;;;04:29;0,80;16:38;0,63
Hog Bay, Kangaroo Isl;Adelaide Inner Harbour, Australia;137,95;-35,7333;9:30;-76;0,53;1,3;-59;0,53;1,3;09:05;2,11;;;03:56;1,93;16:05;1,80
Ardrossan, Gulf of St Vincent;Adelaide Inner Harbour, Australia;137,9167;-34,4333;9:30;-23;1;1,4;-15;1;1,4;09:58;2,92;;;04:40;2,59;16:49;2,34
Edithburg, Gulf of St Vincent;Adelaide Inner Harbour, Australia;137,75;-35,0833;9:30;-52;0,79;0;-48;0,79;0;09:29;1,20;;;04:07;0,94;16:16;0,74
Port Victoria, Spencer Gulf;Adelaide Inner Harbour, Australia;137,45;-34,5;9:30;-157;0,59;0;-157;0,59;0;07:44;0,90;;;02:18;0,70;14:27;0,55
Wallaroo, Spencer Gulf;Adelaide Inner Harbour, Australia;137,6167;-33,9167;9:30;28;0,59;0;34;0,59;0;10:49;0,90;;;05:29;0,70;17:38;0,55
Port Pirie, Spencer Gulf;Adelaide Inner Harbour, Australia;138,0167;-33,1667;9:30;160;1;0,8;168;1;0,2;13:01;2,32;;;07:43;1,39;19:52;1,14
Port Augusta, Spencer Gulf;Adelaide Inner Harbour, Australia;137,7667;-32,5;9:30;188;1;1,2;196;1;-0,1;13:29;2,72;;;08:11;1,09;20:20;0,84
Coffin Bay;Adelaide Inner Harbour, Australia;135,3333;-34,5;9:30;-272;0,7;0;-266;0,67;0;05:49;1,06;;;00:29;0,80;12:38;0,63
Port Eyre;Adelaide Inner Harbour, Australia;132,45;-32;9:30;-317;0,7;0;-317;0,67;0;05:04;1,06;;;23:38;0,80;11:47;0,63
Large Islet;Port Hedland, Australia;115,5;-21,3;8:0;23;0,51;0,9;28;0,51;0,9;05:55;3,23;18:52;3,48;12:12;2,54;;
Trimouille Island, Monte Bello Isls;Port Hedland, Australia;115,55;-20,3833;8:0;-4;0,42;1,5;2;0,42;1,5;05:28;3,42;18:25;3,62;11:46;2,85;;
Point Samson;Port Hedland, Australia;117,2;-20,6333;8:0;-27;0,81;1,3;-16;0,81;1,3;05:05;4,99;18:02;5,39;11:28;3,91;;
Broome;Port Hedland, Australia;122,2167;-18;8:0;-22;1,41;0;-12;1,41;0;05:10;6,43;18:07;7,12;11:32;4,54;;
Red Bluff;Port Hedland, Australia;122,3167;-17,0667;8:0;1;1,08;0,7;10;1,08;0,7;05:33;5,62;18:30;6,15;11:54;4,18;;
Pender Bay;Port Hedland, Australia;122,7167;-16,7;8:0;15;1,23;-1,2;15;1,23;-1,2;05:47;4,41;18:44;5,01;11:59;2,76;;
Karrakatta Bay;Port Hedland, Australia;123,0333;-16,3667;8:0;65;1,26;-0,6;51;1,26;-0,6;06:37;5,15;19:34;5,76;12:35;3,46;;
Bedford Island;Port Hedland, Australia;123,3167;-16,15;8:0;43;1,41;0,2;48;1,41;0,2;06:15;6,63;19:12;7,32;12:32;4,74;;
Cockatoo Island;Port Hedland, Australia;123,5833;-16,0833;8:0;21;1,44;1,4;26;1,44;1,4;05:53;7,97;18:50;8,67;12:10;6,04;;
Hall Point, Kid Islet;Port Hedland, Australia;124,4;-15,6667;8:0;17;1,54;-0,9;22;1,54;-0,9;05:49;6,12;18:46;6,88;12:06;4,06;;
Prince Frederick Harbor;Port Hedland, Australia;125,3;-15,0833;8:0;0;1,48;0;0;1,48;0;05:32;6,75;18:29;7,47;11:44;4,77;;
Baudin Island;Port Hedland, Australia;125,6;-14,1333;8:0;-23;1;1,5;-18;1;1,5;05:09;6,06;18:06;6,55;11:26;4,72;;
Troughton Island;Port Hedland, Australia;126,1333;-13,7667;8:0;-35;1,1;0;-35;1,1;0;04:57;5,02;17:54;5,56;11:09;3,54;;
Geranium Harbor, Napier Broome Bay;Adelaide Inner Harbour, Australia;126,5833;-13,9333;8:0;-405;1;0;-441;1;-0,5;03:36;1,52;;;21:34;0,69;09:43;0,44
Reveley Island;Darwin, Australia;127,8333;-14,3667;8:0;-49;0,8;0;-54;0,8;0;23:47;4,50;13:44;3,88;06:39;2,20;18:31;2,97
Lacrosse Island, Cambridge Gulf;Darwin, Australia;128,3333;-14,75;8:0;-22;1;-1,3;-28;1;-0,3;00:14;4,33;14:11;3,55;07:05;2,45;18:57;3,41
Inhambane Bay;Durban, South Africa;35,4;-23,7333;2:0;29;1;3,7;48;1;2;12:30;5,21;;;06:12;2,79;19:21;2,78
Porto de Inhambane;Durban, South Africa;35,3833;-23,85;2:0;72;1;4,1;83;1;1,4;13:13;5,61;;;06:47;2,19;19:56;2,18
Inhampura;Durban, South Africa;33,5167;-25,1833;2:0;35;0,62;1,2;69;0,62;1,2;12:36;2,14;;;06:33;1,69;19:42;1,68
Maputo;Durban, South Africa;32,5667;-25,9667;2:0;47;1,79;0,2;54;1,79;0,2;12:48;2,90;;;06:18;1,61;19:27;1,60
Richards Bay;Durban, South Africa;32,0833;-28,7833;2:0;0;1;0,1;-2;1;-0,1;12:01;1,61;;;05:22;0,69;18:31;0,68
East London;Durban, South Africa;27,9167;-33,0333;2:0;2;1;0,3;1;1;0,4;12:03;1,81;;;05:25;1,19;18:34;1,18
Port Elizabeth;Durban, South Africa;25,6333;-33,9667;2:0;0;1;-0,1;-2;1;0,1;12:01;1,41;;;05:22;0,89;18:31;0,88
Point des Galets, Reunion Isl;Yokohama-Sinko, Kanagawa, Japan;55,2833;-20,9167;4:0;-169;0,34;0,3;-160;0,34;0,3;21:45;0,73;09:36;0,82;03:43;0,62;17:16;0,53
Port Louis, Mauritius Isl;Yokohama-Sinko, Kanagawa, Japan;57,4833;-20,15;4:0;-238;0,31;0,8;-229;0,31;0,8;20:36;1,19;08:27;1,27;02:34;1,09;16:07;1,01
Diego Garcia Isl, Chagos Arch;Durban, South Africa;72,4667;-7,35;5:0;-110;1;-0,3;-105;1;-0,2;10:11;1,21;;;03:39;0,59;16:48;0,58
Amsterdam Island;Durban, South Africa;77,55;-37,8333;5:0;-325;0,51;0;-322;0,31;0;06:36;0,77;;;00:02;0,24;13:11;0,24
St. Paul Island;Durban, South Africa;77,5833;-38,7167;5:0;-174;0,72;1;-172;0,72;1;09:07;2,09;;;02:32;1,57;15:41;1,56
Kerguelen Island: Betsy Cove;Durban, South Africa;70,2;-49,15;5:0;-186;1;-0,9;-175;1;-0,2;08:55;0,61;;;02:29;0,59;15:38;0,58
Kerguelen Island: Baie du Morbihan;Durban, South Africa;70,2167;-49,35;5:0;-278;1;0,3;-276;1;0,4;07:23;1,81;;;00:48;1,19;13:57;1,18
Kerguelen Island: Observatory Bay;Durban, South Africa;69,8833;-49,4167;5:0;-272;1;-0,2;-270;1;0,1;07:29;1,31;;;00:54;0,89;14:03;0,88
