tafel,name,lat,lon,scheitel,neu_rms_cm,neu_dt_min,bestand,bestand_datei,bestand_rms_cm,bestand_dt_min,saetze
Walton-On-The-Naze.json,Walton-On-The-Naze,51.85,1.2833333,1774,2.2,10.0,"Walton-on-the-Naze, England, United Kingdom",harmonics_utide_tidetables.txt,8.7,5.1,1
Walton-on-the-Naze.json,Walton-on-the-Naze,51.85,1.267,1759,2.2,9.9,"Walton-on-the-Naze, England, United Kingdom",harmonics_utide_tidetables.txt,8.6,5.1,1
Wells_Bar.json,Wells Bar,52.9833333,0.8166667,1862,2.2,3.8,"Wells Bar, England, United Kingdom",harmonics_utide_tidetables.txt,12.7,8.4,1
Wemyss_Bay.json,Wemyss Bay,55.8833333,-4.8833333,3707,2.2,5.5,"Wemyss Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,17.5,6.4,1
Woodbridge_Haven.json,Woodbridge Haven,51.9833333,1.4,3726,2.2,9.2,"Woodbridge Haven, England, United Kingdom",harmonics_utide_tidetables.txt,16.0,4.8,1
Ardchattan_Point.json,Ardchattan Point,56.466666,-5.283333,3729,2.1,13.7,"Ardchattan Point, Scotland, United Kingdom",harmonics_utide_tidetables.txt,7.2,6.2,1
Baginbun_Head.json,Baginbun Head,52.1666667,-6.8333333,3730,2.1,5.8,"Baginbun Head, Ireland",harmonics_utide_tidetables.txt,16.0,4.6,1
Bawdsey.json,Bawdsey,52.0166667,1.4333333,3712,2.1,8.2,"Bawdsey, England, United Kingdom",harmonics_utide_tidetables.txt,16.1,4.7,1
Bembridge_Approaches.json,Bembridge Approaches,50.7,-1.1,3722,2.1,6.8,"Bembridge Approaches, England, United Kingdom",harmonics_utide_tidetables.txt,19.1,7.0,2
Bembridge_Harbour.json,Bembridge Harbour,50.7,-1.1166667,3162,2.1,7.9,"Bembridge Harbour, England, United Kingdom",harmonics_utide_tidetables.txt,45.2,16.4,1
Bonawe.json,Bonawe,56.45,-5.2166667,3725,2.1,13.7,"Bonawe (Loch Etive), Scotland, United Kingdom",harmonics_utide_tidetables.txt,7.2,6.2,1
Bulbinbeg.json,Bulbinbeg,55.3667,-7.3333,1764,2.1,4.8,"Malin Head, Ireland",harmonics_utide_observations.txt,9.2,5.1,1
Cobh.json,Cobh,51.85,-8.3,1782,2.1,6.5,"Cobh, Ireland",harmonics-1997-05-25_mod.txt,13.3,4.7,2
Connel.json,Connel,56.45,-5.4,3725,2.1,5.4,"Connel, Scotland, United Kingdom",harmonics_utide_tidetables.txt,12.7,4.9,1
Dunmore_East.json,Dunmore East,52.15,-6.9833,1782,2.1,6.4,"Dunmore East, Ireland",harmonics_utide_observations.txt,8.8,6.3,1
Felixstowe_Pier.json,Felixstowe Pier,51.95,1.35,1778,2.1,9.2,"Felixstowe, England, United Kingdom",harmonics_utide_observations.txt,8.0,4.9,2
Flannan_Isles.json,Flannan Isles,58.2833333,-7.5833333,3725,2.1,5.9,"Flannan Isles, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.0,3.9,1
Greenock.json,Greenock,55.95,-4.7666667,1757,2.1,5.2,"Greenock, Scotland, United Kingdom",harmonics-1997-05-25_mod.txt,16.8,8.9,2
Hartlepool.json,Hartlepool,54.7,-1.2,1766,2.1,8.0,"Hartlepool, England, United Kingdom",harmonics_noaa_eutt.txt,21.7,15.9,2
Harwich.json,Harwich,51.95,1.2833333,1773,2.1,7.0,"Harwich, England, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,9.3,4.9,2
Helmsdale.json,Helmsdale,58.1166667,-3.65,3709,2.1,5.3,"Helmsdale, Scotland, United Kingdom",harmonics_utide_tidetables.txt,18.0,4.5,1
Kilkeel.json,Kilkeel,54.05,-5.9833333,3726,2.1,6.7,"Kilkeel, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,19.7,5.8,1
Killala_Bay_(Inishcrone).json,Killala Bay (Inishcrone),54.2166667,-9.1,3695,2.1,6.4,"Killala Bay (Inishcrone), Ireland",harmonics_utide_tidetables.txt,24.7,7.4,1
Newcastle-Upon-Tyne.json,Newcastle-Upon-Tyne,54.9666667,-1.6,1766,2.1,7.3,"Newcastle-on-Tyne, England, United Kingdom",harmonics_noaa_eutt.txt,19.7,18.5,2
Peterhead.json,Peterhead,57.5,-1.7666667,1766,2.1,5.1,"Peterhead, Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.0,3.4,2
Quoile_Barrier.json,Quoile Barrier,54.3666667,-5.6833333,3722,2.1,14.1,"Quoile Barrier, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,19.0,8.5,1
River_Boyne_Entrance.json,River Boyne Entrance,53.7166667,-6.2333333,1774,2.1,5.7,"River Boyne Entrance, Ireland",harmonics_utide_tidetables.txt,20.8,4.0,1
River_Tyne_(North_Shields).json,River Tyne (North Shields),55.0,-1.4333333,1778,2.1,7.3,"North Shields (River Tyne), England, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,5.0,2.5,1
Rothesay_Bay.json,Rothesay Bay,55.8333333,-5.05,1769,2.1,5.1,"Rothesay (Bute), Scotland, United Kingdom",harmonics_utide_observations.txt,12.2,8.1,2
Rubha_Na_Creige.json,Rubha Na Creige,56.466666,-5.183333,3729,2.1,12.2,"Rubha Na Creige, Scotland, United Kingdom",harmonics_utide_tidetables.txt,7.1,6.5,1
Ryde.json,Ryde,50.7333333,-1.1666667,3722,2.1,7.0,"Ryde (Isle of Wight), England, United Kingdom",harmonics_utide_tidetables.txt,18.4,7.5,1
St._Marys.json,St. Mary's,49.9166667,-6.3166667,1762,2.1,6.5,"St. Mary's (Isles of Scilly), England, United Kingdom",harmonics_ticon4_worldwide.txt,5.7,2.4,1
Youghal.json,Youghal,51.95,-7.85,3711,2.1,6.5,"Youghal, Ireland",harmonics_utide_tidetables.txt,21.8,5.1,1
Ballycotton.json,Ballycotton,51.8333,-8.0167,1782,2.0,7.0,"Ballycotton, Ireland",harmonics_utide_observations.txt,8.8,6.0,1
Bucklers_Hard.json,Bucklers Hard,50.8,-1.4166667,3708,2.0,7.2,"Bucklers Hard, England, United Kingdom",harmonics_utide_tidetables.txt,15.0,6.4,1
Caernarfon.json,Caernarfon,53.15,-4.2666667,3723,2.0,5.0,"Caernarfon, Wales, United Kingdom",harmonics_utide_tidetables.txt,19.8,6.1,1
Cleavel_Point.json,Cleavel Point,50.6666667,-2.0,3722,2.0,12.4,"Cleavel Point, England, United Kingdom",harmonics_utide_tidetables.txt,39.7,193.6,1
Courtmacsherry.json,Courtmacsherry,51.6333333,-8.7166667,3730,2.0,6.5,"Courtmacsherry, Ireland",harmonics_utide_tidetables.txt,16.8,4.6,1
Inishmore_(Killeany_Bay).json,Inishmore (Killeany Bay),53.1167,-9.6667,1781,2.0,5.6,"Kilronan (Inishmore), Ireland",harmonics_utide_observations.txt,6.2,2.2,1
Kilbaha_Bay.json,Kilbaha Bay,52.5666667,-9.8666667,3727,2.0,8.5,"Kilbaha Bay, Ireland",harmonics_utide_tidetables.txt,18.2,5.1,1
Kilmore_Quay.json,Kilmore Quay,52.166666,-6.583333,3726,2.0,6.2,"Kilmore Quay, Ireland",harmonics_utide_tidetables.txt,16.6,3.9,1
Lostwithiel.json,Lostwithiel,50.4,-4.6666667,1832,2.0,5.1,"Lostwithiel, England, United Kingdom",harmonics_utide_tidetables.txt,32.0,22.9,1
River_Foyle_(Lisahally).json,River Foyle (Lisahally),55.05,-7.2666667,3729,2.0,6.5,"River Foyle (Lisahally), Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,9.9,4.2,2
Rubh_A_Mhail.json,Rubh' A' Mhail,55.9333333,-6.1166667,1770,2.0,6.1,"Rubh' A' Mhail (Islay), Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.6,5.0,2
Scolpaig.json,Scolpaig,57.65,-7.4833333,3725,2.0,5.5,"Scolpaig (North Uist), Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.6,3.7,1
West_Loch_Tarbert.json,West Loch Tarbert,57.9166667,-6.9166667,3725,2.0,4.9,"West Loch Tarbert, Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.5,5.0,1
Whitby.json,Whitby,54.4833333,-0.6166667,1777,2.0,7.7,"Whitby, England, United Kingdom",harmonics_utide_observations.txt,5.2,1.5,2
Whiteness_Head.json,Whiteness Head,57.6,-4.0,1766,2.0,9.1,"Whiteness Head (Moray Firth), Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,10.7,7.2,2
Widewall_Bay.json,Widewall Bay,58.8166667,-3.0166667,3664,2.0,5.7,"Widewall Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,25.0,8.3,1
Ardnave_Point.json,Ardnave Point,55.8666667,-6.3333333,1770,1.9,6.6,,,,,0
Donaghadee.json,Donaghadee,54.65,-5.5333333,3726,1.9,6.8,"Donaghadee, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,17.6,4.6,2
Dublin_Bar.json,Dublin Bar,53.35,-6.15,3730,1.9,6.7,"Dublin Bar, Ireland",harmonics_utide_tidetables.txt,16.2,4.8,1
Hirta_(Bagh_A_Bhaile).json,Hirta (Bagh A' Bhaile),57.8,-8.5666667,1770,1.9,5.4,"Village Bay, St. Kilda Island, Scotland, United Kingdom",harmonics_noaa_eutt.txt,12.9,17.3,2
Howth.json,Howth,53.3833,-6.0667,1765,1.9,8.0,"Howth, Ireland",harmonics_utide_observations.txt,9.9,4.7,1
Moville.json,Moville,55.1833333,-7.05,3724,1.9,7.4,"Moville, Ireland",harmonics_utide_tidetables.txt,10.2,5.7,1
Orford_Haven_Bar.json,Orford Haven Bar,52.0333333,1.4666667,3725,1.9,8.5,"Orford Haven Bar, England, United Kingdom",harmonics_utide_tidetables.txt,13.7,4.2,1
Pierowall.json,Pierowall,59.3166667,-2.9833333,3716,1.9,6.0,"Pierowall, Scotland, United Kingdom",harmonics_noaa_eutt.txt,13.3,14.7,2
Port_Dinorwic.json,Port Dinorwic,53.1833333,-4.2166667,3726,1.9,5.1,"Port Dinorwic, Wales, United Kingdom",harmonics_utide_tidetables.txt,21.7,6.4,1
Quigleys_Point.json,Quigley's Point,55.1333333,-7.1833333,1764,1.9,6.6,,,,,0
Rapness.json,Rapness,59.25,-2.8666667,3719,1.9,6.0,"Rapness (Westray), Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.6,4.1,1
Roberts_Cove.json,Roberts Cove,51.75,-8.3166667,3730,1.9,6.2,"Roberts Cove, Ireland",harmonics_utide_tidetables.txt,17.1,4.4,1
Scalasaig.json,Scalasaig,56.0666667,-6.1833333,3725,1.9,6.2,"Scalasaig (Colonsay), Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.6,4.8,1
Stansore_Point.json,Stansore Point,50.7833333,-1.3333333,3716,1.9,7.6,"Stansore Point, England, United Kingdom",harmonics_utide_tidetables.txt,16.6,7.3,1
Stranraer.json,Stranraer,54.9166667,-5.0333333,1770,1.9,7.4,"Stranraer, Scotland, United Kingdom",harmonics_utide_observations.txt,5.9,5.4,2
Trearddur_Bay.json,Trearddur Bay,53.2666667,-4.6166667,1774,1.9,6.2,"Trearddur Bay, Wales, United Kingdom",harmonics_utide_tidetables.txt,19.3,4.7,1
Whitehills.json,Whitehills,57.6833333,-2.5833333,3721,1.9,4.6,"Whitehills, Scotland, United Kingdom",harmonics_utide_tidetables.txt,14.2,3.9,1
Ballyglass_(Broadhaven).json,Ballyglass (Broadhaven),54.2667,-9.8833,1782,1.8,6.3,,,,,0
Dublin_(North_Wall).json,Dublin (North Wall),53.35,-6.2167,1777,1.8,7.7,"Dublin Port, Ireland",harmonics_utide_observations.txt,5.9,3.6,1
Dun_Laoghaire.json,Dun Laoghaire,53.3,-6.1333333,1777,1.8,6.4,"Dun Laoghaire, Ireland",harmonics_utide_tidetables.txt,16.8,4.5,2
Dungarvan_Harbour.json,Dungarvan Harbour,52.0833333,-7.5666667,1782,1.8,7.2,,,,,0
Folly_Inn.json,Folly Inn,50.7333333,-1.2833333,3722,1.8,8.8,"Folly Inn (Isle of Wight), England, United Kingdom",harmonics_utide_tidetables.txt,15.4,9.3,1
Fort_Belan.json,Fort Belan,53.1166667,-4.3333333,1774,1.8,6.5,"Fort Belan, Wales, United Kingdom",harmonics_utide_tidetables.txt,17.2,4.4,2
Fraserburgh.json,Fraserburgh,57.6833333,-2.0,1766,1.8,6.2,"Fraserburgh, Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.8,3.7,1
Gills_Bay.json,Gills Bay,58.6333333,-3.1666667,3726,1.8,5.6,"Gills Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,15.0,5.1,1
Great_Saltee.json,Great Saltee,52.1166667,-6.6166667,1865,1.8,5.1,"Great Saltee, Ireland",harmonics_utide_tidetables.txt,18.8,23.4,1
Iken_Cliffs.json,Iken Cliffs,52.15,1.5166667,3725,1.8,8.9,"Iken Cliffs, England, United Kingdom",harmonics_utide_tidetables.txt,11.7,5.8,1
Killough_Harbour.json,Killough Harbour,54.25,-5.6333333,1863,1.8,9.9,"Killough Harbour, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,12.3,5.4,1
Kinsale.json,Kinsale,51.7,-8.5166667,3730,1.8,6.6,"Kinsale, Ireland",harmonics_utide_tidetables.txt,16.3,4.4,1
Seamount_Bay.json,Seamount Bay,55.1833333,-7.7333333,1864,1.8,3.4,"Seamount Bay, Ireland",harmonics_utide_tidetables.txt,9.1,6.4,1
Strangford.json,Strangford,54.3666667,-5.55,1774,1.8,9.4,"Strangford, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,17.2,4.8,2
Aldeburgh.json,Aldeburgh,52.15,1.6,3710,1.7,7.3,"Aldeburgh, England, United Kingdom",harmonics_utide_tidetables.txt,12.4,4.5,2
Balbriggan.json,Balbriggan,53.6166667,-6.1833333,1863,1.7,6.9,"Balbriggan, Ireland",harmonics_utide_tidetables.txt,7.8,5.3,1
"Baltimore,_Ireland.json","Baltimore, Ireland",51.4833333,-9.3666667,3730,1.7,8.6,"Baltimore, Ireland, Ireland",harmonics_utide_tidetables.txt,14.1,5.1,1
Burray_Ness.json,Burray Ness,58.85,-2.8666667,3724,1.7,6.3,"Burray Ness, Scotland, United Kingdom",harmonics_utide_tidetables.txt,12.7,4.2,1
Caister-On-Sea.json,Caister-On-Sea,52.65,1.7333333,3726,1.7,7.8,"Caister-On-Sea, England, United Kingdom",harmonics_utide_tidetables.txt,8.9,4.4,1
Coleraine.json,Coleraine,55.1333333,-6.6666667,3729,1.7,8.7,"Coleraine, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,8.8,5.0,1
Cranfield_Point.json,Cranfield Point,54.0166667,-6.0666667,1773,1.7,6.2,"Cranfield Point, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,19.8,4.3,2
Cranford_Bay.json,Cranford Bay,55.15,-7.7,1863,1.7,4.2,"Cranford Bay, Ireland",harmonics_utide_tidetables.txt,9.0,36.1,1
Orford_Quay.json,Orford Quay,52.0833333,1.5333333,3725,1.7,7.5,"Orford Quay, England, United Kingdom",harmonics_utide_tidetables.txt,10.8,4.9,1
Rockall.json,Rockall,57.6,-13.6833333,3725,1.7,5.6,"Rockall, Scotland, United Kingdom",harmonics_utide_tidetables.txt,11.4,3.9,1
Stromness.json,Stromness,58.9666667,-3.3,1770,1.7,6.6,"Stromness, Scotland, United Kingdom",harmonics_utide_observations.txt,9.2,10.2,2
Truro.json,Truro,50.2666667,-5.05,881,1.7,4.1,,,,,0
Belfast.json,Belfast,54.6,-5.9166667,1777,1.6,7.3,"Belfast (Lagan Weir), Northern Ireland, United Kingdom",harmonics-1997-05-25_mod.txt,10.5,7.7,3
Carrickfergus.json,Carrickfergus,54.7166667,-5.8,3718,1.6,6.3,"Carrickfergus, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,14.1,4.6,1
Castletownshend.json,Castletownshend,51.5333333,-9.1666667,3730,1.6,6.9,"Castletownshend, Ireland",harmonics_utide_tidetables.txt,14.2,5.0,1
Craighouse.json,Craighouse,55.8333333,-5.95,3620,1.6,11.2,"Craighouse (Jura), Scotland, United Kingdom",harmonics_utide_tidetables.txt,8.2,17.7,1
Fortrose.json,Fortrose,57.5833333,-4.1333333,1861,1.6,7.2,"Fortrose, Scotland, United Kingdom",harmonics_utide_tidetables.txt,21.2,24.0,1
Freshwater_Bay.json,Freshwater Bay,50.6666667,-1.5166667,3722,1.6,4.6,"Freshwater Bay (Isle of Wight), England, United Kingdom",harmonics_utide_tidetables.txt,11.1,14.0,1
Loch_Beag.json,Loch Beag,56.15,-5.6,3715,1.6,5.5,"Loch Beag, Scotland, United Kingdom",harmonics_utide_tidetables.txt,10.9,5.7,1
Minsmere_Sluice.json,Minsmere Sluice,52.2333333,1.6333333,3717,1.6,7.7,"Minsmere Sluice, England, United Kingdom",harmonics_utide_tidetables.txt,11.0,4.5,1
Port_Askaig.json,Port Askaig,55.85,-6.1,1770,1.6,5.8,"Port Askaig, Sound of Jura, Scotland, United Kingdom",harmonics_noaa_eutt.txt,11.4,18.3,2
Portrush.json,Portrush,55.2,-6.6666667,1782,1.6,6.8,"Portrush, Northern Ireland, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,4.0,5.0,1
Seil_Sound.json,Seil Sound,56.3,-5.5833333,3725,1.6,6.2,"Seil Sound (Balvicar), Scotland, United Kingdom",harmonics_utide_tidetables.txt,10.5,5.1,1
St._Marys_(Scapa_Flow).json,St. Mary's (Scapa Flow),58.9,-2.9166667,3716,1.6,6.0,"St. Mary's (Scapa Flow), Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.1,4.5,1
Stroma.json,Stroma,58.6666667,-3.1333333,3704,1.6,6.2,"Stroma, Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.9,5.4,1
Ballycastle_Bay.json,Ballycastle Bay,55.2,-6.2333333,3730,1.5,10.1,"Ballycastle Bay, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,4.5,8.5,1
Carsaig_Bay.json,Carsaig Bay,56.0333333,-5.6333333,3725,1.5,5.7,"Carsaig Bay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,9.5,23.9,1
Cockenzie.json,Cockenzie,55.9666667,-2.95,1863,1.5,10.1,"Cockenzie and Port Seton, Scotland, United Kingdom",harmonics_utide_tidetables.txt,12.3,4.2,1
Dingwall_(Cromarty_Firth).json,Dingwall (Cromarty Firth),57.6,-4.4166667,1863,1.5,7.8,"Dingwall (Cromarty Firth), Scotland, United Kingdom",harmonics_utide_tidetables.txt,21.0,24.1,1
Egilsay.json,Egilsay,59.15,-2.95,3726,1.5,6.1,"Egilsay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,11.7,3.9,1
Great_Yarmouth_(Gorleston-On-Sea).json,Great Yarmouth (Gorleston-On-Sea),52.5666667,1.7333333,1765,1.5,11.2,"Great Yarmouth (Gorleston-On-Sea), England, United Kingdom",harmonics_utide_tidetables.txt,9.8,4.9,2
Kettletoft_Pier.json,Kettletoft Pier,59.2333333,-2.6,3710,1.5,7.0,"Kettletoft Pier, Scotland, United Kingdom",harmonics_utide_tidetables.txt,12.5,4.1,1
Killyleagh.json,Killyleagh,54.4,-5.65,1863,1.5,15.9,"Killyleagh, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,10.4,8.0,1
Liscannor.json,Liscannor,52.9333333,-9.3833333,1865,1.5,3.0,"Liscannor, Ireland",harmonics_utide_tidetables.txt,5.4,3.2,1
Loch_Aline.json,Loch Aline,56.5333333,-5.7666667,1862,1.5,2.4,"Lochaline, Scotland, United Kingdom",harmonics_utide_tidetables.txt,10.4,5.3,1
Loch_Melfort.json,Loch Melfort,56.25,-5.4833333,1770,1.5,5.9,,,,,0
Schull.json,Schull,51.5166667,-9.5333333,1777,1.5,11.7,"Schull, Ireland",harmonics_utide_tidetables.txt,13.9,5.4,1
Sullom_Voe.json,Sullom Voe,60.45,-1.3,1778,1.5,10.4,"Sullom Voe (Shetlands), Scotland, United Kingdom",harmonics_utide_tidetables.txt,8.9,4.5,2
Tingwall.json,Tingwall,59.0833333,-3.05,3725,1.5,5.9,"Tingwall, Scotland, United Kingdom",harmonics_utide_tidetables.txt,11.1,4.2,1
Castletown_Bearhaven.json,Castletown Bearhaven,51.65,-9.9,1775,1.4,8.3,"Castletown Bearhaven, Ireland",harmonics_utide_observations.txt,6.6,5.0,1
Crookhaven.json,Crookhaven,51.4666667,-9.7333333,3729,1.4,8.3,"Crookhaven, Ireland",harmonics_utide_tidetables.txt,14.5,4.7,1
Deer_Sound.json,Deer Sound,58.9666667,-2.8333333,3725,1.4,6.9,"Deer Sound, Scotland, United Kingdom",harmonics_utide_tidetables.txt,12.0,3.9,1
Dury_Voe.json,Dury Voe,60.35,-1.1666667,1731,1.4,8.4,,,,,0
Knights_Town.json,Knights Town,51.9333333,-10.3,1770,1.4,6.0,"Knights Town (Valentia), Ireland",harmonics_utide_tidetables.txt,17.8,4.9,1
Maldon.json,Maldon,51.7333333,0.7,1861,1.4,7.5,"Maldon, England, United Kingdom",harmonics_utide_tidetables.txt,11.2,5.0,1
Orford_Ness.json,Orford Ness,52.0833333,1.5833333,1766,1.4,11.1,"Orford Ness, England, United Kingdom",harmonics_utide_tidetables.txt,11.9,4.9,2
Red_Bay.json,Red Bay,55.0666667,-6.05,1777,1.4,11.5,"Red Bay, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,8.1,6.2,2
Seafield_Point.json,Seafield Point,52.8,-9.5,889,1.4,2.7,"Quilty Pier (Seafield), Ireland",harmonics_utide_tidetables.txt,14.6,4.6,1
Ventnor.json,Ventnor,50.6,-1.2,1762,1.4,7.6,"Ventnor (Isle of Wight), England, United Kingdom",harmonics_utide_tidetables.txt,14.0,8.4,2
Wareham_(River_Frome).json,Wareham (River Frome),50.6833333,-2.1,3721,1.4,11.8,"Wareham (River Frome), England, United Kingdom",harmonics_utide_tidetables.txt,6.3,14.5,1
Whitehall.json,Whitehall,59.15,-2.6,3726,1.4,6.6,"Whitehall, Scotland, United Kingdom",harmonics_utide_tidetables.txt,12.0,3.9,1
Burra_Firth.json,Burra Firth,60.8,-0.8666667,3726,1.3,6.6,"Burra Firth, Scotland, United Kingdom",harmonics_utide_tidetables.txt,9.5,3.8,1
Clonakilty_Bay.json,Clonakilty Bay,51.5833333,-8.8333333,889,1.3,5.5,,,,,0
Courtown.json,Courtown,52.65,-6.2166667,3728,1.3,7.8,"Courtown, Ireland",harmonics_utide_tidetables.txt,21.6,46.3,1
Donegal_Harbour_(Salt_Hill_Quay).json,Donegal Harbour (Salt Hill Quay),54.6333333,-8.2,1864,1.3,2.6,"Donegal Harbour (Salt Hill Quay), Ireland",harmonics_utide_tidetables.txt,15.9,7.8,1
Great_Yarmouth_(Britannia_Pier).json,Great Yarmouth (Britannia Pier),52.6,1.75,1767,1.3,11.0,"Great Yarmouth (Britannia Pier), England, United Kingdom",harmonics_utide_tidetables.txt,9.9,4.6,1
Greystones.json,Greystones,53.15,-6.0666667,1865,1.3,6.7,"Greystones, Ireland",harmonics_utide_tidetables.txt,5.8,3.8,1
Kirkwall.json,Kirkwall,58.9833333,-2.9666667,1769,1.3,9.9,"Kirkwall, Scotland, United Kingdom",harmonics_utide_observations.txt,9.1,4.8,2
Loch_Eatharna.json,Loch Eatharna,56.6166667,-6.5166667,1862,1.3,2.6,"Loch Eatharna (Isle of Coll), Scotland, United Kingdom",harmonics_utide_tidetables.txt,9.8,5.9,1
Loth.json,Loth,59.1833333,-2.7,3726,1.3,7.1,"Loth, Scotland, United Kingdom",harmonics_utide_tidetables.txt,10.4,5.0,1
Loughros_More_Bay.json,Loughros More Bay,54.7833333,-8.5,889,1.3,2.2,,,,,0
Muckle_Skerry.json,Muckle Skerry,58.6833333,-2.9166667,3708,1.3,6.9,"Muckle Skerry, Scotland, United Kingdom",harmonics_utide_tidetables.txt,11.0,4.6,1
Pottery_Pier.json,Pottery Pier,50.7,-1.9833333,3723,1.3,3.3,"Pottery Pier (Brownsea Island), England, United Kingdom",harmonics_utide_tidetables.txt,6.9,12.0,1
Slaughden_Quay.json,Slaughden Quay,52.1333333,1.6,1766,1.3,13.9,"Slaughden Quay, England, United Kingdom",harmonics_utide_tidetables.txt,12.5,5.9,1
Slyne_Head.json,Slyne Head,53.4,-10.2333333,1865,1.3,2.7,"Slyne Head, Ireland",harmonics_utide_tidetables.txt,9.6,4.2,1
Wicklow.json,Wicklow,52.9833333,-6.0333333,3726,1.3,7.1,"Wicklow, Ireland",harmonics_utide_tidetables.txt,10.1,5.5,1
Yarmouth.json,Yarmouth,50.7,-1.5,1762,1.3,8.7,"Yarmouth (Isle of Wight), United Kingdom",harmonics_utide_tidetables.txt,10.6,8.4,2
Arklow.json,Arklow,52.8,-6.1333,1782,1.2,7.8,"Arklow, Ireland",harmonics_utide_tidetables.txt,3.6,8.8,2
Ballysadare_Bay_(Culleenamore).json,Ballysadare Bay (Culleenamore),54.25,-8.5833333,889,1.2,2.2,,,,,0
Burra_Voe_(Yell_Sound).json,Burra Voe (Yell Sound),60.5,-1.05,3703,1.2,7.2,"Burra Voe (Yell Sound), Scotland, United Kingdom",harmonics_utide_tidetables.txt,10.6,5.0,1
Camus_Nan_Gall.json,Camus Nan Gall,57.15,-6.2166667,1862,1.2,2.6,"Camus Nan Gall (Soay), Scotland, United Kingdom",harmonics_utide_tidetables.txt,13.1,5.6,1
Christchurch_(Tuckton).json,Christchurch (Tuckton),50.7333333,-1.7833333,3714,1.2,7.4,"Christchurch (Tuckton), England, United Kingdom",harmonics_utide_tidetables.txt,5.9,14.2,2
Cushendun.json,Cushendun,55.1333333,-6.0333333,3722,1.2,7.8,"Cushendun, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,7.9,5.6,1
Esha_Ness_(Hamna_Voe).json,Esha Ness (Hamna Voe),60.5,-1.5666667,3726,1.2,5.7,"Esha Ness (Hamna Voe), Scotland, United Kingdom",harmonics_utide_tidetables.txt,7.6,3.3,1
Hurst_Point.json,Hurst Point,50.7,-1.55,3722,1.2,7.2,"Hurst Point, England, United Kingdom",harmonics_utide_tidetables.txt,9.4,7.7,1
Larne.json,Larne,54.85,-5.8,1777,1.2,6.1,"Larne, Northern Ireland, United Kingdom",harmonics_utide_tidetables.txt,11.8,4.5,2
Mid_Yell.json,Mid Yell,60.6,-1.05,3726,1.2,7.4,"Mid Yell, Scotland, United Kingdom",harmonics_utide_tidetables.txt,8.8,4.6,1
Southwold.json,Southwold,52.3166667,1.6666667,3726,1.2,9.4,"Southwold, England, United Kingdom",harmonics_utide_tidetables.txt,10.1,4.7,1
West_Burra_Firth.json,West Burra Firth,60.3,-1.5333333,3726,1.2,5.7,"West Burra Firth, Scotland, United Kingdom",harmonics_utide_tidetables.txt,7.1,3.5,1
Clifden_Bay.json,Clifden Bay,53.4833333,-10.0666667,889,1.1,2.2,"Clifden Bay, Ireland",harmonics_utide_tidetables.txt,9.8,3.9,1
Dunany_Point.json,Dunany Point,53.8666667,-6.2333333,1863,1.1,7.0,"Dunany Point, Ireland",harmonics_utide_tidetables.txt,18.4,5.9,1
Fair_Isle.json,Fair Isle,59.5333333,-1.6,1777,1.1,8.3,"Fair Isle, Scotland, United Kingdom",harmonics-1997-05-25_mod.txt,6.8,5.1,2
Hillswick.json,Hillswick,60.4833333,-1.4833333,3718,1.1,6.2,"Hillswick, Scotland, United Kingdom",harmonics_utide_tidetables.txt,7.4,3.8,2
Orsay.json,Orsay,55.6833333,-6.5166667,3725,1.1,4.8,"Orsay, Scotland, United Kingdom",harmonics_utide_tidetables.txt,6.4,7.3,1
