klasse,name,datei,versatz_min,zwilling,zwilling_datei,zwilling_km,zwilling_gegen_fes_min,ticon_gegen_fes,je_tide,messung_min
,"Jolo, Philippines",harmonics_ticon4_worldwide.txt,0,"Jolo, Philippines",harmonics_utide_observations.txt,0.0,14,M2+11 S2+8 K1+17 O1+19,M2-0 S2+0 K1+0 O1-1,-10.0
,"Kabelvåg, Norway",harmonics_ticon4_worldwide.txt,0,"Kabelvåg, Norway",harmonics_utide_observations.txt,0.0,-1,M2-3 S2+2 K1-7 O1+7,M2-0 S2-0 K1+1 O1-6,0.0
,"Kaikoura, New Zealand",harmonics_ticon4_worldwide.txt,0,"Kaikoura, New Zealand",harmonics_utide_tidetables.txt,0.02,-4,M2-2 K1-17 O1+26,M2+1 K1-12 O1+80,
,"Kanazawa, Ishikawa, Japan",harmonics_ticon4_worldwide.txt,0,"Kanazawa, Ishikawa, Japan",harmonics_utide_observations.txt,0.0,0,M2+3 K1-8 O1-1,M2+1 K1+0 O1-1,0.0
,"Kaohsiung, Taiwan",harmonics_ticon4_worldwide.txt,0,"Kaohsiung, Taiwan",harmonics_utide_tidetables.txt,0.0,8,M2+8 S2+5 K1+27 O1+23,M2-8 S2-3 K1+18 O1+19,
,"Kariya, Saga, Japan",harmonics_ticon4_worldwide.txt,0,"Kariya, Saga, Japan",harmonics_utide_observations.txt,0.01,17,M2+21 S2+14 K1+21 O1+14,M2+0 S2+0 K1-0 O1+0,0.0
,"Kavieng, New Ireland, Papua New Guinea",harmonics_ticon4_worldwide.txt,0,"Kavieng, Papua New Guinea",harmonics_utide_observations.txt,0.64,3,M2+0 S2+2 K1+5 O1+4,M2+5 S2+0 K1-0 O1+1,0.0
,"Kawasaki (Shiohama Unga), Kanagawa, Japan",harmonics_ticon4_worldwide.txt,0,"Kawasaki (Shiohama Unga), Kanagawa, Japan",harmonics_utide_observations.txt,0.0,0,M2+1 S2+4 K1-2 O1-3,M2-0 S2-0 K1-0 O1+2,0.0
,"Khepupara, Bangladesh",harmonics_ticon4_worldwide.txt,0,"Khepupara, Bangladesh",harmonics_utide_observations.txt,0.0,-84,M2-84 S2+129 K1-100,M2-0 S2+0 K1+0,-10.0
,"Hamanaka (Kiritappu), Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Hamanaka (Kiritappu), Hokkaido, Japan",harmonics_utide_observations.txt,0.0,2,M2+1 S2+1 K1-14 O1+55,M2-1 S2-2 K1+0 O1+5,0.0
,"Kogo, Nagasaki, Japan",harmonics_ticon4_worldwide.txt,0,"Kogo, Nagasaki, Japan",harmonics_utide_observations.txt,0.0,6,M2+6 S2+6 K1+5 O1+4,M2-0 S2-1 K1-0 O1+1,0.0
,"Komatushima, Tokushima, Japan",harmonics_ticon4_worldwide.txt,0,"Komatushima, Tokushima, Japan",harmonics_utide_observations.txt,0.0,-11,M2-11 S2-11 K1-10 O1-8,M2+0 S2+0 K1+0 O1-0,0.0
,"Kozushima, Tokyo, Japan",harmonics_ticon4_worldwide.txt,0,"Kozushima, Tokyo, Japan",harmonics_utide_observations.txt,0.0,11,M2+9 S2+9 K1+14 O1+15,M2+0 S2-0 K1+1 O1+1,0.0
,"Kristiansund, Norway",harmonics_ticon4_worldwide.txt,0,"Kristiansund, Norway",harmonics_utide_observations.txt,0.0,4,M2+2 S2+1 K1+11 O1+0,M2+0 S2-1 K1-2 O1-4,0.0
,"Kuji, Iwate, Japan",harmonics_ticon4_worldwide.txt,0,"Kuji, Iwate, Japan",harmonics_utide_observations.txt,0.0,-2,M2-0 S2+1 K1-4 O1-9,M2+0 S2-0 K1+0 O1+0,0.0
,"Nigishima (Kumano), Mie, Japan",harmonics_ticon4_worldwide.txt,0,"Nigishima (Kumano), Mie, Japan",harmonics_utide_observations.txt,0.0,-1,M2-0 S2+0 K1-5 O1-2,M2+0 S2+0 K1-1 O1-1,0.0
,"Kure, Hiroshima, Japan",harmonics_ticon4_worldwide.txt,0,"Kure, Hiroshima, Japan",harmonics_utide_observations.txt,0.01,20,M2+20 S2+21 K1+19 O1+28,M2+0 S2+0 K1+0 O1-0,0.0
,"Little Cornwallis, Nunavut, Canada",harmonics_ticon4_worldwide.txt,0,"Little Cornwallis Island, Nunavut, Canada",harmonics_utide_tidetables.txt,0.01,17,M2+9 S2-5 K1+25 O1+38,M2+0 S2-0 K1-0 O1-0,1.5
,"La Guaira, Venezuela",harmonics_ticon4_worldwide.txt,0,"La Guaira, Venezuela",harmonics_utide_observations.txt,0.0,3,M2-2 K1+5 O1+3,M2-0 K1+0 O1-0,
,"Lae, Papua New Guinea",harmonics_ticon4_worldwide.txt,0,"Lae, Papua New Guinea",harmonics_utide_observations.txt,0.0,5,M2+22 S2+7 K1+2 O1-6,M2+0 S2-0 K1-0 O1+1,
,"Saint-Yzans-de-Médoc, France",harmonics_ticon4_worldwide.txt,0,"Saint-Yzans-de-Médoc (Lamena), France",harmonics_utide_observations.txt,0.0,-6,M2+2 S2+18 K1-26 O1-13,M2-0 S2+0 K1+2 O1+2,0.0
,"Lamu, Kenya",harmonics_ticon4_worldwide.txt,0,"Lamu, Kenya",harmonics_utide_observations.txt,0.0,21,M2+19 S2+22 K1+21 O1+25,M2+0 S2-0 K1+1 O1-0,0.0
,"Arzon (Port Crouesty), France",harmonics_ticon4_worldwide.txt,0,"Arzon (Port Crouesty), France",harmonics_utide_observations.txt,0.0,4,M2+5 S2+5 K1+2 O1+4,M2-0 S2-0 K1+0 O1+0,-10.0
,"Leith, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Leith, England, United Kingdom",harmonics_utide_observations.txt,0.0,2,M2+0 S2+1 K1+3 O1+2,M2-0 S2+0 K1-3 O1-1,-5.0
,"Porto de Leixoes (Matosinhos), Portugal",harmonics_ticon4_worldwide.txt,0,"Porto de Leixoes (Matosinhos), Portugal",harmonics_utide_observations.txt,0.0,2,M2+2 S2+3 K1+5 O1+2,M2+0 S2+1 K1+2 O1+4,0.0
,"Pelabuhan Lembar, Lombok, Indonesia",harmonics_ticon4_worldwide.txt,0,"Lembar, Lombok, Indonesia",harmonics_utide_observations.txt,0.13,0,M2+16 S2-10 K1+10 O1-19,M2+0 S2-0 K1+1 O1+0,10.0
,"Llandudno, Wales, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Llandudno, England, United Kingdom",harmonics_utide_observations.txt,0.0,0,M2-1 S2-1 K1+6 O1-2,M2-0 S2-1 K1+2 O1-3,0.0
,"Lobito, Angola",harmonics_ticon4_worldwide.txt,0,"Lobito, Angola",harmonics_utide_observations.txt,0.0,1,M2-2 S2+1 K1+2,M2-0 S2+0 K1+0,
,"Lombrum, Manus, Papua New Guinea",harmonics_ticon4_worldwide.txt,0,"Lombrum, Manus Is., Papua New Guinea",harmonics_utide_observations.txt,0.51,3,M2+6 S2-11 K1-1 O1+5,M2-1 S2+1 K1+0 O1-3,0.0
,"Loreto, Baja California Sur, Mexico",harmonics_ticon4_worldwide.txt,0,"Loreto, Baja California Sur, Mexico",harmonics_utide_observations.txt,0.0,5,M2+3 S2+4 K1+6 O1+6,M2+0 S2-0 K1-0 O1+0,-340.0
,"Lowestoft, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Lowestoft, England, United Kingdom",harmonics_utide_observations.txt,0.0,2,M2+4 S2-0 K1+6 O1-13,M2+0 S2+0 K1-4 O1-0,0.0
,"Tilik, Lubang, Philippines",harmonics_ticon4_worldwide.txt,0,"Tilik, Lubang, Philippines",harmonics_utide_observations.txt,0.0,4,M2+3 S2+6 K1+5 O1-2,M2+0 S2+0 K1+0 O1+0,0.0
,"Lyttelton, New Zealand",harmonics_ticon4_worldwide.txt,0,"Lyttelton, Canterbury, New Zealand",harmonics_utide_observations.txt,0.0,0,M2+1 S2+2 K1-19,M2+0 S2+2 K1+4,5.0
,"Madang Harbour, Papua New Guinea",harmonics_ticon4_worldwide.txt,0,"Madang, Papua New Guinea",harmonics_utide_observations.txt,0.93,0,M2-2 S2+3 K1-1 O1+8,M2-1 S2+1 K1+0 O1-0,0.0
,"Maisaka (Hamamatsu), Shizuoka, Japan",harmonics_ticon4_worldwide.txt,0,"Maisaka (Hamamatsu), Shizuoka, Japan",harmonics_utide_observations.txt,0.0,25,M2+21 S2+22 K1+28 O1+31,M2+0 S2+0 K1+0 O1-1,0.0
,"Makemo Atoll, Tuamotu Archipelago",harmonics_ticon4_worldwide.txt,0,"Makemo Atoll, Tuamotu Archipelago",harmonics_utide_observations.txt,0.0,,M2+136 S2+127,M2-0 S2+1,10.0
,"Måløy, Norway",harmonics_ticon4_worldwide.txt,0,"Måløy, Norway",harmonics_utide_observations.txt,0.0,1,M2+1 S2+1 K1-9 O1+2,M2+0 S2-0 K1-1 O1-1,0.0
,"Tadine, Maré (Îles Loyauté), New Caledonia",harmonics_ticon4_worldwide.txt,0,"Tadine, Maré (Îles Loyauté), New Caledonia",harmonics_utide_observations.txt,0.0,7,M2+5 S2+2 K1+9 O1+12,M2-0 S2-0 K1-1 O1+0,0.0
,"Ras Hilf (Masirah Island), Oman",harmonics_ticon4_worldwide.txt,0,"Ras Hilf (Masirah Island), Oman",harmonics_utide_observations.txt,0.0,7,M2+3 S2+4 K1+10 O1+16,M2-0 S2-0 K1-0 O1+1,0.0
,"Matsumae, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Matsumae, Hokkaido, Japan",harmonics_utide_observations.txt,0.01,-52,M2+8 S2+7 K1-130 O1-111,M2-1 S2-1 K1+2 O1+1,0.0
,"Matsuyama, Ehime, Japan",harmonics_ticon4_worldwide.txt,0,"Matsuyama, Ehime, Japan",harmonics_utide_observations.txt,0.0,1,M2-0 S2+0 K1+2 O1+12,M2+0 S2+0 K1-0 O1-1,0.0
,"Mausund (Måløya), Norway",harmonics_ticon4_worldwide.txt,0,"Mausund (Måøya), Norway",harmonics_utide_observations.txt,0.0,3,M2+3 S2+4 K1+2 O1+3,M2+0 S2-0 K1+0 O1+0,0.0
,"Mera, Chiba, Japan",harmonics_ticon4_worldwide.txt,0,"Mera, Chiba, Japan",harmonics_utide_observations.txt,0.0,-4,M2-4 S2-2 K1-2 O1-5,M2+0 S2+0 K1+0 O1+1,0.0
,"Meulaboh, Sumatra, Indonesia",harmonics_ticon4_worldwide.txt,0,"Meulaboh, Sumatra, Indonesia",harmonics_utide_observations.txt,0.0,0,M2-6 S2+0 K1+12 O1+0,M2-0 S2+0 K1+0 O1-0,0.0
,"Mikawa (Toyohashi), Aichi, Japan",harmonics_ticon4_worldwide.txt,0,"Mikawa (Toyohashi), Aichi, Japan",harmonics_utide_observations.txt,0.01,-13,M2-11 S2-14 K1-10 O1-20,M2+0 S2+0 K1-0 O1-0,0.0
,"Mikuni, Fukui, Japan",harmonics_ticon4_worldwide.txt,0,"Mikuni, Fukui, Japan",harmonics_utide_observations.txt,0.01,5,M2+11 K1+2 O1+7,M2-1 K1+2 O1+3,10.0
,"Milford Haven, Wales, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Milford Haven, Wales, United Kingdom",harmonics_utide_observations.txt,0.0,1,M2-0 S2+1 K1+1 O1-14,M2+0 S2-0 K1-0 O1+1,0.0
,"Millport, Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Millport, Scotland, United Kingdom",harmonics_utide_observations.txt,0.0,13,M2+6 S2+21 K1+22 O1+4,M2+0 S2+0 K1-1 O1-1,0.0
,"Minamidaito, Okinawa, Japan",harmonics_ticon4_worldwide.txt,0,"Minamidaito, Okinawa, Japan",harmonics_utide_observations.txt,0.0,-1,M2+0 S2+3 K1-9 O1-1,M2-0 S2-1 K1+0 O1+0,0.0
,"Minamitorishima, Tokyo, Japan",harmonics_ticon4_worldwide.txt,0,"Minamitorishima, Tokyo, Japan",harmonics_utide_observations.txt,0.0,6,M2+2 S2+9 K1+3 O1+12,M2-0 S2-1 K1+0 O1+2,0.0
,"Ako (Miyakeshima), Tokyo, Japan",harmonics_ticon4_worldwide.txt,0,"Ako (Miyakeshima), Tokyo, Japan",harmonics_utide_observations.txt,0.0,2,M2-3 S2-1 K1+6 O1+8,M2+0 S2+0 K1+1 O1-1,0.0
,"Tsubota (Miyakeshima), Tokyo, Japan",harmonics_ticon4_worldwide.txt,0,"Tsubota (Miyakeshima), Tokyo, Japan",harmonics_utide_observations.txt,0.0,-8,M2-1 S2+0 K1-20 O1-15,M2+0 S2+0 K1+0 O1+0,0.0
,"Miyazaki, Miyazaki, Japan",harmonics_ticon4_worldwide.txt,0,"Miyazaki, Miyazaki, Japan",harmonics_utide_observations.txt,0.0,-9,M2-3 S2-1 K1-21 O1-15,M2-0 S2-1 K1-1 O1+1,0.0
,"Mori, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Mori, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,0,M2-0 S2+1 K1+0 O1-5,M2-0 S2-1 K1-1 O1-0,0.0
,"Mawlamyaing (Thanlwin River), Myanmar",harmonics_ticon4_worldwide.txt,0,"Mawlamyaing (Thanlwin River), Myanmar",harmonics_utide_observations.txt,0.0,46,M2-100 S2-139 K1+191 O1+299,M2-0 S2-0 K1+1 O1+5,0.0
,"Mourilyan Harbour, Queensland, Australia",harmonics_ticon4_worldwide.txt,0,"Mourilyan Harbour, Queensland, Australia",harmonics_utide_observations.txt,0.01,6,M2+5 S2+6 K1+6 O1+9,M2+2 S2+0 K1+0 O1-1,-600.0
,"Muroran, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Muroran, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,4,M2+4 S2+5 K1+4 O1-1,M2+0 S2-0 K1+0 O1+0,0.0
,"Muscat (Sultan Qaboos Port), Oman",harmonics_ticon4_worldwide.txt,0,"Muscat (Sultan Qaboos Port), Oman",harmonics_utide_observations.txt,0.0,0,M2-2 S2-2 K1+4 O1+2,M2-0 S2-0 K1+0 O1+0,0.0
,"Nagasaki (Matsugae), Nagasaki, Japan",harmonics_ticon4_worldwide.txt,0,"Nagasaki (Matsugae), Nagasaki, Japan",harmonics_utide_observations.txt,0.0,3,M2+3 S2+2 K1+4 O1+4,M2+1 S2+1 K1-1 O1-0,0.0
,"Nakanoshima, Kagoshima, Japan",harmonics_ticon4_worldwide.txt,0,"Nakanoshima, Kagoshima, Japan",harmonics_utide_observations.txt,0.0,-5,M2-2 S2-0 K1-8 O1-8,M2-0 S2-0 K1-0 O1-0,0.0
,"Awase, Okinawa, Japan",harmonics_ticon4_worldwide.txt,0,"Awase, Okinawa, Japan",harmonics_utide_observations.txt,0.01,-7,M2+1 S2+2 K1-16 O1-14,M2-0 S2-0 K1-0 O1+1,0.0
,"Napier, New Zealand",harmonics_ticon4_worldwide.txt,0,"Napier, Hawke's Bay, New Zealand",harmonics_utide_observations.txt,0.0,-8,M2-1 S2-4 K1-8,M2+0 S2+5 K1+0,0.0
,"Nazaré, Portugal",harmonics_ticon4_worldwide.txt,0,"Nazaré, Portugal",harmonics_utide_observations.txt,0.0,3,M2+1 S2+3 K1+11 O1+6,M2+0 S2+1 K1+2 O1+2,0.0
,"Naze (Amami Oshima), Kagoshima, Japan",harmonics_ticon4_worldwide.txt,0,"Naze (Amami Oshima), Kagoshima, Japan",harmonics_utide_observations.txt,0.0,-2,M2-4 S2-3 K1-6 O1+6,M2+1 S2-1 K1-3 O1+2,0.0
,"Nemuro, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Nemuro, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,0,M2+0 S2+1 K1-0 O1-28,M2-0 S2-1 K1+1 O1+3,0.0
,"Newhaven, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Newhaven, England, United Kingdom",harmonics_utide_observations.txt,0.0,1,M2+1 S2+1 K1-3,M2+0 S2-0 K1-0,0.0
,"Nieuwpoort, Belgium",harmonics_ticon4_worldwide.txt,0,"Nieuwpoort, Belgium",harmonics_utide_observations.txt,0.01,6,M2+3 S2+5 K1+29 O1+6,M2-0 S2-0 K1+0 O1-0,0.0
,"Niigata (Irifunecho), Niigata, Japan",harmonics_ticon4_worldwide.txt,0,"Niigata (Irifunecho), Niigata, Japan",harmonics_utide_observations.txt,0.01,0,M2-0 K1-5 O1+0,M2+0 K1-0 O1-1,0.0
,"Noto, Ishikawa, Japan",harmonics_ticon4_worldwide.txt,0,"Noto, Ishikawa, Japan",harmonics_utide_observations.txt,0.0,-3,M2+1 K1-11 O1-3,M2+0 K1-1 O1+0,0.0
,"Nouakchott, Mauritania",harmonics_ticon4_worldwide.txt,0,"Nouakchott, Mauritania",harmonics_utide_observations.txt,0.0,0,M2+1 S2-1 K1-6 O1+7,M2+0 S2+0 K1+0 O1+1,
,"Ny-Ålesund, Spitsbergen, Norway",harmonics_ticon4_worldwide.txt,0,"Ny-Ålesund, Norway",harmonics_utide_observations.txt,1.06,-3,M2-2 S2-4 K1+75,M2+0 S2-1 K1-6,0.0
,"Odomari, Kagoshima, Japan",harmonics_ticon4_worldwide.txt,0,"Odomari, Kagoshima, Japan",harmonics_utide_observations.txt,0.0,-6,M2-7 S2-6 K1-7 O1-7,M2+0 S2-0 K1-1 O1-0,0.0
,"Oita-Tsurusaki, Oita, Japan",harmonics_ticon4_worldwide.txt,0,"Oita-Tsurusaki, Oita, Japan",harmonics_utide_observations.txt,0.0,14,M2+10 S2+13 K1+14 O1+20,M2-0 S2-0 K1-1 O1-1,0.0
,"Okata (Oshima), Tokyo, Japan",harmonics_ticon4_worldwide.txt,0,"Okata (Oshima), Tokyo, Japan",harmonics_utide_observations.txt,0.01,0,M2-2 S2-0 K1-0 O1+1,M2+0 S2+0 K1-1 O1-1,0.0
,"Matsue (Okushiri), Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Matsue (Okushiri), Hokkaido, Japan",harmonics_utide_observations.txt,0.0,-13,M2-0 K1-32 O1-13,M2+1 K1-1 O1+1,0.0
,"Omaezaki, Shizuoka, Japan",harmonics_ticon4_worldwide.txt,0,"Omaezaki, Shizuoka, Japan",harmonics_utide_observations.txt,0.0,1,M2+0 S2+3 K1+4 O1+1,M2+0 S2+0 K1+1 O1+1,0.0
,"Oostende, Belgium",harmonics_ticon4_worldwide.txt,0,"Oostende, Belgium",harmonics_utide_observations.txt,0.0,3,M2+1 S2+3 K1+19 O1+2,M2-0 S2-1 K1-4 O1+1,0.0
,"Osaka, Osaka, Japan",harmonics_ticon4_worldwide.txt,0,"Osaka, Osaka, Japan",harmonics_utide_observations.txt,0.0,7,M2+3 S2+2 K1+10 O1+16,M2-1 S2+1 K1+0 O1+0,0.0
,"Oscarsborg, Norway",harmonics_ticon4_worldwide.txt,0,"Oscarsborg, Norway",harmonics_utide_observations.txt,0.0,,M2+24,M2+1,10.0
,"Oudeschild (Texel), Netherlands",harmonics_ticon4_worldwide.txt,0,"Texel, Oudeschild, Netherlands",harmonics_utide_observations.txt,0.0,-3,M2-1 S2-4 K1-9 O1+12,M2+1 S2+0 K1-1 O1-1,0.0
,"Owase, Mie, Japan",harmonics_ticon4_worldwide.txt,0,"Owase, Mie, Japan",harmonics_utide_observations.txt,0.0,-4,M2+1 S2+2 K1-8 O1-7,M2+1 S2+0 K1+0 O1+1,0.0
,"Ooyamanohana, Yamaguchi, Japan",harmonics_ticon4_worldwide.txt,0,"Ooyamanohana, Yamaguchi, Japan",harmonics_utide_observations.txt,0.0,-28,M2-26 S2-18 K1-27 O1-35,M2+0 S2-1 K1+3 O1+4,0.0
,"Palma de Mallorca, Baleares, Spain",harmonics_ticon4_worldwide.txt,0,"Palma de Mallorca, Baleares, Spain",harmonics_puertos_spain.txt,0.03,,K1-63,K1-0,
,"Pemba (Porto Amelia), Mozambique",harmonics_ticon4_worldwide.txt,0,"Pemba (Porto Amelia), Mozambique",harmonics_utide_observations.txt,0.0,4,M2+0 S2+3 K1+6 O1+13,M2-0 S2+0 K1-1 O1+1,
,"Point Fortin, Trinidad and Tobago",harmonics_ticon4_worldwide.txt,0,"Point Fortin, Trinidad and Tobago",harmonics_utide_observations.txt,0.02,-1,M2-1 S2-2 K1+1 O1-1,M2-0 S2+0 K1-0 O1-0,
,"Pointe-au-Père, Québec, Canada",harmonics_ticon4_worldwide.txt,0,"Pointe-au-Père, Québec, Canada",harmonics_utide_tidetables.txt,0.0,-7,M2-1 S2-7 K1-10 O1-6,M2-0 S2-0 K1-2 O1+2,0.5
,"Port Moresby, Papua New Guinea",harmonics_ticon4_worldwide.txt,0,"Port Moresby, Papua New Guinea",harmonics_utide_observations.txt,0.0,5,M2+6 S2+4 K1+12 O1+5,M2-0 S2+0 K1-0 O1+0,0.0
,"Port Royal, Jamaica",harmonics_ticon4_worldwide.txt,0,"Port Royal, Jamaica",harmonics_utide_observations.txt,0.0,9,M2+9 K1+11 O1+5,M2+0 K1+0 O1-0,
,"Port of Spain, Trinidad and Tobago",harmonics_ticon4_worldwide.txt,0,"Port of Spain, Trinidad and Tobago",harmonics_utide_observations.txt,0.0,5,M2-0 S2+3 K1+8 O1+9,M2-0 S2-0 K1-0 O1-0,
,"Portpatrick, Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Portpatrick, Scotland, United Kingdom",harmonics_utide_observations.txt,0.0,8,M2+5 S2+12 K1+15 O1+1,M2+0 S2+0 K1-1 O1-3,0.0
,"Portsmouth, England, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Portsmouth, England, United Kingdom",harmonics_utide_observations.txt,0.0,7,M2+7 S2+11 K1-6,M2-0 S2-0 K1+0,0.0
,"Prigi, Java, Indonesia",harmonics_ticon4_worldwide.txt,0,"Prigi, Java, Indonesia",harmonics_utide_observations.txt,0.0,3,M2+4 S2+3 K1+5 O1+2,M2+0 S2+0 K1+0 O1-0,0.0
,"Quepos, Costa Rica",harmonics_ticon4_worldwide.txt,0,"Quepos, Costa Rica",harmonics_utide_observations.txt,0.0,-2,M2-0 S2-0 K1-5 O1-2,M2-1 S2+0 K1-0 O1+1,0.0
,"Resolute, Nunavut, Canada",harmonics_ticon4_worldwide.txt,0,"Resolute, Nunavut, Canada",harmonics_utide_tidetables.txt,0.0,9,M2+6 S2-8 K1+11 O1+22,M2-0 S2-1 K1+0 O1-1,1.5
,"Rørvik, Norway",harmonics_ticon4_worldwide.txt,0,"Rørvik, Norway",harmonics_utide_observations.txt,0.0,-1,M2-0 S2-1 K1-4 O1-4,M2+0 S2-1 K1+1 O1-3,0.0
,"Sabang (Pulau Weh), Indonesia (1)",harmonics_ticon4_worldwide.txt,0,"Sabang (Pulau Weh), Indonesia",harmonics_utide_observations.txt,0.0,0,M2+2 S2+0 K1-1 O1+0,M2-0 S2-0 K1-0 O1+0,0.0
,"Washizaki (Sado), Niigata, Japan",harmonics_ticon4_worldwide.txt,0,"Washizaki (Sado), Niigata, Japan",harmonics_utide_observations.txt,0.0,-1,M2-0 K1-10 O1-2,M2+0 K1+0 O1-1,0.0
,"Okinoshima (Dogo), Shimane, Japan",harmonics_ticon4_worldwide.txt,0,"Okinoshima (Dogo), Shimane, Japan",harmonics_utide_observations.txt,0.0,3,M2-1 K1+3 O1+31,M2+0 K1-0 O1-1,0.0
,"Pointe de Saint-Gildas (Préfailles), France",harmonics_ticon4_worldwide.txt,0,"Pointe de Saint-Gildas (Préfailles), France",harmonics_utide_observations.txt,0.0,3,M2+3 S2+3 K1+2 O1+1,M2-0 S2-0 K1-1 O1-1,0.0
,"Saumlaki, Yamdena, Indonesia",harmonics_ticon4_worldwide.txt,0,"Saumlaki, Yamdena, Indonesia",harmonics_utide_observations.txt,0.1,3,M2+4 S2+4 K1+3 O1-5,M2+0 S2-0 K1-0 O1+1,0.0
,"Seal Cove, British Columbia, Canada",harmonics_ticon4_worldwide.txt,0,"Seal Cove, British Columbia, Canada",harmonics_utide_tidetables.txt,0.0,7,M2+4 S2+5 K1+10 O1+5,M2-0 S2-0 K1-0 O1-2,1.0
,"Setana, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,0,"Setana, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,-37,M2+0 K1-39 O1-60,M2+0 K1-2 O1-2,0.0
,"Sevilla (Dársena del Gualdaquivir), Spain",harmonics_ticon4_worldwide.txt,0,"Sevilla (Dársena del Gualdaquivir), Spain",harmonics_puertos_spain.txt,0.02,207,M2+171 S2+180 K1+233 O1+264,M2-0 S2-0 K1-2 O1-4,
,"Sibaura, Tokyo, Japan",harmonics_ticon4_worldwide.txt,0,"Harumi, Tokyo, Japan",harmonics_utide_observations.txt,1.97,0,M2-0 S2+3 K1+0 O1-3,M2+0 S2+1 K1+1 O1+2,0.0
,"Shimoda, Shizuoka, Japan",harmonics_ticon4_worldwide.txt,0,"Shimoda, Shizuoka, Japan",harmonics_utide_observations.txt,0.0,9,M2+11 S2+11 K1+7 O1+8,M2-0 S2-0 K1+1 O1+3,0.0
,"Sekinehama, Aomori, Japan",harmonics_ticon4_worldwide.txt,0,"Sekinehama, Aomori, Japan",harmonics_utide_observations.txt,0.0,5,M2+2 S2+4 K1+11 O1+6,M2-0 S2-0 K1+0 O1+0,0.0
,"Sines, Portugal",harmonics_ticon4_worldwide.txt,0,"Sines, Portugal",harmonics_utide_observations.txt,0.0,5,M2+2 S2+2 K1+8 O1+6,M2+0 S2-0 K1-1 O1-0,0.0
,"St. Helier, Jersey, Channel Islands",harmonics_ticon4_worldwide.txt,0,"St. Helier, Jersey, Channel Islands",harmonics_utide_observations.txt,0.0,-2,M2-1 S2+1 K1-1 O1-1,M2+0 S2+0 K1+1 O1+2,0.0
,"Stornoway (Isle of Lewis), Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,0,"Stornoway (Isle of Lewis), Scotland, United Kingdom",harmonics_utide_observations.txt,0.0,-3,M2-1 S2-1 K1-5 O1-5,M2+0 S2+0 K1+0 O1-1,0.0
,"Subic, Philippines",harmonics_ticon4_worldwide.txt,0,"Subic Bay, Philippines",harmonics_utide_observations.txt,0.0,-3,M2-12 S2-13 K1+6 O1+6,M2-0 S2-0 K1-0 O1+0,0.0
,"Surabaya, Java, Indonesia",harmonics_ticon4_worldwide.txt,0,"Surabaya, Java, Indonesia",harmonics_utide_observations.txt,0.0,0,M2+1 S2-0 K1-1 O1+2,M2-0 S2-0 K1+0 O1-0,0.0
,"Takoradi, Ghana",harmonics_ticon4_worldwide.txt,0,"Takoradi, Ghana",harmonics_utide_observations.txt,0.0,2,M2+2 S2+6 K1+1,M2-0 S2+0 K1+0,
,"Kumano (Tanegashima), Kagoshima, Japan",harmonics_ticon4_worldwide.txt,0,"Kumano (Tanegashima), Kagoshima, Japan",harmonics_utide_observations.txt,0.0,-6,M2-2 S2+1 K1-14 O1-8,M2+0 S2-1 K1+2 O1+2,0.0
,"Tannowa, Osaka, Japan",harmonics_ticon4_worldwide.txt,0,"Tannowa, Osaka, Japan",harmonics_utide_observations.txt,0.0,6,M2+2 S2+0 K1+10 O1+16,M2-0 S2+0 K1+0 O1-0,0.0
,"Tanokubi, Yamaguchi, Japan",harmonics_ticon4_worldwide.txt,0,"Tanokubi, Yamaguchi, Japan",harmonics_utide_observations.txt,0.01,77,M2+7 S2+3 K1+149 O1+161,M2-0 S2-2 K1+3 O1+5,0.0
,"Tappi, Aomori, Japan",harmonics_ticon4_worldwide.txt,0,"Tappi, Aomori, Japan",harmonics_utide_observations.txt,0.0,37,M2+37 S2+34 K1+386,M2+0 S2+0 K1+2,0.0
,"Teknaf, Bangladesh",harmonics_ticon4_worldwide.txt,0,"Teknaf, Bangladesh",harmonics_utide_observations.txt,0.0,8,M2+16 S2+1 K1+15 O1-11,M2+0 S2-0 K1-1 O1+0,0.0
