klasse,name,datei,versatz_min,zwilling,zwilling_datei,zwilling_km,zwilling_gegen_fes_min,ticon_gegen_fes,je_tide,messung_min
A,"K13 Alpha Platform, Netherlands",harmonics_ticon4_worldwide.txt,-26,"K13A platform, Netherlands",harmonics-2004-06-14_mod.txt,0.15,5,M2-24 S2-26 K1-16 O1-28,M2-25 S2-26 K1-24 O1-36,
A,"Mellumplate (Jade), Germany",harmonics_ticon4_worldwide.txt,38,"Mellumplate (Jade), Germany",harmonics_utide_observations.txt,0.0,-5,M2+35 S2+31 K1+33 O1+21,M2+38 S2+38 K1+31 O1+35,
A,"Dagebüll, Germany",harmonics_ticon4_worldwide.txt,40,"Dagebüll, Germany",harmonics_utide_observations.txt,0.0,-12,M2+31 S2+44 K1+11 O1+22,M2+40 S2+42 K1+32 O1+38,
B,"Thessaloniki, Greece",harmonics_ticon4_worldwide.txt,-594,"Thessaloniki, Greece",harmonics_att_np208_secondary.txt,0.0,,M2+241 S2+231,M2+148 S2+120,
B,"Willemstad (Hollandsch Diep), Netherlands",harmonics_ticon4_worldwide.txt,-120,"Willemstad, Hollandsch Diep, Netherlands",harmonics_utide_observations.txt,1.02,,M2+50,M2-120,-120.0
B,"Vuren (Waal), Netherlands",harmonics_ticon4_worldwide.txt,-114,"Dalem, Netherlands",harmonics_utide_observations.txt,0.01,,M2+30 S2+79,M2-114 S2-113,-110.0
B,"Lagos Bar, Nigeria",harmonics_ticon4_worldwide.txt,-92,"Lagos Bar, Nigeria",harmonics_att_np208_secondary.txt,0.0,109,M2+8 S2+16 K1+15,M2-92 S2-94 K1-97,
B,"Bayonne (Pont Blanc), France",harmonics_ticon4_worldwide.txt,-62,"Bayonne (Pont Blanc), France",harmonics_utide_observations.txt,0.0,62,M2-29 S2-24 K1+17 O1+14,M2-60 S2-62 K1-72 O1-71,-55.0
B,"Mawson, Antarctica",harmonics_ticon4_worldwide.txt,-60,"Mawson, Antarctica",harmonics_att_np203_secondary.txt,0.0,54,M2-9 S2-10 K1-8 O1+2,M2-64 S2-60 K1-61 O1-56,
B,"Owenga, Chatham, Island, New Zealand",harmonics_ticon4_worldwide.txt,-56,"Owenga, Chatham, Island, New Zealand",harmonics_utide_tidetables.txt,0.0,,M2-51,M2-56,
B,"Lagos (Apapa), Nigeria",harmonics_ticon4_worldwide.txt,-45,"Lagos (Apapa), Nigeria",harmonics_att_np208.txt,0.0,,,,
B,"Buenos Aires (Muelle de Pescadores), Buenos Aires, Argentina",harmonics_ticon4_worldwide.txt,-40,"Buenos Aires (Muelle de Pescadores), Buenos Aires, Argentina",harmonics_utide_tidetables.txt,0.01,112,M2-18 S2-57 K1+507 O1+198,M2-38 S2-66 K1-49 O1-7,14.0
B,"La Spezia, Italy",harmonics_ticon4_worldwide.txt,-37,"La Spezia, Italy",harmonics_att_np208.txt,0.0,-23,M2-58 S2-55 K1-69,M2-35 S2-46 K1-29,
B,"São Tomé (Baía de Ana Chaves), São Tomé and Príncipe",harmonics_ticon4_worldwide.txt,-37,"São Tomé (Baía de Ana Chaves), São Tomé and Príncipe",harmonics_att_np208_secondary.txt,0.0,35,M2-1 S2+1 K1-1,M2-36 S2-61 K1-32,
B,"Port-Saint-François, Québec, Canada",harmonics_ticon4_worldwide.txt,-34,"Port-Saint-François, Québec, Canada",harmonics_utide_tidetables.txt,0.0,,,,-20.0
B,"Eider-Sperrwerk (Binnenpegel), Germany",harmonics_ticon4_worldwide.txt,-26,"Eider-Sperrwerk (Binnenpegel), Germany",harmonics_utide_observations.txt,0.0,40,M2+14 S2+20 K1-31 O1+0,M2-24 S2-22 K1-61 O1-72,-10.0
B,"Elmshorn (Krückau Hafen), Germany",harmonics_ticon4_worldwide.txt,34,"Elmshorn (Krückau Hafen), Germany",harmonics_utide_observations.txt,0.0,196,M2+178 S2+160 K1+287 O1+501,M2+34 S2+36 K1+39 O1+40,40.0
B,"Itzehoe (Stör Hafen), Germany",harmonics_ticon4_worldwide.txt,37,"Itzehoe (Stör Hafen), Germany",harmonics_utide_observations.txt,0.0,167,M2+193 S2+184 K1+213 O1+361,M2+36 S2+36 K1+36 O1+38,40.0
B,"Krückau-Sperrwerk (Binnenpegel), Germany",harmonics_ticon4_worldwide.txt,37,"Krückau-Sperrwerk (Binnenpegel), Germany",harmonics_utide_observations.txt,0.02,113,M2+136 S2+120 K1+170 O1+401,M2+37 S2+38 K1+43 O1+40,40.0
B,"Pinnau-Sperrwerk (Binnenpegel), Germany",harmonics_ticon4_worldwide.txt,37,"Pinnau-Sperrwerk (Binnenpegel), Germany",harmonics_utide_observations.txt,0.01,125,M2+144 S2+129 K1+187 O1+415,M2+37 S2+37 K1+43 O1+40,40.0
B,"Friedrichstadt (Eider Strassenbrücke), Germany",harmonics_ticon4_worldwide.txt,40,"Friedrichstadt (Eider Strassenbrücke), Germany",harmonics_utide_observations.txt,0.0,108,M2+119 S2+130 K1+146 O1+172,M2+43 S2+41 K1+18 O1-7,-25.0
B,"Lühort (Lühe), Germany",harmonics_ticon4_worldwide.txt,40,"Lühort (Lühe), Germany",harmonics_utide_observations.txt,0.08,143,M2+164 S2+150 K1+201 O1+432,M2+40 S2+40 K1+40 O1+44,40.0
B,"Elsfleth (Weser), Germany",harmonics_ticon4_worldwide.txt,41,"Elsfleth (Weser), Germany",harmonics_utide_observations.txt,0.0,83,M2+124 S2+135 K1+116 O1+116,M2+41 S2+41 K1+33 O1+40,
B,"Farge (Weser), Germany",harmonics_ticon4_worldwide.txt,41,"Farge (Weser), Germany",harmonics_utide_observations.txt,0.0,104,M2+145 S2+157 K1+138 O1+139,M2+41 S2+41 K1+33 O1+41,
B,"Palmeira (Sal), Cape Verde",harmonics_ticon4_worldwide.txt,41,"Palmeira (Sal), Cape Verde",harmonics_att_np208_secondary.txt,0.0,-27,M2+15 S2+6 K1+6 O1+11,M2+42 S2+48 K1-4,0.0
B,"Vegesack (Weser), Germany",harmonics_ticon4_worldwide.txt,41,"Vegesack (Weser), Germany",harmonics_utide_observations.txt,0.0,123,M2+163 S2+175 K1+158 O1+159,M2+41 S2+41 K1+33 O1+41,
B,"Este (Inneres Sperrwerk Binnenpegel), Germany",harmonics_ticon4_worldwide.txt,42,"Este (Inneres Sperrwerk Binnenpegel), Germany",harmonics_utide_observations.txt,0.0,152,M2+185 S2+175 K1+209 O1+445,M2+41 S2+41 K1+48 O1+43,45.0
B,"Ritterhude (Hamme), Germany",harmonics_ticon4_worldwide.txt,42,"Ritterhude (Hamme), Germany",harmonics_utide_observations.txt,0.0,182,M2+219 S2+231 K1+223 O1+234,M2+43 S2+42 K1+52 O1+41,40.0
B,"Wasserhorst (Lesum), Germany",harmonics_ticon4_worldwide.txt,42,"Wasserhorst (Lesum), Germany",harmonics_utide_observations.txt,0.0,170,M2+208 S2+220 K1+208 O1+219,M2+42 S2+41 K1+50 O1+43,50.0
B,"Cranz (Este-Sperrwerk), Germany",harmonics_ticon4_worldwide.txt,45,"Cranz (Este-Sperrwerk), Germany",harmonics_utide_observations.txt,0.0,160,M2+183 S2+171 K1+219 O1+453,M2+45 S2+44 K1+37 O1+47,40.0
B,"Altengamme (Elbe), Germany",harmonics_ticon4_worldwide.txt,46,"Altengamme (Elbe), Germany",harmonics_utide_observations.txt,0.0,,M2+7,M2+47,
B,"Fahrenholz (Ilmenau Unterpegel), Germany",harmonics_ticon4_worldwide.txt,46,"Fahrenholz (Ilmenau Unterpegel), Germany",harmonics_utide_observations.txt,0.0,,M2+42,M2+46,50.0
B,"Arklow, Ireland",harmonics_ticon4_worldwide.txt,57,"Arklow, Ireland",harmonics_utide_tidetables.txt,0.0,-109,M2-9 S2-11 K1+9 O1+3,M2+69 S2+20 K1+148 O1+166,70.0
B,"San Sebastián de La Gomera, Spain",harmonics_ticon4_worldwide.txt,136,"San Sebastián de la Gomera, Spain",harmonics_att_np208_secondary.txt,0.0,-138,M2-1 S2-3 K1-9 O1-2,M2+137 S2+133 K1+149 O1+135,
B,"Esquimalt Lagoon, British Columbia, Canada",harmonics_ticon4_worldwide.txt,155,"Esquimalt Harbour, British Columbia, Canada",harmonics_utide_tidetables.txt,1.89,7,M2+100 K1+191 O1+238,M2+92 K1+186 O1+233,97.0
B,"Charleston, New Zealand",harmonics_ticon4_worldwide.txt,720,"Charleston, New Zealand",harmonics_utide_tidetables.txt,0.0,,M2-0 S2-2,M2-1 S2+1,
,"Prosperpolder (Schelde), Belgium",harmonics_ticon4_worldwide.txt,-25,"Prosperpolder (Schelde), Belgium",harmonics_utide_observations.txt,0.97,-1,M2-34 S2-35 K1-3 O1-15,M2-24 S2-26 K1-24 O1-21,-25.0
,"Osterriff (Elbe), Germany",harmonics_ticon4_worldwide.txt,-25,"Osterriff (Elbe), Germany",harmonics_utide_observations.txt,0.0,25,M2+4 S2-3 K1-7 O1+9,M2-25 S2-24 K1-28 O1-23,-20.0
,"Brunsbüttel (Elbe), Germany",harmonics_ticon4_worldwide.txt,-23,"Brunsbüttel (Elbe), Germany",harmonics_utide_observations.txt,0.0,35,M2+19 S2+5 K1+9 O1+18,M2-23 S2-23 K1-20 O1-23,-20.0
,"Trois-Rivieres, Québec, Canada",harmonics_ticon4_worldwide.txt,-23,"Trois-Rivières, Québec, Canada",harmonics_utide_tidetables.txt,0.0,,,,10.0
,"Becancour, Québec, Canada",harmonics_ticon4_worldwide.txt,-22,"Bécancour, Québec, Canada",harmonics_utide_tidetables.txt,0.0,,,,0.0
,"Bremerhaven (Alter Leuchtturm), Germany",harmonics_ticon4_worldwide.txt,-21,"Bremerhaven (Alter Leuchtturm), Germany",harmonics_utide_observations.txt,0.0,22,M2+8 S2+8 K1-10 O1-21,M2-21 S2-21 K1-24 O1-23,-20.0
,"Hörnum (Sylt, Hafen), Germany",harmonics_ticon4_worldwide.txt,-20,"Hörnum (Sylt, Hafen), Germany",harmonics_utide_observations.txt,0.0,14,M2-6 S2-11 K1-13 O1-5,M2-20 S2-19 K1-26 O1-23,-20.0
,"Le Port (Pointe des Galets), Réunion",harmonics_ticon4_worldwide.txt,-20,"Le Port (Pointe des Galets), Réunion",harmonics_att_np203_secondary.txt,0.0,41,M2+11 S2+22 K1+28 O1+31,M2-22 S2-22 K1-24 O1-6,
,"Nordenham (Weser, Unterfeuer), Germany",harmonics_ticon4_worldwide.txt,-19,"Nordenham (Weser, Unterfeuer), Germany",harmonics_utide_observations.txt,0.0,37,M2+24 S2+27 K1+7 O1-4,M2-19 S2-19 K1-23 O1-21,-20.0
,"Brake (Weser), Germany",harmonics_ticon4_worldwide.txt,-18,"Brake (Weser), Germany",harmonics_utide_observations.txt,0.0,63,M2+47 S2+57 K1+36 O1+36,M2-18 S2-18 K1-24 O1-18,
,"Ledasperrwerk (Unterpegel), Germany",harmonics_ticon4_worldwide.txt,-17,"Ledasperrwerk (Unterpegel), Germany",harmonics_utide_observations.txt,0.0,61,M2+22 S2+64 K1+10 O1+77,M2-17 S2-19 K1-21 O1-17,-20.0
,"Whiteness Head (Moray Firth), Scotland, United Kingdom",harmonics_ticon4_worldwide.txt,-16,"Whiteness Head (Moray Firth), Scotland, United Kingdom",harmonics_utide_tidetables.txt,0.0,22,M2+3 S2+6 K1+12 O1+13,M2-12 S2-24 K1+45 O1-46,-30.0
,"La Crucecita (Huatulco), Oaxaca, Mexico",harmonics_ticon4_worldwide.txt,-15,"La Crucecita (Huatulco), Oaxaca, Mexico",harmonics_utide_tidetables.txt,0.0,12,M2-4 S2-0 K1-4 O1-13,M2-13 S2-13 K1-17 O1-25,
,"Zandkreeksluis (Kats Buiten), Netherlands",harmonics_ticon4_worldwide.txt,-14,"Kats, Zandkreeksluis, Netherlands",harmonics_utide_observations.txt,0.0,66,M2+35 S2+42 K1+62 O1+41,M2-13 S2-17 K1-33 O1-32,
,"Port Aux Basques, Newfoundland, Canada",harmonics_ticon4_worldwide.txt,-14,"Port Aux Basques, Newfoundland, Canada",harmonics_utide_observations.txt,0.03,19,M2+2 S2+2 K1+10 O1+2,M2-14 S2-15 K1-13 O1-18,0.0
,"Abidjan (Canal de Vridi), Ivory Coast",harmonics_ticon4_worldwide.txt,-12,"Abidjan (Canal de Vridi), Ivory Coast",harmonics_att_np208.txt,0.0,32,M2+12 S2+21 K1+34,M2-20 S2-22 K1+69,
,"Champlain, Québec, Canada",harmonics_ticon4_worldwide.txt,-12,"Champlain, Québec, Canada",harmonics_utide_tidetables.txt,0.03,,,,5.5
,"Djibouti (Gulf of Aden), Djibouti",harmonics_ticon4_worldwide.txt,-11,"Djibouti (Gulf of Aden), Djibouti",harmonics_att_np203_secondary.txt,0.0,14,M2+1 S2+1 K1+1 O1+2,M2-13 S2-7 K1-13 O1-16,
,"Buenaventura, Colombia",harmonics_ticon4_worldwide.txt,-10,"Buenaventura, Colombia",harmonics_utide_observations.txt,0.0,28,M2+18 S2+15 K1+13,M2-10 S2-8 K1-15,0.0
,"Lüderitz, Namibia",harmonics_ticon4_worldwide.txt,-10,"Lüderitz, Namibia",harmonics_att_np208_secondary.txt,0.0,12,M2+0 S2+0 K1-3,M2-12 S2-11 K1+72,
,"San Felipe, Baja California, Mexico",harmonics_ticon4_worldwide.txt,-10,"San Felipe, Baja California, Mexico",harmonics-2004-06-14_mod.txt,0.01,50,M2+32 S2+42 K1+54 O1+48,M2-5 S2-8 K1-34 O1-3,-20.0
,"Port-aux-Francais, Kerguelen Islands",harmonics_ticon4_worldwide.txt,-9,"Port-aux-Francais, Kerguelen Islands",harmonics-1997-05-25_mod.txt,0.0,13,M2-1 S2-2 K1+14,M2-10 S2-15 K1-5,100.0
,"Batiscan, Québec, Canada",harmonics_ticon4_worldwide.txt,-8,"Batiscan, Québec, Canada",harmonics_utide_tidetables.txt,0.0,,,,-10.0
,"Minicoy Island, Lakshadweep, India",harmonics_ticon4_worldwide.txt,-8,"Minicoy Island, Lakshadweep, India",harmonics-1997-05-25_mod.txt,0.0,5,M2+5 S2-8 K1-28 O1+26,M2-3 S2-16 K1-30 O1+24,0.0
,"Ciudad Del Carmen (Sector Naval), Campeche, Mexico",harmonics_ticon4_worldwide.txt,-7,"Ciudad Del Carmen (Sector Naval), Campeche, Mexico",harmonics_utide_observations.txt,0.0,76,M2+27 K1+75 O1+86,M2-9 K1-1 O1-15,165.0
,"Ciudad del Carmen (Faro Atalaya), Campeche, Mexico",harmonics_ticon4_worldwide.txt,-7,"Ciudad Del Carmen (Sector Naval), Campeche, Mexico",harmonics_utide_observations.txt,1.75,76,M2+27 K1+75 O1+86,M2-9 K1-1 O1-15,-390.0
,"Ensenada, Baja California, Mexico",harmonics_ticon4_worldwide.txt,-7,"Ensenada, Baja California, Mexico",harmonics_utide_observations.txt,0.0,6,M2+1 S2-4 K1+0 O1-2,M2-7 S2-9 K1-6 O1-7,-50.0
,"Cape Town, South Africa",harmonics_ticon4_worldwide.txt,-6,"Cape Town, South Africa",harmonics_utide_observations.txt,0.0,9,M2+3 S2+3 K1+3,M2-5 S2-7 K1-7,0.0
,"Stellendam (Haringvlietdam), Netherlands",harmonics_ticon4_worldwide.txt,-6,"Stellendam, buitenhaven, Netherlands",harmonics_utide_observations.txt,0.82,-16,M2-23 S2-22 K1-36 O1-12,M2-6 S2-7 K1-3 O1-9,
,"Inhambane (Rio Matumba.), Mozambique",harmonics_ticon4_worldwide.txt,-5,"Inhambane (Rio Matumba.), Mozambique",harmonics_att_np203_secondary.txt,0.02,26,M2+11 S2+17,M2-5 S2-9,
,"Kimmirut (Lake Harbour), Nunavut, Canada",harmonics_ticon4_worldwide.txt,-5,"Kimmirut (Lake Harbour), Nunavut, Canada",harmonics-2004-06-14_mod.txt,0.01,17,M2+6 S2+17 K1+45 O1+6,M2-4 S2-3 K1-5 O1-7,1.0
,"Male, Maldives",harmonics_ticon4_worldwide.txt,-5,"Male, Maldives",harmonics_att_np203_secondary.txt,0.53,-1,M2-3 S2-4 K1+1 O1+4,M2-6 S2+1 K1+6 O1-85,
,"Male Hulule, Maldives",harmonics_ticon4_worldwide.txt,-5,"Male, Maldives",harmonics_att_np203_secondary.txt,1.35,-1,M2+0 S2-3 K1+1 O1+4,M2-3 S2+1 K1+5 O1-84,
,"Andoany / Hell-Ville (Nosy Be), Madagascar",harmonics_ticon4_worldwide.txt,-5,"Andoany / Hell-Ville (Nosy Be), Madagascar",harmonics-1997-05-25_mod.txt,0.0,8,M2+4 S2-1 K1+9 O1-1,M2-5 S2-3 K1-4 O1-8,
,"Puerto Williams, Chile",harmonics_ticon4_worldwide.txt,-5,"Puerto Williams, Chile",harmonics_utide_observations.txt,0.0,-17,M2-6 S2-32 K1-37 O1-16,M2-4 S2-11 K1-5 O1-3,-10.0
,"Ringaskiddy (NMCI), Ireland",harmonics_ticon4_worldwide.txt,-5,"Cobh, Ireland",harmonics-1997-05-25_mod.txt,1.79,23,M2+11 S2+25 O1+18,M2-6 S2-3 O1-4,-20.0
,"Saldahna, South Africa",harmonics_ticon4_worldwide.txt,-5,"Saldanha, South Africa",harmonics_att_np203_secondary.txt,0.0,3,M2-2 S2-2 K1-2,M2-5 S2-6 K1-4,20.0
,"Shanwei, Guangdong, China",harmonics_ticon4_worldwide.txt,-5,"Shanwei, Guangdong, China",harmonics_utide_tidetables.txt,0.0,16,M2+7 S2+16 K1+16 O1+16,M2-9 S2+1 K1+4 O1-3,
,"Balboa, Panama",harmonics_ticon4_worldwide.txt,-4,"Balboa, Panama",harmonics_utide_observations.txt,0.0,4,M2+1 S2+1 K1+1 O1-7,M2-4 S2-3 K1-2 O1-7,0.0
,"Ballyglass (Broadhaven), Ireland",harmonics_ticon4_worldwide.txt,-4,"Ballyglass (Broadhaven), Ireland",harmonics_utide_tidetables.txt,0.0,-7,M2+1 S2-2 K1-20 O1-22,M2-4 S2-6 K1-2 O1+45,-5.0
,"Cox's Bazar, Bangladesh",harmonics_ticon4_worldwide.txt,-4,"Cox's Bazaar, Bangladesh",harmonics_utide_observations.txt,0.0,34,M2+22 S2+35 K1+50 O1-25,M2-3 S2-8 K1-26 O1+14,0.0
,"Faraday, Antarctica",harmonics_ticon4_worldwide.txt,-4,"Marina Point, Antarctica",harmonics_att_np207.txt,0.01,1,M2-1 S2-2 K1+3 O1+3,M2+1 S2+4 K1-1 O1-2,
,"Île Saint-Paul, French Southern and Antarctic Lands",harmonics_ticon4_worldwide.txt,-4,"St. Paul Island, French Southern Territories",harmonics_att_np203_secondary.txt,0.37,8,M2+2 S2+3 K1+10 O1-1,M2-8 S2-4 K1+6 O1-55,
,"Rothera, Antarctica",harmonics_ticon4_worldwide.txt,-4,"Rothera Point, Antarctica",harmonics_att_np207.txt,0.04,-1,M2-28 S2+12 K1+10 O1+7,M2-2 S2-7 K1-2 O1+21,
,"Rumoi, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,-4,"Rumoi, Hokkaido, Japan",harmonics_utide_observations.txt,0.01,0,M2-2 K1-5 O1-3,M2-4 K1-4 O1-3,0.0
,"Stavanger, Norway",harmonics_ticon4_worldwide.txt,-4,"Stavanger, Norway",harmonics_utide_observations.txt,0.0,,M2-4 S2-12,M2-3 S2-5,-10.0
,"Umashima, Ehime, Japan",harmonics_ticon4_worldwide.txt,-4,"Kurushima Koro, Ehime, Japan",harmonics_utide_observations.txt,0.63,32,M2+12 S2+6 K1+28 O1+44,M2-10 S2-12 K1-15 O1-24,10.0
,"Cartagena de Indias, Colombia",harmonics_ticon4_worldwide.txt,-3,"Cartagena, Colombia",harmonics_utide_observations.txt,1.11,11,M2+6 K1-0 O1+5,M2-5 K1+16 O1-6,0.0
,"Dongfang, Hainan, China",harmonics_ticon4_worldwide.txt,-3,"Dongfang (Basuo), Hainan, China",harmonics_utide_tidetables.txt,0.03,-4,M2-3 S2-7 K1-15 O1-4,M2-5 S2-1 K1-2 O1-3,
,"Kashima, Ibaraki, Japan",harmonics_ticon4_worldwide.txt,-3,"Kashima, Ibaraki, Japan",harmonics_utide_observations.txt,0.01,0,M2-2 S2-1 K1-3 O1-15,M2-3 S2-3 K1-2 O1-4,0.0
,"Mombasa (Kilindini Harbour), Kenya",harmonics_ticon4_worldwide.txt,-3,"Mombasa (Kilindini Harbour), Kenya",harmonics-1997-05-25_mod.txt,0.01,6,M2+1 S2+1 K1+2 O1+0,M2-2 S2-3 K1-7 O1-6,0.0
,"Oga, Akita, Japan",harmonics_ticon4_worldwide.txt,-3,"Oga, Akita, Japan",harmonics_utide_observations.txt,0.0,4,M2+4 K1-3 O1+1,M2-3 K1-2 O1-3,0.0
,"Oterdum, Netherlands",harmonics_ticon4_worldwide.txt,-3,"Knock (Ems), Germany",harmonics_utide_observations.txt,1.95,-3,M2-2 S2+13 K1-15 O1+7,M2+7 S2-4 K1+20 O1+4,10.0
,"Port-Bloc (La Pointe de Grave), France",harmonics_ticon4_worldwide.txt,-3,"Port-Bloc (La Pointe de Grave), France",harmonics_utide_observations.txt,0.0,15,M2+8 S2+9 K1+13 O1+16,M2-3 S2-4 K1-5 O1-5,0.0
,"Richards Bay, South Africa",harmonics_ticon4_worldwide.txt,-3,"Richards Bay, South Africa",harmonics_utide_observations.txt,0.0,1,M2-1 S2+2 K1-1,M2-3 S2-3 K1-1,0.0
,"Veracruz, Veracruz, Mexico",harmonics_ticon4_worldwide.txt,-3,"Veracruz, Veracruz, Mexico",harmonics_utide_observations.txt,0.0,-2,M2-5 K1-11 O1-4,M2-4 K1-2 O1-5,-390.0
,"Xiamen, Fujian, China",harmonics_ticon4_worldwide.txt,-3,"Xiamen, Fujian, China",harmonics_utide_tidetables.txt,0.0,8,M2+5 S2+2 K1+6 O1+14,M2-1 S2-8 K1+21 O1-10,
,"Zhapo (Heiling), Guangdong, China",harmonics_ticon4_worldwide.txt,-3,"Zhapo, Guangdong, China",harmonics_utide_observations.txt,0.0,2,M2+3 S2+2 K1+0 O1+3,M2-4 S2+1 K1-1 O1-1,
,"Arica, Chile",harmonics_ticon4_worldwide.txt,-2,"Arica, Chile",harmonics_utide_observations.txt,0.61,1,M2-2 S2-3 K1+3 O1+0,M2-2 S2-2 K1-1 O1-2,0.0
,"Brunswick, New South Wales, Australia",harmonics_ticon4_worldwide.txt,-2,"Brunswick Heads, New South Wales, Australia",harmonics-2004-06-14_mod.txt,0.0,28,M2+19 S2+21 K1+34 O1+48,M2-3 S2-2 K1+0 O1-2,
,"Cabo San Lucas, Baja California Sur, Mexico",harmonics_ticon4_worldwide.txt,-2,"Cabo San Lucas, Baja California Sur, Mexico",harmonics_utide_observations.txt,0.0,4,M2-0 S2+1 K1+2 O1+2,M2-2 S2-3 K1-3 O1-3,-390.0
,"Cádiz, Spain",harmonics_ticon4_worldwide.txt,-2,"Cádiz, Spain",harmonics_utide_tidetables.txt,0.01,13,M2+10 S2+10 K1+12 O1+8,M2-1 S2-2 K1-9 O1-6,
,"Cascais, Portugal",harmonics_ticon4_worldwide.txt,-2,"Cascais, Portugal",harmonics_utide_observations.txt,0.0,5,M2+1 S2+1 K1+2 O1-2,M2-3 S2-2 K1-4 O1-10,
,"Colón, Panama",harmonics_ticon4_worldwide.txt,-2,"Cristobal, Panama",harmonics_utide_observations.txt,0.0,5,M2+3 K1+2 O1+3,M2-2 K1-0 O1-4,0.0
,"Haikou, Hainan, China",harmonics_ticon4_worldwide.txt,-2,"Haikou (Xiuying), Hainan, China",harmonics_utide_tidetables.txt,0.81,-8,M2-34 S2-16 K1+15 O1+5,M2-6 S2+6 K1+1 O1+0,
,"Hiron Point (Pasur River), Bangladesh",harmonics_ticon4_worldwide.txt,-2,"Hiron Point (Pasur River), Bangladesh",harmonics_utide_observations.txt,0.0,-7,M2-7 S2-8 K1-6 O1-9,M2-2 S2-2 K1+1 O1-1,10.0
,"Holwerd, Netherlands",harmonics_ticon4_worldwide.txt,-2,"Holwerd, Veersteiger, Netherlands",harmonics_utide_observations.txt,0.1,29,M2+28 S2+27 K1-16 O1+35,M2-2 S2-2 K1+8 O1-12,
,"La Unión, El Salvador",harmonics_ticon4_worldwide.txt,-2,"La Union, El Salvador",harmonics_utide_observations.txt,1.54,-2,M2+2 S2+2 K1-16 O1-4,M2-2 S2-1 K1-5 O1+4,0.0
,"Legaspi, Philippines",harmonics_ticon4_worldwide.txt,-2,"Legaspi, Philippines",harmonics_att_np203_scs.txt,0.0,-3,M2-7 S2-2 K1-12 O1-1,M2-2 S2-1 K1-4 O1-3,10.0
,"Manzanillo, Colima, Mexico",harmonics_ticon4_worldwide.txt,-2,"Manzanillo, Colima, Mexico",harmonics_utide_observations.txt,0.0,1,M2-1 S2-2 K1-1 O1-8,M2-2 S2-3 K1-1 O1-3,360.0
,"Newport (River Usk), Wales, United Kingdom",harmonics_ticon4_worldwide.txt,-2,"Newport (River Usk), Wales, United Kingdom",harmonics-dwf-20100529-nonfree_mod.txt,0.0,-13,M2-1 S2-3 K1-27 O1-33,M2-1 S2-2 K1-2 O1+0,0.0
,"Oslo, Norway",harmonics_ticon4_worldwide.txt,-2,"Oslo, Norway",harmonics_utide_observations.txt,0.0,,M2+30,M2-2,10.0
,"Pointe-Noire, Republic of the Congo",harmonics_ticon4_worldwide.txt,-2,"Pointe-Noire, Republic of the Congo",harmonics_utide_tidetables.txt,0.0,4,M2+2 S2+4 K1+5,M2-1 S2-4 K1+2,5.0
,"Port Nolloth, South Africa",harmonics_ticon4_worldwide.txt,-2,"Port Nolloth, South Africa",harmonics_att_np203_secondary.txt,0.03,2,M2-1 S2+2 K1+4,M2-2 S2-0 K1-5,0.0
,"Puerto Montt, Chile",harmonics_ticon4_worldwide.txt,-2,"Puerto Montt, Chile",harmonics_utide_observations.txt,0.03,10,M2+2 S2+3 K1+13 O1+13,M2-2 S2-3 K1-2 O1-1,0.0
,"Jau-Dignac-et-Loirac (Richard), France",harmonics_ticon4_worldwide.txt,-2,"Jau-Dignac-et-Loirac (Richard), France",harmonics_utide_observations.txt,0.0,8,M2+5 S2+7 K1+6 O1+18,M2-2 S2-2 K1-14 O1+10,0.0
,"Saeki (Tsurumi Okimatsuura), Oita, Japan",harmonics_ticon4_worldwide.txt,-2,"Saeki (Tsurumi Okimatsuura), Oita, Japan",harmonics_utide_observations.txt,0.0,-5,M2-8 S2-9 K1-3 O1+2,M2-2 S2-1 K1+0 O1-2,0.0
,"Shiraoiko, Hokkaido, Japan",harmonics_ticon4_worldwide.txt,-2,"Shiraoiko, Hokkaido, Japan",harmonics_utide_observations.txt,0.0,2,M2+0 S2+1 K1+2 O1-5,M2-1 S2-2 K1-2 O1-2,0.0
,"Tregde (Mandal), Norway",harmonics_ticon4_worldwide.txt,-2,"Tregde (Mandal), Norway",harmonics_utide_observations.txt,0.0,,M2-4,M2-2,10.0
,"Union Hall Harbour, Ireland",harmonics_ticon4_worldwide.txt,-2,"Union Hall Harbour, Ireland",harmonics_utide_observations.txt,0.0,,M2+14 S2+21,M2-2 S2-2,0.0
,"Vairao, Tahiti, French Polynesia",harmonics_ticon4_worldwide.txt,-2,"Vairao Oututaata, French Polynesia",harmonics_utide_tidetables.txt,0.29,,M2+9 S2+8,M2-2 S2-1,0.0
,"Fukushima (Yoshioka), Hokkaido, Japan",harmonics_ticon4_worldwide.txt,-2,"Fukushima (Yoshioka), Hokkaido, Japan",harmonics_utide_observations.txt,0.01,-17,M2+25 S2+21 K1-57 O1-91,M2-2 S2-2 K1-0 O1-1,0.0
,"Acapulco (Puerto), Guerrero, Mexico",harmonics_ticon4_worldwide.txt,-1,"Acapulco, Guerrero, Mexico",harmonics_utide_observations.txt,0.0,3,M2+7 S2+1 K1+5 O1-3,M2+3 S2-3 K1+0 O1-2,-720.0
,"Akabane, Aichi, Japan",harmonics_ticon4_worldwide.txt,-1,"Akabane, Aichi, Japan",harmonics_utide_observations.txt,0.0,-4,M2+0 S2+2 K1-13 O1-12,M2-1 S2-0 K1+0 O1-2,0.0
