Quelle;Station;Typ;Lat;Lon;Referenz-Quelle;Referenz-Station;Match-Typ;Distanz_km;Ø_Zeitdiff_min;Ø_Höhendiff_m;N_Events;Status
Classic 2004;Lévis, Québec, Canada;Ref;46.712;-71.3788;;;;;;;;Keine Referenz gefunden
Classic 2004;Lévis, Québec, Canada;Ref;46.7613;-71.2403;;;;;;;;Keine Referenz gefunden
Classic 2004;Lewis Bay, Nunavut, Canada;Ref;63.6;-68.075;;;;;;;;Keine Referenz gefunden
Classic 2004;Lewisporte, Newfoundland, Canada;Ref;49.2465;-55.053;;;;;;;;Keine Referenz gefunden
Classic 2004;Lighthouse Cove, Nova Scotia, Canada;Ref;44.2495;-66.3924;;;;;;;;Keine Referenz gefunden
Classic 2004;Lincoln Bay, Nunavut, Canada;Ref;82.1167;-62.0667;;;;;;;;Keine Referenz gefunden
Classic 2004;Liscomb Harbour, Nova Scotia, Canada;Ref;45.0239;-61.9967;;;;;;;;Keine Referenz gefunden
Classic 2004;Little Bay Arm, Newfoundland, Canada;Ref;49.6008;-55.9233;;;;;;;;Keine Referenz gefunden
Classic 2004;Little Cornwallis Island, Nunavut, Canada;Ref;75.3833;-96.95;TICON4;Little Cornwallis, Nunavut, Canada;Proximity (0.0km);0.0;335.5;0.715;4;OK
Classic 2004;Little Ferry, New Jersey;Ref;40.8467;-74.0317;DWF 2025;Ridgefield Park, Hackensack River, New Jersey;Proximity (0.4km);0.4;37.8;0.099;5;OK
Classic 2004;Little Harbour, Nova Scotia, Canada;Ref;44.7087;-62.8418;;;;;;;;Keine Referenz gefunden
Classic 2004;Little Pottsburg Creek, St. Johns River, Florida (5);Ref;30.31;-81.61;DWF 2025;Little Pottsburg Creek, Florida;Proximity (0.0km);;4.2;1.434;6;OK
Classic 2004;Little St. Marys River, Florida;Ref;30.7317;-81.7267;DWF 2025;Little St. Marys River, St. Marys River, Florida;Proximity (0.0km);;-28.8;0.828;6;OK
Classic 2004;Liverpool Bay, Nunavut/NWT, Canada;Ref;69.7167;-130.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Liverpool, Nova Scotia, Canada;Ref;44.0484;-64.6947;;;;;;;;Keine Referenz gefunden
Classic 2004;Lizard Island, Australia;Ref;-14.6667;145.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Lockeport, Nova Scotia, Canada;Ref;43.7015;-65.107;;;;;;;;Keine Referenz gefunden
Classic 2004;Locks Cove, Newfoundland, Canada;Ref;51.3374;-55.9547;;;;;;;;Keine Referenz gefunden
Classic 2004;Loggieville, New Brunswick, Canada;Ref;47.0744;-65.3843;;;;;;;;Keine Referenz gefunden
Classic 2004;Lolomo Passage, Solomon Islands;Ref;-8.1833;157.6833;;;;;;;;Keine Referenz gefunden
Classic 2004;Long Beach, Newfoundland, Canada;Ref;47.9965;-53.8107;;;;;;;;Keine Referenz gefunden
Classic 2004;Long Harbour, Newfoundland, Canada;Ref;47.4333;-54.8167;;;;;;;;Keine Referenz gefunden
Classic 2004;Long Island, New Brunswick, Canada;Ref;45.1496;-66.9611;;;;;;;;Keine Referenz gefunden
Classic 2004;Long Island, Nunavut, Canada;Ref;54.7667;-79.7333;;;;;;;;Keine Referenz gefunden
Classic 2004;Long Key Channel (East), Florida;Ref;24.8033;-80.85;DWF 2025;Long Key, western end, Florida;Proximity (0.0km);;-13.2;0.026;6;OK
Classic 2004;Long Key Channel (West), Florida;Ref;24.7917;-80.8833;DWF 2025;Conch Key, eastern end, Florida;Proximity (0.0km);;-266.0;0.177;2;OK
Classic 2004;Long Key Viaduct, Florida Current;Ref;24.8017;-80.865;;;;;;;;Current-Station (übersprungen)
Classic 2004;Long Key, east of drawbridge, Florida Current;Ref;24.84;-80.77;;;;;;;;Current-Station (übersprungen)
Classic 2004;Long Pond, Newfoundland, Canada;Ref;47.5174;-52.9786;;;;;;;;Keine Referenz gefunden
Classic 2004;Longbranch (USCOE dredge depot), Florida (3);Ref;30.36;-81.62;DWF 2025;Jacksonville, Long Branch, Florida;Proximity (0.0km);;-3.0;1.483;4;OK
Classic 2004;Longbranch (USCOE dredge depot), Florida (4);Ref;30.36;-81.62;DWF 2025;Jacksonville, Long Branch, Florida;Proximity (0.0km);;-5.0;0.884;4;OK
Classic 2004;Longbranch (USCOE dredge depot), Florida (5);Ref;30.36;-81.62;DWF 2025;Jacksonville, Long Branch, Florida;Proximity (0.0km);;-6.5;1.390;4;OK
Classic 2004;Longbranch (USCOE dredge depot), Florida (6);Ref;30.36;-81.62;DWF 2025;Jacksonville, Long Branch, Florida;Proximity (0.0km);;0.0;0.896;4;OK
Classic 2004;Longstaff Bluff #1, Nunavut, Canada;Ref;68.9;-75.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Loon Island, Nunavut, Canada;Ref;53.8147;-79.1708;;;;;;;;Keine Referenz gefunden
Classic 2004;Lorne (Louttit Bay), Australia;Ref;-38.547;143.9881;UTide AU;Lorne, Australia;Proximity (0.0km);0.0;65.0;0.413;8;OK
Classic 2004;Lorneville, New Brunswick, Canada;Ref;45.1927;-66.1482;;;;;;;;Keine Referenz gefunden
Classic 2004;Louisbourg, Nova Scotia, Canada;Ref;45.9166;-59.9707;;;;;;;;Keine Referenz gefunden
Classic 2004;Low Islets, Australia;Ref;-16.3833;145.5667;;;;;;;;Keine Referenz gefunden
Classic 2004;Low Wooded Isle, Australia;Ref;-15.0833;145.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Lowe Inlet, British Columbia (2), Canada;Ref;53.55;-129.5833;;;;;;;;Keine Referenz gefunden
Classic 2004;Lowe Point (northeast of), Sasanoa River, Maine Current;Ref;43.8517;-69.7217;;;;;;;;Current-Station (übersprungen)
Classic 2004;Lower Attawaspiskat, Ontario, Canada;Ref;52.9667;-82.2667;;;;;;;;Keine Referenz gefunden
Classic 2004;Lower East Pubnico, Nova Scotia, Canada;Ref;43.6304;-65.7713;;;;;;;;Keine Referenz gefunden
Classic 2004;Lower Hell Gate (Knubble Bay, Maine) Current;Ref;43.8767;-69.73;;;;;;;;Current-Station (übersprungen)
Classic 2004;Lower Neguac, New Brunswick, Canada;Ref;47.2565;-65.0531;;;;;;;;Keine Referenz gefunden
Classic 2004;Lower Wedgeport, Nova Scotia, Canada;Ref;43.7121;-65.9844;;;;;;;;Keine Referenz gefunden
Classic 2004;Lubec, Maine;Ref;44.87;-67.018;DWF 2025;Estes Head, Eastport (depth 13 ft), Maine Current;Proximity (2.7km);2.7;;;;Keine Vorhersagen
Classic 2004;Lubec, Maine;Ref;44.821;-66.992;;;;;;;;Keine Referenz gefunden
Classic 2004;Lucinda, Australia;Ref;-18.5167;146.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Lund, British Columbia (2), Canada;Ref;49.9833;-124.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Lunenburg, Nova Scotia (2), Canada;Ref;44.3753;-64.307;;;;;;;;Keine Referenz gefunden
Classic 2004;Lynher Bank, Australia;Ref;-15.4667;122.0167;;;;;;;;Keine Referenz gefunden
Classic 2004;Maatsuyker Island, Tasmania;Ref;-43.6667;146.3167;;;;;;;;Keine Referenz gefunden
Classic 2004;Macleay Island, Australia;Ref;-15.95;123.6833;;;;;;;;Keine Referenz gefunden
Classic 2004;Maeda, Yamaguti, Japan;Ref;33.9667;130.967;TICON4;Miojin Hana, Japan;Proximity (2.5km);2.5;-201.5;2.725;4;OK
Classic 2004;Magome, Nagasaki, Japan;Ref;33.0333;129.617;;;;;;;;Keine Referenz gefunden
Classic 2004;Magosaki, Tokusima, Japan;Ref;34.2333;134.65;;;;;;;;Keine Referenz gefunden
Classic 2004;Makkovik Bank North, Labrador, Canada;Ref;55.7167;-58.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Makkovik, Labrador, Canada;Ref;55.0829;-59.1701;;;;;;;;Keine Referenz gefunden
Classic 2004;Makuti, Kanagawa, Japan;Ref;35.15;139.683;;;;;;;;Keine Referenz gefunden
Classic 2004;Makwaziniht Island, British Columbia (2), Canada;Ref;50.555;-127.555;;;;;;;;Keine Referenz gefunden
Classic 2004;Malagash, Nova Scotia, Canada;Ref;45.7746;-63.2958;;;;;;;;Keine Referenz gefunden
Classic 2004;Malakal Harbor, Palau Islands, Caroline Islands;Ref;7.33;134.47;DWF 2025;Malakal Harbor, Palau;Proximity (0.5km);0.5;0.4;0.003;8;OK
Classic 2004;Malibu Inner, British Columbia, Canada;Ref;50.0167;-123.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Malibu Outer, British Columbia, Canada;Ref;50.0167;-123.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Mallison Island, Australia;Ref;-12.1833;136.1;;;;;;;;Keine Referenz gefunden
Classic 2004;Malpeque, Prince Edward Island, Canada;Ref;46.524;-63.6966;;;;;;;;Keine Referenz gefunden
Classic 2004;Manasquan Inlet, USCG Station, New Jersey;Ref;40.1017;-74.035;DWF 2025;Manasquan Inlet, USCG station, New Jersey;Name;;5.2;0.039;5;OK
Classic 2004;Manazuru, Kanagawa, Japan;Ref;35.15;139.15;;;;;;;;Keine Referenz gefunden
Classic 2004;Mangrove Point, Crystal Bay, Florida;Ref;28.87;-82.7233;DWF 2025;Mangrove Pt., Crystal Bay, Florida;Proximity (0.0km);;-0.2;0.004;6;OK
Classic 2004;Manzeki-Eastern-Ent., Nagasaki, Japan;Ref;34.3;129.367;;;;;;;;Keine Referenz gefunden
Classic 2004;Manzeki-Thuo, Nagasaki, Japan;Ref;34.3;129.35;;;;;;;;Keine Referenz gefunden
Classic 2004;Manzeki-Western-Ent., Nagasaki, Japan;Ref;34.3;129.367;;;;;;;;Keine Referenz gefunden
Classic 2004;Maple Bay, British Columbia (2), Canada;Ref;48.8157;-123.6096;;;;;;;;Keine Referenz gefunden
Classic 2004;Marble Island, Nunavut, Canada;Ref;62.6833;-91.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Marblehead Channel, Massachusetts Current;Ref;42.5;-70.8167;;;;;;;;Current-Station (übersprungen)
Classic 2004;Marblehead, Massachusetts;Ref;42.5;-70.85;DWF 2025;Marblehead Channel (depth 17 ft), Salem Sound, Massachusetts Current;Proximity (2.4km);2.4;;;;Keine Vorhersagen
Classic 2004;Mare Island, Naval Shipyard, California;Ref;38.07;-122.25;DWF 2025;Mare Island Naval Shipyard, Carquinez Strait, California;Proximity (0.0km);;15.7;0.031;6;OK
Classic 2004;Margaree Breakwater, Nova Scotia, Canada;Ref;46.4431;-61.1129;;;;;;;;Keine Referenz gefunden
Classic 2004;Margaree Trailer, Nova Scotia, Canada;Ref;46.4401;-61.113;;;;;;;;Keine Referenz gefunden
Classic 2004;Margretsville, Nova Scotia, Canada;Ref;45.0488;-65.0629;;;;;;;;Keine Referenz gefunden
Classic 2004;Marie Joseph, Nova Scotia, Canada;Ref;44.9655;-62.0793;;;;;;;;Keine Referenz gefunden
Classic 2004;Marion Reef, Coral Sea;Ref;-19.1;152.4;;;;;;;;Keine Referenz gefunden
Classic 2004;Marovo Lagoon, Solomon Islands;Ref;-8.5;157.9667;;;;;;;;Keine Referenz gefunden
Classic 2004;Marquis Island, Australia;Ref;-22.3333;150.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Marugame, Kagawa, Japan;Ref;34.3;133.8;;;;;;;;Keine Referenz gefunden
Classic 2004;Mary Ann Haven, Australia;Ref;-33.95;120.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Maskinongé (municipalité), Québec, Canada;Ref;46.1948;-72.8955;;;;;;;;Keine Referenz gefunden
Classic 2004;Massacre Bay, Attu Island, Alaska;Ref;52.84;173.195;DWF 2025;Attu, Massacre Bay, Alaska;Proximity (0.0km);;-0.2;0.003;6;OK
Classic 2004;Masset, British Columbia (2), Canada;Ref;54.01;-132.149;UTide CA;Masset, British Columbia, Canada;Proximity (0.0km);;7.4;0.125;8;OK
Classic 2004;Matane, Québec, Canada;Ref;48.8533;-67.5332;;;;;;;;Keine Referenz gefunden
Classic 2004;Matoya, Mie, Japan;Ref;34.3667;136.867;;;;;;;;Keine Referenz gefunden
Classic 2004;Mattapoisett, Mattapoisett Harbor, Buzzards Bay, Massachusetts;Ref;41.6567;-70.8133;DWF 2025;Mattapoisett, Mattapoisett Harbor, Buzzards Bay, Massachusetts;Name;;-11.8;0.082;4;OK
Classic 2004;Matthew Town, Great Inagua Island, Bahamas;Ref;20.95;-73.6833;;;;;;;;Keine Referenz gefunden
Classic 2004;Matthews Cove, New Brunswick, Canada;Ref;45.052;-66.8945;;;;;;;;Keine Referenz gefunden
Classic 2004;Matukawaura, Fukusima, Japan;Ref;37.8167;140.983;TICON4;Sooma, Fukusima, Japan;Proximity (2.4km);2.4;-151.3;0.690;3;OK
Classic 2004;Matunami, Ishikawa, Japan;Ref;37.35;137.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Matusaka, Mie, Japan;Ref;34.6;136.567;;;;;;;;Keine Referenz gefunden
Classic 2004;Matusima (Nagasaki), Nagasaki, Japan;Ref;32.9333;129.617;;;;;;;;Keine Referenz gefunden
Classic 2004;Mawari, Nagasaki, Japan;Ref;34.3667;129.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Maxwell Bay, Nunavut, Canada;Ref;74.6833;-88.9;;;;;;;;Keine Referenz gefunden
Classic 2004;Mayport (ferry dock), Florida;Ref;30.395;-81.4317;DWF 2025;Mayport, St. Johns River, Florida;Proximity (0.0km);;-4.2;0.018;4;OK
Classic 2004;Mayport (ferry dock), Florida (3);Ref;30.3917;-81.4317;DWF 2025;Mayport (Ferry Depot), Florida;Proximity (0.2km);0.2;1.2;0.584;4;OK
Classic 2004;Mayport (ferry dock), Florida (4);Ref;30.3917;-81.4317;DWF 2025;Mayport (Ferry Depot), Florida;Proximity (0.2km);0.2;3.2;0.553;4;OK
Classic 2004;Mayport (ferry dock), Florida (6);Ref;30.3917;-81.4317;DWF 2025;Mayport (Ferry Depot), Florida;Proximity (0.2km);0.2;-5.0;0.622;4;OK
Classic 2004;Mayport (ferry dock), Florida (7);Ref;30.3917;-81.4317;DWF 2025;Mayport (Ferry Depot), Florida;Proximity (0.2km);0.2;-2.2;0.574;4;OK
Classic 2004;Mayport (ferry dock), Florida (8);Ref;30.3917;-81.4317;DWF 2025;Mayport (Ferry Depot), Florida;Proximity (0.2km);0.2;0.5;0.481;4;OK
Classic 2004;Mc Donald Point, New Brunswick, Canada;Ref;45.7188;-66.0476;;;;;;;;Keine Referenz gefunden
Classic 2004;Mcbean Island, Nunavut, Canada;Ref;72.6333;-89.6333;;;;;;;;Keine Referenz gefunden
Classic 2004;Mcewin Islet, Australia;Ref;-22.15;149.6;;;;;;;;Keine Referenz gefunden
Classic 2004;McKenney Islands, British Columbia (2), Canada;Ref;52.65;-129.472;;;;;;;;Keine Referenz gefunden
Classic 2004;Mcmaster Island, New Brunswick, Canada;Ref;45.0543;-66.9309;;;;;;;;Keine Referenz gefunden
Classic 2004;McPherson Point, British Columbia (2), Canada;Ref;54.247;-132.98;;;;;;;;Keine Referenz gefunden
Classic 2004;Mctavish Island, Québec, Canada;Ref;57.05;-76.8667;;;;;;;;Keine Referenz gefunden
Classic 2004;Me Sima, Nagasaki, Japan;Ref;32.0;128.35;;;;;;;;Keine Referenz gefunden
Classic 2004;Meadowdale, Washington;Ref;47.85;-122.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Mellish Reef, Coral Sea;Ref;-17.4167;155.8667;;;;;;;;Keine Referenz gefunden
Classic 2004;Memory Rock, Bahamas;Ref;26.95;-79.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Menemsha Bight, Martha's Vineyard, Massachusetts;Ref;41.35;-70.7667;DWF 2025;Menemsha Harbor, Massachusetts;Proximity (0.5km);0.5;-15.8;0.017;4;OK
Classic 2004;Mera-Koura, Sizuoka, Japan;Ref;34.6667;138.783;;;;;;;;Keine Referenz gefunden
Classic 2004;Merauke, Irian Jaya, Indonesia;Ref;-8.5333;140.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Mereworth Sound, British Columbia, Canada;Ref;51.176;-127.409;;;;;;;;Keine Referenz gefunden
Classic 2004;Merigomish Harbour, Nova Scotia, Canada;Ref;45.6488;-62.4489;;;;;;;;Keine Referenz gefunden
Classic 2004;Mermaid Bay, British Columbia (2), Canada;Ref;50.404;-125.1854;;;;;;;;Keine Referenz gefunden
Classic 2004;Merrimack River Entrance, Massachusetts;Ref;42.8167;-70.8167;DWF 2025;Plum Island, Merrimack River entrance, Merrimack River, Massachusetts;Proximity (0.3km);0.3;9.2;0.091;5;OK
Classic 2004;Meteghan, Nova Scotia, Canada;Ref;44.1949;-66.1672;;;;;;;;Keine Referenz gefunden
Classic 2004;Meyers Narrows, British Columbia (2), Canada;Ref;52.604;-128.617;;;;;;;;Keine Referenz gefunden
Classic 2004;Miami Harbor Entrance, Florida;Ref;25.7683;-80.1317;DWF 2025;Miami Beach (city pier), Florida;Proximity (0.0km);;0.6;0.005;5;OK
Classic 2004;Miami Harbor Entrance, Florida Current;Ref;25.765;-80.1367;;;;;;;;Current-Station (übersprungen)
Classic 2004;Middle Arm, British Columbia, Canada;Ref;49.1833;-123.1667;;;;;;;;Keine Referenz gefunden
Classic 2004;Middle Cove, Newfoundland, Canada;Ref;47.6509;-52.6959;;;;;;;;Keine Referenz gefunden
Classic 2004;Middle Island Anchorage, Australia;Ref;-21.65;150.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Miike, Hukuoka, Japan;Ref;33.0167;130.417;;;;;;;;Keine Referenz gefunden
Classic 2004;Miiraku, Nagasaki, Japan;Ref;32.75;128.7;;;;;;;;Keine Referenz gefunden
Classic 2004;Mikata (Aso Wan), Nagasaki, Japan;Ref;34.2833;129.267;;;;;;;;Keine Referenz gefunden
Classic 2004;Mill Bay, British Columbia (2), Canada;Ref;54.994;-129.891;;;;;;;;Keine Referenz gefunden
Classic 2004;Mill Cove, Nova Scotia, Canada;Ref;44.5801;-64.0521;;;;;;;;Keine Referenz gefunden
Classic 2004;Milne Inlet (Head), Nunavut, Canada;Ref;71.8936;-80.8555;;;;;;;;Keine Referenz gefunden
Classic 2004;Milne Island, British Columbia (2), Canada;Ref;52.609;-128.769;;;;;;;;Keine Referenz gefunden
Classic 2004;Milner Bay, Australia;Ref;-13.8333;136.5;;;;;;;;Keine Referenz gefunden
Classic 2004;Miminegash, Prince Edward Island, Canada;Ref;46.8801;-64.2344;;;;;;;;Keine Referenz gefunden
Classic 2004;Mimitu, Miyazaki, Japan;Ref;32.3333;131.617;;;;;;;;Keine Referenz gefunden
Classic 2004;Minamata, Kumamoto, Japan;Ref;32.2;130.383;;;;;;;;Keine Referenz gefunden
Classic 2004;Minami-Daito Sima, Okinawa, Japan;Ref;25.8167;131.233;;;;;;;;Keine Referenz gefunden
Classic 2004;Minas Basin (Ray .4), Nova Scotia, Canada;Ref;45.3167;-64.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Miners Bay, British Columbia (2), Canada;Ref;48.85;-123.3;;;;;;;;Keine Referenz gefunden
Classic 2004;Mingan, Québec, Canada;Ref;50.2892;-64.0202;;;;;;;;Keine Referenz gefunden
Classic 2004;Minmaya, Aomori, Japan;Ref;41.2;140.417;;;;;;;;Keine Referenz gefunden
Classic 2004;Mino, Hirosima, Japan;Ref;34.25;132.383;;;;;;;;Keine Referenz gefunden
Classic 2004;Mio, Wakayama, Japan;Ref;33.8833;135.083;;;;;;;;Keine Referenz gefunden
Classic 2004;Miscou Harbour, New Brunswick, Canada;Ref;47.8962;-64.5786;;;;;;;;Keine Referenz gefunden
Classic 2004;Misima (Hiuti Nada), Ehime, Japan;Ref;33.9833;133.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Misima, Papua New Guinea;Ref;-10.7;152.7833;;;;;;;;Keine Referenz gefunden
Classic 2004;Mitarai, Hirosima, Japan;Ref;34.1833;132.867;;;;;;;;Keine Referenz gefunden
Classic 2004;Mitaziri, Yamaguti, Japan;Ref;34.0333;131.583;TICON4;Hofu, Japan;Proximity (0.0km);0.0;-193.2;1.830;4;OK
Classic 2004;Mitlenatch Island, British Columbia (2), Canada;Ref;49.95;-124.998;;;;;;;;Keine Referenz gefunden
Classic 2004;Mituisi, Hokkaido, Japan;Ref;42.25;142.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Mitukue, Ehime, Japan;Ref;33.45;132.233;;;;;;;;Keine Referenz gefunden
Classic 2004;Miya, Aichi, Japan;Ref;34.8167;137.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Miyanoura (Nao Sima), Kagawa, Japan;Ref;34.45;133.967;;;;;;;;Keine Referenz gefunden
Classic 2004;Miyanoura (Oita), Oita, Japan;Ref;32.8833;132.0;;;;;;;;Keine Referenz gefunden
Classic 2004;Miyazaki (Toyama), Toyama, Japan;Ref;36.9667;137.583;;;;;;;;Keine Referenz gefunden
Classic 2004;Mizu-No-Ura (Goto), Nagasaki, Japan;Ref;32.75;128.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Mizu-No-Ura (Kyusyu/w.), Nagasaki, Japan;Ref;32.75;129.867;TICON4;Matugae, Nagasaki, Japan;Proximity (1.9km);1.9;-183.7;1.830;3;OK
Classic 2004;Mizusima, Okayama, Japan;Ref;34.5167;133.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Moa Island, Torres Strait;Ref;-10.2333;142.2167;;;;;;;;Keine Referenz gefunden
Classic 2004;Mobile Bay Entrance, Alabama Current;Ref;30.2333;-88.0333;;;;;;;;Current-Station (übersprungen)
Classic 2004;Modo Ura, Nagasaki, Japan;Ref;34.3;129.383;;;;;;;;Keine Referenz gefunden
Classic 2004;Moffatt Islands, British Columbia (2), Canada;Ref;54.446;-130.726;;;;;;;;Keine Referenz gefunden
Classic 2004;Molasses Key Channel, Molasses Keys, Florida;Ref;24.6833;-81.1917;DWF 2025;Molasses Key Channel, Molasses Keys, Florida;Name;;4.7;0.015;6;OK
Classic 2004;Molle Island, Australia;Ref;-20.25;148.8333;;;;;;;;Keine Referenz gefunden
Classic 2004;Moncrief Creek entrance, Trout River, Florida (3);Ref;30.3917;-81.6617;DWF 2025;Moncrief Creek entrance, Trout River, Florida;Name;;-0.8;1.521;6;OK
Classic 2004;Money Key, Florida;Ref;24.6833;-81.2167;DWF 2025;Money Key, Florida;Name;;42.3;0.008;6;OK
Classic 2004;Mongo Passage, Solomon Islands;Ref;-8.35;157.8667;;;;;;;;Keine Referenz gefunden
Classic 2004;Monhegan Island, Maine;Ref;43.765;-69.3217;DWF 2025;Monhegan Island, Maine;Name;;8.0;0.062;6;OK
Classic 2004;Monkey Mia, Australia;Ref;-25.8;113.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Mont-Louis, Québec, Canada;Ref;49.2352;-65.7375;;;;;;;;Keine Referenz gefunden
Classic 2004;Montague Harbour, British Columbia (2), Canada;Ref;48.8927;-123.3922;;;;;;;;Keine Referenz gefunden
Classic 2004;Montague, Prince Edward Island, Canada;Ref;46.1647;-62.6463;;;;;;;;Keine Referenz gefunden
Classic 2004;Moonstone Beach, Rhode Island;Ref;41.3667;-71.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Moosonee, James Bay, Ontario, Canada;Ref;51.2833;-80.6333;;;;;;;;Keine Referenz gefunden
Classic 2004;Morehead City, North Carolina;Ref;34.72;-76.7267;DWF 2025;Morehead City, North Carolina;Name;2.9;2.2;0.092;4;OK
Classic 2004;Moroiso, Kanagawa, Japan;Ref;35.15;139.617;TICON4;Aburatubo, Kanagawa, Japan;Proximity (1.1km);1.1;-181.7;0.963;3;OK
Classic 2004;Morozaki, Aichi, Japan;Ref;34.7;136.983;;;;;;;;Keine Referenz gefunden
Classic 2004;Morris Island, Australia;Ref;-13.4833;143.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Morro Bay, California;Ref;35.367;-120.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Morro Beach, Estero Bay, California;Ref;35.4;-120.8667;;;;;;;;Keine Referenz gefunden
Classic 2004;Morse Basin, British Columbia (2), Canada;Ref;54.2583;-130.2376;;;;;;;;Keine Referenz gefunden
Classic 2004;Moruya, Australia;Ref;-35.9;150.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Moser Channel (swingbridge), Florida Current;Ref;24.7;-81.17;;;;;;;;Current-Station (übersprungen)
Classic 2004;Mould Bay, Nunavut/NWT, Canada;Ref;76.2833;-119.4667;;;;;;;;Keine Referenz gefunden
Classic 2004;Moura, Aomori, Japan;Ref;40.95;140.867;;;;;;;;Keine Referenz gefunden
Classic 2004;Moyoro Wan, Hokkaido, Japan;Ref;45.4333;148.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Mozi, Hukuoka, Japan;Ref;33.9333;130.967;TICON4;Miojin Hana, Japan;Proximity (1.6km);1.6;-186.8;1.362;4;OK
Classic 2004;Mukogasaki, Kanagawa, Japan;Ref;35.1333;139.617;TICON4;Aburatubo, Kanagawa, Japan;Proximity (3.0km);3.0;-173.3;1.010;3;OK
Classic 2004;Muroo, Hirosima, Japan;Ref;34.1;132.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Murotu (Awazi Sima), Hyogo, Japan;Ref;34.5333;134.867;;;;;;;;Keine Referenz gefunden
Classic 2004;Murotu (Kaminoseki), Yamaguti, Japan;Ref;33.8333;132.117;;;;;;;;Keine Referenz gefunden
Classic 2004;Murotu (Koti), Koti, Japan;Ref;33.2833;134.15;TICON4;Murotozaki, Koti, Japan;Proximity (2.3km);2.3;-175.7;1.073;3;OK
Classic 2004;Murphy Cove, Nova Scotia, Canada;Ref;44.7855;-62.7621;;;;;;;;Keine Referenz gefunden
Classic 2004;Murray Harbour, Prince Edward Island, Canada;Ref;46.0055;-62.5235;;;;;;;;Keine Referenz gefunden
Classic 2004;Musgrave Harbour, Newfoundland, Canada;Ref;49.4538;-53.9584;;;;;;;;Keine Referenz gefunden
Classic 2004;Musquash Harbour, New Brunswick, Canada;Ref;45.1485;-66.2579;;;;;;;;Keine Referenz gefunden
Classic 2004;Mutine Point, British Columbia (2), Canada;Ref;48.942;-125.019;;;;;;;;Keine Referenz gefunden
Classic 2004;Mutine Point, British Columbia, Canada;Ref;48.942;-125.019;;;;;;;;Keine Referenz gefunden
Classic 2004;Mutton Bay, Québec, Canada;Ref;50.7693;-59.0323;;;;;;;;Keine Referenz gefunden
Classic 2004;Myrtle Beach, South Carolina;Ref;33.6833;-78.885;;;;;;;;Keine Referenz gefunden
Classic 2004;Mys Etolina, Kurile Islands;Ref;45.8167;149.95;;;;;;;;Keine Referenz gefunden
Classic 2004;Mys Kapuetnyi, Kurile Islands;Ref;50.0667;155.217;;;;;;;;Keine Referenz gefunden
Classic 2004;Mys Savushkina, Kurile Islands;Ref;50.75;156.133;;;;;;;;Keine Referenz gefunden
Classic 2004;Naarai, Tiba, Japan;Ref;35.7;140.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Naga Ura, Kanagawa, Japan;Ref;35.3167;139.65;;;;;;;;Keine Referenz gefunden
Classic 2004;Nagahama (Hiro Wan), Hirosima, Japan;Ref;34.2167;132.617;;;;;;;;Keine Referenz gefunden
Classic 2004;Nagahama (Iyo Nada), Ehime, Japan;Ref;33.6167;132.483;;;;;;;;Keine Referenz gefunden
Classic 2004;Nagasaki Megami, Nagasaki, Japan;Ref;32.7167;129.85;TICON4;Kogo, Japan;Proximity (1.6km);1.6;-188.0;1.797;3;OK
Classic 2004;Nagasima (Mie), Mie, Japan;Ref;34.2;136.333;;;;;;;;Keine Referenz gefunden
Classic 2004;Nagasu, Kumamoto, Japan;Ref;32.9167;130.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Nagayama, Okinawa, Japan;Ref;24.8;125.2;;;;;;;;Keine Referenz gefunden
