Quelle;Station;Typ;Lat;Lon;Referenz-Quelle;Referenz-Station;Match-Typ;Distanz_km;Ø_Zeitdiff_min;Ø_Höhendiff_m;N_Events;Status
Classic 2004;Eiði, Faroe Islands;Ref;62.2958;-7.09;;;;;;;;Keine Referenz gefunden
Classic 2004;Eiðsvík, Faroe Islands;Ref;62.3033;-6.4713;;;;;;;;Keine Referenz gefunden
Classic 2004;Ekalugarsuit, Greenland;Ref;60.7333;-46.0167;TICON4;Qaqortoq, Denmark;Proximity (2.0km);2.0;61.8;1.368;4;OK
Classic 2004;El Golfo de Santa Clara, Sonora, Mexico;Ref;31.6842;-114.5019;;;;;;;;Keine Referenz gefunden
Classic 2004;Elbow Cay, Cay Sal Bank, Bahamas;Ref;23.95;-80.4667;;;;;;;;Keine Referenz gefunden
Classic 2004;Elbow Point, Australia;Ref;-25.7833;153.0333;;;;;;;;Keine Referenz gefunden
Classic 2004;Eleuthera Island (east coast), Bahamas;Ref;24.9333;-76.15;;;;;;;;Keine Referenz gefunden
Classic 2004;Eleuthera Island (west coast), Bahamas;Ref;25.25;-76.3167;;;;;;;;Keine Referenz gefunden
Classic 2004;Ellerslie, Prince Edward Island, Canada;Ref;46.65;-63.9167;;;;;;;;Keine Referenz gefunden
Classic 2004;Elliot Heads, Australia;Ref;-24.9167;152.4833;;;;;;;;Keine Referenz gefunden
Classic 2004;Elliston, Australia;Ref;-33.6333;134.8667;;;;;;;;Keine Referenz gefunden
Classic 2004;Emily Harbour, Labrador, Canada;Ref;54.5411;-57.1916;;;;;;;;Keine Referenz gefunden
Classic 2004;Emu Bay, Australia;Ref;-35.5906;137.5062;;;;;;;;Keine Referenz gefunden
Classic 2004;Enoura (Mekari Seto), Hirosima, Japan;Ref;34.35;133.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Entrance Island, Australia;Ref;-11.9667;134.25;;;;;;;;Keine Referenz gefunden
Classic 2004;Entrance Island, Nunavut, Canada;Ref;69.9;-85.6;;;;;;;;Keine Referenz gefunden
Classic 2004;Erimo, Hokkaido, Japan;Ref;42.0167;143.15;;;;;;;;Keine Referenz gefunden
Classic 2004;Erimomisaki, Hokkaido, Japan;Ref;41.9333;143.233;;;;;;;;Keine Referenz gefunden
Classic 2004;Eskimo Lakes Station 1c, Nunavut/NWT, Canada;Ref;69.5667;-131.2833;;;;;;;;Keine Referenz gefunden
Classic 2004;Eskimo Lakes Station 2b, Nunavut/NWT, Canada;Ref;69.5667;-131.4;;;;;;;;Keine Referenz gefunden
Classic 2004;Eta Uti, Hirosima, Japan;Ref;34.25;132.467;;;;;;;;Keine Referenz gefunden
Classic 2004;Etomo, Simane, Japan;Ref;35.5167;132.983;;;;;;;;Keine Referenz gefunden
Classic 2004;Ettalong, Australia;Ref;-33.5167;151.3333;;;;;;;;Keine Referenz gefunden
Classic 2004;Eucla, Australia;Ref;-31.7167;128.8833;;;;;;;;Keine Referenz gefunden
Classic 2004;Eureka, Humboldt Bay, California;Ref;40.8067;-124.1667;DWF 2025;Eureka, Humboldt Bay, California;Name;0.0;8.5;0.051;6;OK
Classic 2004;Eureka, Nunavut, Canada;Ref;79.9851;-85.909;;;;;;;;Keine Referenz gefunden
Classic 2004;Exploits Upper Harbour, Newfoundland, Canada;Ref;49.5177;-55.0637;;;;;;;;Keine Referenz gefunden
Classic 2004;Ezaki, Hyogo, Japan;Ref;34.6;134.983;;;;;;;;Keine Referenz gefunden
Classic 2004;Fairhaven, New Brunswick, Canada;Ref;44.9644;-67.0074;DWF 2025;Western Passage, off Frost Ledge, Maine Current;Proximity (1.9km);1.9;;;;Keine Vorhersagen
Classic 2004;False Creek, British Columbia (2), Canada;Ref;49.271;-123.12;UTide CA;Kitsilano, British Columbia, Canada;Proximity (1.5km);1.5;14.6;0.112;8;OK
Classic 2004;False Strait, Nunavut, Canada;Ref;71.9833;-95.1667;;;;;;;;Keine Referenz gefunden
Classic 2004;Fare Ute Point, Papeete Harbor, Tahiti;Ref;-17.535;-149.5717;UTide FR;Papeete Ile de Tahiti, France;Proximity (0.2km);0.2;8.5;0.335;8;OK
Classic 2004;Farewell, Newfoundland, Canada;Ref;49.5556;-54.4777;;;;;;;;Keine Referenz gefunden
Classic 2004;Fermeuse, Newfoundland, Canada;Ref;46.9647;-52.9381;;;;;;;;Keine Referenz gefunden
Classic 2004;Ferndale, Strait of Georgia, Washington;Ref;48.8333;-122.7167;DWF 2025;Ferndale, Strait of Georgia, Washington;Name;;2.7;1.100;7;OK
Classic 2004;Fife Island, Australia;Ref;-13.65;143.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Finlayson Arm, British Columbia, Canada;Ref;48.4966;-123.5529;;;;;;;;Keine Referenz gefunden
Classic 2004;Finsch Harbour, Papua New Guinea;Ref;-6.55;147.85;;;;;;;;Keine Referenz gefunden
Classic 2004;First Narrows, British Columbia, Canada Current;Ref;49.316;-123.1401;;;;;;;;Current-Station (übersprungen)
Classic 2004;Fitzroy Island, Australia;Ref;-16.9167;146.0;;;;;;;;Keine Referenz gefunden
Classic 2004;Five Islands, Nova Scotia (2), Canada;Ref;45.3794;-64.1306;;;;;;;;Keine Referenz gefunden
Classic 2004;Five Islands, Nova Scotia, Canada;Ref;45.3791;-64.1309;;;;;;;;Keine Referenz gefunden
Classic 2004;Flat Island, Nova Scotia, Canada;Ref;43.5091;-66.0035;;;;;;;;Keine Referenz gefunden
Classic 2004;Flinders Bay, Australia;Ref;-34.3333;115.1667;;;;;;;;Keine Referenz gefunden
Classic 2004;Flinders Island, Australia;Ref;-14.1667;144.1667;;;;;;;;Keine Referenz gefunden
Classic 2004;Flinders Reef, Coral Sea;Ref;-17.8667;148.5667;;;;;;;;Keine Referenz gefunden
Classic 2004;Flock Pigeon Island, Australia;Ref;-22.1167;149.5667;;;;;;;;Keine Referenz gefunden
Classic 2004;Florence Cove, British Columbia (2), Canada;Ref;50.313;-125.165;;;;;;;;Keine Referenz gefunden
Classic 2004;Florida Bay (East), Florida;Ref;24.8367;-80.7667;DWF 2025;Channel Five, east side, Hawk Channel, Florida;Proximity (0.0km);;-3.2;0.059;6;OK
Classic 2004;Florida Bay (West), Florida;Ref;24.84;-80.78;DWF 2025;Channel Five, west side, Hawk Channel, Florida;Proximity (0.0km);;-277.0;0.276;2;OK
Classic 2004;Flowers Cove, Newfoundland, Canada;Ref;51.2999;-56.7351;;;;;;;;Keine Referenz gefunden
Classic 2004;Ford Harbour, Labrador, Canada;Ref;56.4664;-61.1923;;;;;;;;Keine Referenz gefunden
Classic 2004;Fort Churchill, Manitoba, Canada;Ref;58.7667;-94.0667;;;;;;;;Keine Referenz gefunden
Classic 2004;Fort Conger, Discovery Harbour, Ellesmere Island, Nunavut, Canada;Ref;81.7333;-64.7333;;;;;;;;Keine Referenz gefunden
Classic 2004;Fort George Island, Fort George River, Florida (2);Ref;30.44;-81.4383;DWF 2025;Fort George Island, Fort George River, Florida;Name;;-2.3;1.080;6;OK
Classic 2004;Fort Myers, Florida (2) (expired 1999-03-25);Ref;26.6467;-81.8717;DWF 2025;Fort Myers, Caloosahatchee River, Florida;Proximity (0.1km);0.1;10.2;0.045;6;OK
Classic 2004;Fort Pierce (inside), Indian River, Florida;Ref;27.4567;-80.3233;DWF 2025;South Beach Causeway, Indian River, Florida;Proximity (0.0km);;-27.0;0.309;4;OK
Classic 2004;Fort Ross, Nunavut, Canada;Ref;72.008;-94.2165;;;;;;;;Keine Referenz gefunden
Classic 2004;Fortescue Road, Australia;Ref;-21.0;116.1;;;;;;;;Keine Referenz gefunden
Classic 2004;Foulke Fiord, Nunavut, Canada;Ref;78.3;-72.6333;;;;;;;;Keine Referenz gefunden
Classic 2004;Fourchu, Nova Scotia, Canada;Ref;45.717;-60.2452;;;;;;;;Keine Referenz gefunden
Classic 2004;Fox Island, Miramich, New Brunswick, Canada;Ref;47.1135;-65.0431;;;;;;;;Keine Referenz gefunden
Classic 2004;Fox Island, Newfoundland, Canada;Ref;48.6956;-58.683;;;;;;;;Keine Referenz gefunden
Classic 2004;Franklin Bay, Nunavut/NWT, Canada;Ref;69.95;-126.9167;;;;;;;;Keine Referenz gefunden
Classic 2004;Franklin River, British Columbia (2), Canada;Ref;49.108;-124.812;;;;;;;;Keine Referenz gefunden
Classic 2004;Frederick Sound, British Columbia, Canada;Ref;51.04;-126.734;;;;;;;;Keine Referenz gefunden
Classic 2004;Freeport Harbor, Texas;Ref;28.9467;-95.3083;DWF 2025;Freeport, DOW Barge Canal, Texas;Proximity (0.2km);0.2;-29.0;0.036;4;OK
Classic 2004;Fresh Creek, Andros Island, Bahamas;Ref;24.7333;-77.8;;;;;;;;Keine Referenz gefunden
Classic 2004;Friday Harbor, San Juan Channel, Washington (2);Ref;48.55;-123.0;DWF 2025;Point George, west of (depth 119 ft), San Juan Channel, Washington Current;Proximity (0.8km);0.8;;;;Keine Vorhersagen
Classic 2004;Frontera, Tabasco, Mexico;Ref;18.531;-92.6541;;;;;;;;Keine Referenz gefunden
Classic 2004;Fulton, St. Johns River, Florida (4);Ref;30.39;-81.5067;DWF 2025;Fulton, Florida;Proximity (0.0km);;10.8;1.329;6;OK
Classic 2004;Fundy (Offshore 1), Nova Scotia, Canada;Ref;42.8167;-63.2167;;;;;;;;Keine Referenz gefunden
Classic 2004;Fundy (Offshore 21), Nova Scotia, Canada;Ref;42.6167;-64.3667;;;;;;;;Keine Referenz gefunden
Classic 2004;Fundy (Offshore 22a), Nova Scotia, Canada;Ref;42.1167;-65.05;;;;;;;;Keine Referenz gefunden
Classic 2004;Fundy (Offshore 22b), Nova Scotia, Canada;Ref;42.05;-65.6333;;;;;;;;Keine Referenz gefunden
Classic 2004;Fundy (Offshore 23), Nova Scotia, Canada;Ref;40.3667;-67.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Fundy (Offshore 3), Nova Scotia, Canada;Ref;41.7333;-65.8;;;;;;;;Keine Referenz gefunden
Classic 2004;Fundy (Offshore 4), Nova Scotia, Canada;Ref;40.75;-66.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Fundy (Offshore 6), Nova Scotia, Canada;Ref;42.4667;-67.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Gabo Island, Australia;Ref;-37.5667;149.9167;;;;;;;;Keine Referenz gefunden
Classic 2004;Gabriola Pass, British Columbia, Canada;Ref;49.1333;-123.7167;;;;;;;;Keine Referenz gefunden
Classic 2004;Gabriola Passage, British Columbia, Canada Current;Ref;49.1291;-123.7043;;;;;;;;Current-Station (übersprungen)
Classic 2004;Gakiya, Okinawa, Japan;Ref;27.0333;127.967;;;;;;;;Keine Referenz gefunden
Classic 2004;Galveston (Galveston Channel), Texas;Ref;29.31;-94.7933;DWF 2025;Galveston Pier 21, Galveston Channel, Texas;Proximity (0.0km);;-11.4;0.025;7;OK
Classic 2004;Galveston (Galveston Channel), Texas (2) (expired 1993-12-31);Ref;29.3133;-94.7867;DWF 2025;Galveston Pier 21, Galveston Channel, Texas;Proximity (0.7km);0.7;-6.6;0.029;8;OK
Classic 2004;Galveston Bay Entrance, Texas Current;Ref;29.3467;-94.705;;;;;;;;Current-Station (übersprungen)
Classic 2004;Gamagori, Aichi, Japan;Ref;34.8167;137.233;;;;;;;;Keine Referenz gefunden
Classic 2004;Gamlarætt, Faroe Islands;Ref;61.9642;-6.823;;;;;;;;Keine Referenz gefunden
Classic 2004;Ganges Harbour, British Columbia (2), Canada;Ref;48.8534;-123.4973;;;;;;;;Keine Referenz gefunden
Classic 2004;Gannet Cay, Australia;Ref;-21.9833;152.4667;;;;;;;;Keine Referenz gefunden
Classic 2004;Gannet Rock, Nova Scotia, Canada;Ref;44.5167;-66.7833;;;;;;;;Keine Referenz gefunden
Classic 2004;Garden Key, Dry Tortugas, Florida;Ref;24.6267;-82.8717;DWF 2025;Garden Key, Dry Tortugas, Florida;Name;;3.3;0.020;6;OK
Classic 2004;Garnet Point, Maine;Ref;44.9167;-67.1167;DWF 2025;Garnet Point, Hersey Neck, Pennamquan River, Cobscook Bay, Maine;Proximity (1.3km);1.3;-0.9;0.065;7;OK
Classic 2004;Garry Island, Nunavut/NWT, Canada;Ref;69.05;-135.75;;;;;;;;Keine Referenz gefunden
Classic 2004;Gaspé, Québec, Canada;Ref;48.8273;-64.4752;;;;;;;;Keine Referenz gefunden
Classic 2004;Gaspé, Québec, Canada;Ref;48.8273;-64.4752;;;;;;;;Keine Referenz gefunden
Classic 2004;Gatcombe Head, Australia;Ref;-23.8833;151.3833;;;;;;;;Keine Referenz gefunden
Classic 2004;Gay Head, Martha's Vineyard, Massachusetts;Ref;41.3533;-70.83;DWF 2025;Gay Head, Martha's Vineyard, Massachusetts;Name;;-1.8;0.026;4;OK
Classic 2004;Gazya Sima, Kagosima, Japan;Ref;29.9;129.55;;;;;;;;Keine Referenz gefunden
Classic 2004;George Washington Bridge (Hudson River), New York Current;Ref;40.85;-73.95;;;;;;;;Current-Station (übersprungen)
Classic 2004;George Washington Bridge, Hudson River, New York;Ref;40.85;-73.95;DWF 2025;George Washington Bridge (depth 14 ft), Hudson River (midchannel), New York Current;Proximity (0.0km);0.0;;;;Keine Vorhersagen
Classic 2004;Georgetown Harbour, Prince Edward Island, Canada;Ref;46.1795;-62.5316;;;;;;;;Keine Referenz gefunden
Classic 2004;Georgetown, St. Johns River, Florida (4);Ref;29.385;-81.6367;;;;;;;;Keine Referenz gefunden
Classic 2004;Georgina Point, British Columbia (2), Canada;Ref;48.8725;-123.2923;TICON4;Whaler Bay, British Columbia (2), Canada;Proximity (2.2km);2.2;235.3;2.687;3;OK
Classic 2004;Geranium Harbour, Australia;Ref;-13.9333;126.5833;;;;;;;;Keine Referenz gefunden
Classic 2004;Gibbs Island, Pleasant River, Maine;Ref;44.55;-67.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Gibsons, British Columbia, Canada;Ref;49.402;-123.505;;;;;;;;Keine Referenz gefunden
Classic 2004;Gillard Pass, British Columbia, Canada Current;Ref;50.3933;-125.1567;;;;;;;;Current-Station (übersprungen)
Classic 2004;Gillies Island, Québec, Canada;Ref;56.5492;-76.6403;;;;;;;;Keine Referenz gefunden
Classic 2004;Gima, Okinawa, Japan;Ref;26.3333;126.767;;;;;;;;Keine Referenz gefunden
Classic 2004;Gingerville Creek, Maryland;Ref;38.9583;-76.555;DWF 2025;Gingerville Creek, South River, Chesapeake Bay, Maryland;Proximity (0.0km);;1.0;0.027;8;OK
Classic 2004;Gizo Anchorage, Solomon Islands;Ref;-8.1;156.85;;;;;;;;Keine Referenz gefunden
Classic 2004;Glendale Cove, British Columbia (2), Canada;Ref;50.6743;-125.7369;;;;;;;;Keine Referenz gefunden
Classic 2004;Gloucester Harbor (Ten Pound Island), Massachusetts;Ref;42.6033;-70.665;DWF 2025;Gloucester Harbor, Massachusetts;Proximity (0.8km);0.8;-3.8;0.047;6;OK
Classic 2004;Goaribari Island, Papua New Guinea;Ref;-7.75;144.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Godfrey Point, British Columbia, Canada;Ref;53.987;-130.182;;;;;;;;Keine Referenz gefunden
Classic 2004;Godthåb, Greenland;Ref;64.1833;-51.75;TICON4;Godthb, Greenland;Proximity (1.9km);1.9;54.5;2.150;4;OK
Classic 2004;Gogo Sima, Ehime, Japan;Ref;33.9167;132.683;;;;;;;;Keine Referenz gefunden
Classic 2004;Gokasyo, Mie, Japan;Ref;34.3167;136.667;;;;;;;;Keine Referenz gefunden
Classic 2004;Goold Island, Australia;Ref;-18.1667;146.1833;;;;;;;;Keine Referenz gefunden
Classic 2004;Goose Island, Australia;Ref;-34.0833;123.1833;;;;;;;;Keine Referenz gefunden
Classic 2004;Goose Island, British Columbia (2), Canada;Ref;51.992;-128.413;;;;;;;;Keine Referenz gefunden
Classic 2004;Gordon Islands, British Columbia (2), Canada;Ref;52.095;-131.141;;;;;;;;Keine Referenz gefunden
Classic 2004;Gordon Point, New Brunswick, Canada;Ref;47.0792;-65.3932;;;;;;;;Keine Referenz gefunden
Classic 2004;Gorge (Victoria), British Columbia, Canada;Ref;48.4509;-123.4215;TICON4;Esquimalt Government Hbr., British Columbia, Canada;Proximity (2.4km);2.4;-23.0;2.072;4;OK
Classic 2004;Gorge Harbour, British Columbia, Canada;Ref;50.092;-124.989;;;;;;;;Keine Referenz gefunden
Classic 2004;Gorge-Tillicum Bridge, British Columbia, Canada Current;Ref;48.4477;-123.4036;;;;;;;;Current-Station (übersprungen)
Classic 2004;Gosford, Australia;Ref;-33.4333;151.35;;;;;;;;Keine Referenz gefunden
Classic 2004;Gosling Island, British Columbia (2), Canada;Ref;51.899;-128.442;;;;;;;;Keine Referenz gefunden
Classic 2004;Góta, Faroe Islands;Ref;62.1968;-6.7405;;;;;;;;Keine Referenz gefunden
Classic 2004;Gotu, Simane, Japan;Ref;35.0167;132.233;;;;;;;;Keine Referenz gefunden
Classic 2004;Gowlland Harbour, British Columbia (2), Canada;Ref;50.065;-125.217;;;;;;;;Keine Referenz gefunden
Classic 2004;Graham Pond, Prince Edward Island, Canada;Ref;46.096;-62.4537;;;;;;;;Keine Referenz gefunden
Classic 2004;Granby Bay, British Columbia (2), Canada;Ref;55.416;-129.818;;;;;;;;Keine Referenz gefunden
Classic 2004;Granby Bay, British Columbia, Canada;Ref;55.416;-129.818;;;;;;;;Keine Referenz gefunden
Classic 2004;Grand Bay, Newfoundland, Canada;Ref;47.5902;-59.182;;;;;;;;Keine Referenz gefunden
Classic 2004;Grand Eddy, Nova Scotia, Canada;Ref;44.3957;-66.2049;;;;;;;;Keine Referenz gefunden
Classic 2004;Grand Manan Channel (Bay of Fundy Entrance), New Brunswick, Canada Current;Ref;44.75;-66.9333;;;;;;;;Current-Station (übersprungen)
Classic 2004;Grande Île, Québec, Canada;Ref;47.6242;-69.8608;;;;;;;;Keine Referenz gefunden
Classic 2004;Grande-Entrée, Québec, Canada;Ref;47.5567;-61.5581;;;;;;;;Keine Referenz gefunden
Classic 2004;Grande-Rivière, Québec, Canada;Ref;48.3927;-64.4925;;;;;;;;Keine Referenz gefunden
Classic 2004;Grande-Vallée, Québec, Canada;Ref;49.2298;-65.1345;;;;;;;;Keine Referenz gefunden
Classic 2004;Grassy Key (North), Florida;Ref;24.7667;-80.9333;DWF 2025;Grassy Key, north side, Florida Bay, Florida;Proximity (0.9km);0.9;-2.7;0.009;6;OK
Classic 2004;Grassy Key, south side, Hawk Channel, Florida;Ref;24.755;-80.9583;DWF 2025;Grassy Key, south side, Hawk Channel, Florida;Name;;-16.7;0.033;6;OK
Classic 2004;Grassy, King Island, Tasmania;Ref;-40.0667;144.0833;;;;;;;;Keine Referenz gefunden
Classic 2004;Grays Harbor Entrance, Washington Current;Ref;46.9167;-124.125;;;;;;;;Current-Station (übersprungen)
Classic 2004;Great Glennie Island, Australia;Ref;-39.0833;146.2333;;;;;;;;Keine Referenz gefunden
Classic 2004;Great St. Lawrence Harbour, Newfoundland, Canada;Ref;46.9168;-55.3901;UTide CA;St. Lawrence, Newfoundland and Labrador, Canada;Proximity (0.0km);;2.1;0.181;8;OK
Classic 2004;Greely Fiord, Nunavut, Canada;Ref;80.6;-79.5833;;;;;;;;Keine Referenz gefunden
Classic 2004;Green Cove Springs, St. Johns River, Florida (5);Ref;29.99;-81.6633;DWF 2025;Green Cove Springs, Florida;Proximity (0.0km);;-15.8;1.350;5;OK
Classic 2004;Green Island, Australia;Ref;-16.75;145.9667;;;;;;;;Keine Referenz gefunden
Classic 2004;Greenly Island, Australia;Ref;-34.65;134.7833;;;;;;;;Keine Referenz gefunden
Classic 2004;Griffin Passage, British Columbia (2), Canada;Ref;52.77;-128.346;;;;;;;;Keine Referenz gefunden
Classic 2004;Griffith Harbour, British Columbia (2), Canada;Ref;53.599;-130.543;;;;;;;;Keine Referenz gefunden
Classic 2004;Grindstone (Ray .4), New Brunswick, Canada;Ref;45.7219;-64.6212;;;;;;;;Keine Referenz gefunden
Classic 2004;Grindstone Island, New Brunswick, Canada;Ref;45.7219;-64.6212;;;;;;;;Keine Referenz gefunden
Classic 2004;Grise Fiord, Nunavut, Canada;Ref;76.4197;-83.1331;;;;;;;;Keine Referenz gefunden
Classic 2004;Grist Mill, Québec, Canada;Ref;46.6507;-71.8898;;;;;;;;Keine Referenz gefunden
Classic 2004;Gros-Mécatina, Québec, Canada;Ref;50.8383;-58.9729;;;;;;;;Keine Referenz gefunden
Classic 2004;Grundarfjörður, Iceland;Ref;64.9282;-23.2594;;;;;;;;Keine Referenz gefunden
Classic 2004;Guam, Marianas;Ref;13.33;144.66;;;;;;;;Keine Referenz gefunden
Classic 2004;Guinchos Cay, Bahamas;Ref;22.75;-78.1167;;;;;;;;Keine Referenz gefunden
Classic 2004;Gull Island, Newfoundland, Canada;Ref;47.2621;-52.7779;;;;;;;;Keine Referenz gefunden
Classic 2004;Guluwuru Island, Australia;Ref;-11.5167;136.3833;;;;;;;;Keine Referenz gefunden
Classic 2004;Habu (In-No-Sima), Hirosima, Japan;Ref;34.2667;133.2;;;;;;;;Keine Referenz gefunden
Classic 2004;Habu (Izu-O Sima), Tokyo, Japan;Ref;34.6833;139.433;;;;;;;;Keine Referenz gefunden
Classic 2004;Hackensack, Hackensack River, New Jersey;Ref;40.89;-74.0383;DWF 2025;Hackensack, Hackensack River, New Jersey;Name;1.1;51.4;0.206;5;OK
Classic 2004;Haderuma, Okinawa, Japan;Ref;24.0667;123.767;;;;;;;;Keine Referenz gefunden
Classic 2004;Hagi, Yamaguti, Japan;Ref;34.4333;131.417;;;;;;;;Keine Referenz gefunden
Classic 2004;Haig Point, Daufuskie Island, Cooper River, South Carolina;Ref;32.15;-80.8333;DWF 2025;Haig Point, Daufuskie Island, Cooper River, South Carolina;Name;0.5;-11.5;0.075;4;OK
Classic 2004;Haiki Jetty (N.side), Nagasaki, Japan;Ref;33.1333;129.8;;;;;;;;Keine Referenz gefunden
Classic 2004;Haiki Jetty (S.side), Nagasaki, Japan;Ref;33.1333;129.8;;;;;;;;Keine Referenz gefunden
Classic 2004;Hakata Hukuoka, Hukuoka, Japan;Ref;33.6;130.383;;;;;;;;Keine Referenz gefunden
Classic 2004;Halfmoon Bay, British Columbia (2), Canada;Ref;49.511;-123.912;;;;;;;;Keine Referenz gefunden
Classic 2004;Hall Beach, Foxe Basin, Nunavut, Canada;Ref;68.75;-81.2167;;;;;;;;Keine Referenz gefunden
Classic 2004;Hall Point, Australia;Ref;-15.6667;124.4;;;;;;;;Keine Referenz gefunden
Classic 2004;Halls Boathouse, Washington;Ref;48.05;-123.55;;;;;;;;Keine Referenz gefunden
Classic 2004;Hama-Onisibetu, Hokkaido, Japan;Ref;45.3333;142.167;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamamasu, Hokkaido, Japan;Ref;43.6;141.383;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamazima, Mie, Japan;Ref;34.3;136.767;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamelin Bay, Australia;Ref;-34.1833;115.0333;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamelin Pool, Australia;Ref;-26.3833;114.1833;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamilton Bank 334, Labrador, Canada;Ref;53.7333;-53.6167;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamilton Bank 789, Labrador, Canada;Ref;53.7333;-55.45;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamilton Bank 790, Labrador, Canada;Ref;54.1833;-52.1333;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamilton Bank 795, Labrador, Canada;Ref;54.4667;-55.4333;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamilton Bank 796, Newfoundland, Canada;Ref;51.0667;-53.0167;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamilton Bank, Labrador, Canada;Ref;55.35;-53.7667;;;;;;;;Keine Referenz gefunden
Classic 2004;Hamilton Island, Nunavut, Canada;Ref;74.1917;-99.16;;;;;;;;Keine Referenz gefunden
Classic 2004;Hampden, Newfoundland, Canada;Ref;49.5453;-56.8533;;;;;;;;Keine Referenz gefunden
Classic 2004;Hampton Roads, Virginia;Ref;36.9467;-76.33;DWF 2025;Sewells Point, pierhead (depth 7 ft), Hampton Roads, Virginia Current;Proximity (0.4km);0.4;;;;Keine Vorhersagen
Classic 2004;Hampton Roads, Virginia (2) (expired 1989-12-31);Ref;36.9467;-76.33;DWF 2025;Sewells Point, pierhead (depth 7 ft), Hampton Roads, Virginia Current;Proximity (0.4km);0.4;;;;Keine Vorhersagen
Classic 2004;Hanabutihama, Miyagi, Japan;Ref;38.3;141.083;;;;;;;;Keine Referenz gefunden
Classic 2004;Haneda, Tokyo, Japan;Ref;35.55;139.767;;;;;;;;Keine Referenz gefunden
Classic 2004;Hanga Piko, Easter Island;Ref;-27.1667;-109.3333;;;;;;;;Keine Referenz gefunden
